word1,word2,n,decade
st,paul,1,1900s
standing,space,1,1900s
stat,cor,1,1900s
statesboro,georgia,1,1900s
store,st,1,1900s
storms,jail,1,1900s
street,502,1,1900s
street,northwest,1,1900s
students,buildings,1,1900s
sunday,din,1,1900s
sunday,eve,1,1900s
supable,rates,1,1900s
surprise,party,1,1900s
swann,street,1,1900s
table,refreshments,1,1900s
taft,cam,1,1900s
tariff,dustrial,1,1900s
tary,ball,1,1900s
terposed,objections,1,1900s
territorial,government,1,1900s
texas,june,1,1900s
texas,race,1,1900s
thirtysixth,district,1,1900s
thunderous,tones,1,1900s
thursday,august,1,1900s
thursday,night,1,1900s
ticket,exprend,1,1900s
time,ago,1,1900s
time,judge,1,1900s
times,withdrawn,1,1900s
tional,held,1,1900s
title,thirtysixth,1,1900s
tol,assign,1,1900s
ton,july,1,1900s
ton,life,1,1900s
tracks,meantime,1,1900s
trivial,offenses,1,1900s
trouble,started,1,1900s
trunks,4.00,1,1900s
tuition,82.00,1,1900s
union,north,1,1900s
unjustifiable,lynching,1,1900s
unlawful,killing,1,1900s
unsurpassed,depart,1,1900s
untiring,efforts,1,1900s
upland,ju,1,1900s
upright,judge,1,1900s
vain,en,1,1900s
varied,experience,1,1900s
vernon,ill.marshall,1,1900s
vicinity,armed,1,1900s
victim,reached,1,1900s
visany,landslide,1,1900s
wabasha,call,1,1900s
wade,wilton,1,1900s
war,department,1,1900s
ware,replated,1,1900s
weak,spots,1,1900s
weapons,sixshooters,1,1900s
wednesday,morning,1,1900s
week,ago,1,1900s
wellknown,kindly,1,1900s
west,train,1,1900s
white,county,1,1900s
white,farmers,1,1900s
white,mar,1,1900s
white,savages,1,1900s
white,wom,1,1900s
white,woman's,1,1900s
whites,arm,1,1900s
whites,slain,1,1900s
wide,experience,1,1900s
wide,interval,1,1900s
wife,crazed,1,1900s
wife,denies,1,1900s
william,burns,1,1900s
william,stimson,1,1900s
win,safely,1,1900s
woman's,throat,1,1900s
woman's,throatand,1,1900s
wood,addresses,1,1900s
wright,johnson's,1,1900s
yates,wade,1,1900s
york,age,1,1900s
york,evening,1,1900s
york,june,1,1900s
