"","...1","file_id","article_id","sn","newspaper_name","year","month","day","page","edition","mod_id","URL","newspaper_state","file_id2","index"
"11",399758,8155,3,"sn87096037","The Hope pioneer (Hope, N.D.)",1893,8,4,"seq-2","ed-1",1,"https://articleextractor.org/pages/8155/ndhi_argon_ver01/sn87096037/1893/08/04/ed-1/seq-2/1","North Dakota","8155_3",2495
"12",333064,8166,0,"sn85034375","The Grenada sentinel (Grenada, Miss.)",1893,9,30,"seq-2","ed-1",1,"https://articleextractor.org/pages/8166/msar_eyelet_ver02/sn85034375/1893/09/30/ed-1/seq-2/1","Mississippi","8166_0",2496
"13",349513,8173,0,"sn99021999",NA,1891,10,10,"seq-1","ed-1",1,"https://articleextractor.org/pages/8173/nbu_beatrice_ver01/sn99021999/1891/10/10/ed-1/seq-1/1","Nebraska","8173_0",2500
"14",19933,8176,0,"sn94053256","Waterbury evening Democrat (Waterbury, Conn...)",1891,10,30,"seq-1","ed-1",1,"https://articleextractor.org/pages/8176/ct_gum_ver01/sn94053256/1891/10/30/ed-1/seq-1/1","Connecticut","8176_0",2501
"15",399335,8180,0,"sn87096037","The Hope pioneer (Hope, N.D.)",1892,11,4,"seq-2","ed-2",1,"https://articleextractor.org/pages/8180/ndhi_argon_ver01/sn87096037/1892/11/04/ed-2/seq-2/1","North Dakota","8180_0",2502
"16",260688,8181,0,"sn90059522","St. Paul daily globe (Saint Paul, Min...)",1891,10,4,"seq-1","ed-1",1,"https://articleextractor.org/pages/8181/mnhi_faribault_ver01/sn90059522/1891/10/04/ed-1/seq-1/1","Minnesota","8181_0",2503
"17",333046,8183,0,"sn85034375","The Grenada sentinel (Grenada, Miss.)",1889,9,21,"seq-2","ed-1",1,"https://articleextractor.org/pages/8183/msar_eyelet_ver02/sn85034375/1889/09/21/ed-1/seq-2/1","Mississippi","8183_0",2504
"18",475370,8186,0,"sn84028272","The enterprise (Wellington, Ohi...)",1893,9,27,"seq-6","ed-1",1,"https://articleextractor.org/pages/8186/ohi_cousteau_ver02/sn84028272/1893/09/27/ed-1/seq-6/1","Ohio","8186_0",2505
"19",6997,8187,0,"sn84020558","Arizona republican (Phoenix, Ariz.)",1892,1,15,"seq-5","ed-1",1,"https://articleextractor.org/pages/8187/az_coyote_ver01/sn84020558/1892/01/15/ed-1/seq-5/1","Arizona","8187_0",2506
"20",305167,8188,0,"sn93060412","The intelligencer (Lexington, Mo.)",1890,9,6,"seq-3","ed-1",1,"https://articleextractor.org/pages/8188/mohi_eeyore_ver01/sn93060412/1890/09/06/ed-1/seq-3/1","Missouri","8188_0",2507
"21",602520,8189,0,"sn86064205",NA,1887,2,3,"seq-6","ed-1",1,"https://articleextractor.org/pages/8189/txdn_echo_ver03/sn86064205/1887/02/03/ed-1/seq-6/1","Texas","8189_0",2508
"22",189933,8190,0,"sn82016014","The Topeka state journal (Topeka, Kansas)",1910,9,3,"seq-12","ed-1",1,"https://articleextractor.org/pages/8190/khi_edelbrock_ver01/sn82016014/1910/09/03/ed-1/seq-12/1","Kansas","8190_0",2509
"23",269608,8191,0,"sn90059522","St. Paul daily globe (Saint Paul, Min...)",1893,8,29,"seq-4","ed-1",1,"https://articleextractor.org/pages/8191/mnhi_gonvick_ver01/sn90059522/1893/08/29/ed-1/seq-4/1","Minnesota","8191_0",2510
"24",621762,8192,0,"sn85058130","The Salt Lake herald (Salt Lake City ...)",1887,7,28,"seq-1","ed-1",1,"https://articleextractor.org/pages/8192/uuml_griffith_ver01/sn85058130/1887/07/28/ed-1/seq-1/1","Utah","8192_0",2511
"25",45875,8193,0,"sn82014424","The Evening critic (Washington, D.C...)",1884,1,17,"seq-1","ed-1",1,"https://articleextractor.org/pages/8193/dlc_franklin_ver01/sn82014424/1884/01/17/ed-1/seq-1/1","District of Columbia","8193_0",2512
"26",545623,8194,0,"sn98062948",NA,1887,11,17,"seq-2","ed-1",1,"https://articleextractor.org/pages/8194/sdhi_imbe_ver01/sn98062948/1887/11/17/ed-1/seq-2/1","South Dakota","8194_0",2513
"27",39532,8196,0,"sn86053573",NA,1887,6,14,"seq-1","ed-1",2,"https://articleextractor.org/pages/8196/dlc_chester_ver02/sn86053573/1887/06/14/ed-1/seq-1/2","District of Columbia","8196_0",2514
"28",1905,8197,0,"sn84023017","The Russellville Democrat (Russellville, A...)",1893,11,30,"seq-2","ed-1",1,"https://articleextractor.org/pages/8197/arhi_igglybuff_ver01/sn84023017/1893/11/30/ed-1/seq-2/1","Arkansas","8197_0",2515
"29",228001,8200,0,"sn87090131","Tensas gazette (St. Joseph, La.)",1909,4,30,"seq-4","ed-1",1,"https://articleextractor.org/pages/8200/lu_roulette_ver01/sn87090131/1909/04/30/ed-1/seq-4/1","Louisiana","8200_0",2516
"30",494882,8201,0,"sn85038161","The News-Herald (Hillsboro, High...)",1887,2,10,"seq-2","ed-1",1,"https://articleextractor.org/pages/8201/ohi_india_ver01/sn85038161/1887/02/10/ed-1/seq-2/1","Ohio","8201_0",2517
"31",187497,8202,0,"sn85030221","The Emporia weekly news (Emporia, Kan.)",1885,7,2,"seq-1","ed-1",1,"https://articleextractor.org/pages/8202/khi_brown_ver01/sn85030221/1885/07/02/ed-1/seq-1/1","Kansas","8202_0",2518
"32",701459,8204,0,"sn86072173","The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895",1888,10,28,"seq-1","ed-1",2,"https://articleextractor.org/pages/8204/wyu_calpet_ver02/sn86072173/1888/10/28/ed-1/seq-1/2","Wyoming","8204_0",2519
"33",55620,8207,0,"sn83030214","New-York tribune (New York [N.Y.])",1888,12,27,"seq-4","ed-1",2,"https://articleextractor.org/pages/8207/dlc_mazda_ver01/sn83030214/1888/12/27/ed-1/seq-4/2","New York","8207_0",2520
"34",319915,8213,0,"sn86074058","The Brookhaven leader (Brookhaven, Mis...)",1888,6,21,"seq-2","ed-1",3,"https://articleextractor.org/pages/8213/msar_agate_ver01/sn86074058/1888/06/21/ed-1/seq-2/3","Mississippi","8213_0",2522
"35",56238,8215,0,"sn83045462","Evening star (Washington, D.C...)",1912,10,6,"seq-24","ed-1",2,"https://articleextractor.org/pages/8215/dlc_neptunian_ver01/sn83045462/1912/10/06/ed-1/seq-24/2","District of Columbia","8215_0",2523
"36",156872,8220,0,"sn82015679","The Indianapolis journal (Indianapolis [I...)",1897,7,22,"seq-5","ed-1",2,"https://articleextractor.org/pages/8220/in_bradlaugh_ver02/sn82015679/1897/07/22/ed-1/seq-5/2","Indiana","8220_0",2525
"37",29242,8222,0,"sn84025968","Los Angeles herald (Los Angeles [Calif.]) 1890-1893",1890,11,1,"seq-2","ed-1",2,"https://articleextractor.org/pages/8222/curiv_lovelock_ver01/sn84025968/1890/11/01/ed-1/seq-2/2","California","8222_0",2526
"38",189877,8226,0,"sn82015485","Western Kansas world (WaKeeney, Kan.)",1889,7,13,"seq-7","ed-1",1,"https://articleextractor.org/pages/8226/khi_earhart_ver01/sn82015485/1889/07/13/ed-1/seq-7/1","Kansas","8226_0",2527
"39",355817,8237,0,"sn94056415",NA,1897,2,12,"seq-6","ed-1",2,"https://articleextractor.org/pages/8237/nbu_indianola_ver01/sn94056415/1897/02/12/ed-1/seq-6/2","Nebraska","8237_0",2529
"40",35110,8240,0,"sn85042462","Los Angeles herald (Los Angeles [Calif.]) 1900-1911",1910,7,4,"seq-1","ed-1",1,"https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462/1910/07/04/ed-1/seq-1/1","California","8240_0",2530
"41",222349,8241,0,"sn85052020","Semi-weekly interior journal (Stanford, Ky.)",1886,10,8,"seq-2","ed-1",1,"https://articleextractor.org/pages/8241/kyu_hairspray_ver01/sn85052020/1886/10/08/ed-1/seq-2/1","Kentucky","8241_0",2531
"42",64491,8242,0,"sn86090947",NA,1909,6,4,"seq-1","ed-1",1,"https://articleextractor.org/pages/8242/gu_graco_ver01/sn86090947/1909/06/04/ed-1/seq-1/1","Georgia","8242_0",2532
"43",12110,8244,0,"sn90051548",NA,1909,11,18,"seq-3","ed-1",1,"https://articleextractor.org/pages/8244/cohi_irwin_ver01/sn90051548/1909/11/18/ed-1/seq-3/1","Colorado","8244_0",2533
"44",194092,8245,0,"sn82014635","The Wichita daily eagle (Wichita, Kan.)",1890,9,4,"seq-2","ed-1",1,"https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/1","Kansas","8245_0",2534
"45",194137,8245,1,"sn82014635","The Wichita daily eagle (Wichita, Kan.)",1890,9,4,"seq-2","ed-1",1,"https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/1","Kansas","8245_1",2535
"46",153314,8246,0,"sn86091095","The Ketchum keystone (Ketchum, Idaho)",1887,5,14,"seq-3","ed-1",1,"https://articleextractor.org/pages/8246/idhi_iles_ver01/sn86091095/1887/05/14/ed-1/seq-3/1","Idaho","8246_0",2536
"47",62818,8247,0,"sn86063034","The morning news (Savannah, Ga.)",1887,7,20,"seq-2","ed-1",1,"https://articleextractor.org/pages/8247/gu_bobbsey_ver02/sn86063034/1887/07/20/ed-1/seq-2/1","Georgia","8247_0",2537
"48",692323,8248,0,"sn85033255","River Falls journal (River Falls, Pi...)",1884,1,3,"seq-2","ed-1",1,"https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/1","Wisconsin","8248_0",2538
"49",692325,8248,1,"sn85033255","River Falls journal (River Falls, Pi...)",1884,1,3,"seq-2","ed-1",1,"https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/1","Wisconsin","8248_1",2539
"50",692327,8248,2,"sn85033255","River Falls journal (River Falls, Pi...)",1884,1,3,"seq-2","ed-1",1,"https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/1","Wisconsin","8248_2",2540
"51",788,8250,0,"sn84022960","The Forrest City times (Forrest City, A...)",1892,5,20,"seq-1","ed-1",1,"https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/1","Arkansas","8250_0",2541
"52",799,8250,1,"sn84022960","The Forrest City times (Forrest City, A...)",1892,5,20,"seq-1","ed-1",1,"https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/1","Arkansas","8250_1",2542
"53",3459,8252,0,"sn85038485","The Birmingham age-herald (Birmingham, Ala...)",1910,7,5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_0",2543
"54",3469,8252,1,"sn85038485","The Birmingham age-herald (Birmingham, Ala...)",1910,7,5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_1",2544
"55",3471,8252,2,"sn85038485","The Birmingham age-herald (Birmingham, Ala...)",1910,7,5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_2",2545
"56",3455,8252,3,"sn85038485","The Birmingham age-herald (Birmingham, Ala...)",1910,7,5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_3",2546
"57",3476,8252,4,"sn85038485","The Birmingham age-herald (Birmingham, Ala...)",1910,7,5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_4",2547
"58",338242,8253,0,"sn85034447","The Magnolia gazette (Magnolia, Miss.)",1892,6,25,"seq-3","ed-1",1,"https://articleextractor.org/pages/8253/msar_ikat_ver01/sn85034447/1892/06/25/ed-1/seq-3/1","Mississippi","8253_0",2548
"59",261784,8254,0,"sn83016589","The Mankato free press (Mankato, Blue E...)",1892,5,6,"seq-6","ed-1",1,"https://articleextractor.org/pages/8254/mnhi_fencing_ver02/sn83016589/1892/05/06/ed-1/seq-6/1","Minnesota","8254_0",2549
"60",261719,8254,1,"sn83016589","The Mankato free press (Mankato, Blue E...)",1892,5,6,"seq-6","ed-1",1,"https://articleextractor.org/pages/8254/mnhi_fencing_ver02/sn83016589/1892/05/06/ed-1/seq-6/1","Minnesota","8254_1",2550
"61",694633,8256,0,"sn86086770",NA,1892,10,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/8256/whi_jane_ver01/sn86086770/1892/10/15/ed-1/seq-2/1","Wisconsin","8256_0",2551
"62",694626,8256,1,"sn86086770",NA,1892,10,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/8256/whi_jane_ver01/sn86086770/1892/10/15/ed-1/seq-2/1","Wisconsin","8256_1",2552
"63",574818,8257,0,"sn93063896",NA,1886,2,27,"seq-4","ed-1",1,"https://articleextractor.org/pages/8257/tu_gordon_ver01/sn93063896/1886/02/27/ed-1/seq-4/1","Tennessee","8257_0",2553
"64",192116,8258,0,"sn85032801","People's voice (Wellington, Sum...)",1893,5,12,"seq-6","ed-1",1,"https://articleextractor.org/pages/8258/khi_goodnow_ver01/sn85032801/1893/05/12/ed-1/seq-6/1","Kansas","8258_0",2554
"65",307453,8259,0,"sn89067453",NA,1892,2,18,"seq-4","ed-1",1,"https://articleextractor.org/pages/8259/mohi_flash_ver02/sn89067453/1892/02/18/ed-1/seq-4/1","Missouri","8259_0",2555
"66",307621,8260,0,"sn89067453",NA,1893,2,9,"seq-4","ed-1",1,"https://articleextractor.org/pages/8260/mohi_flash_ver02/sn89067453/1893/02/09/ed-1/seq-4/1","Missouri","8260_0",2556
"67",314800,8262,0,"sn89066818",NA,1892,10,22,"seq-1","ed-1",1,"https://articleextractor.org/pages/8262/mohi_jerome_ver01/sn89066818/1892/10/22/ed-1/seq-1/1","Missouri","8262_0",2557
"68",314803,8262,1,"sn89066818",NA,1892,10,22,"seq-1","ed-1",1,"https://articleextractor.org/pages/8262/mohi_jerome_ver01/sn89066818/1892/10/22/ed-1/seq-1/1","Missouri","8262_1",2558
"69",438901,8263,0,"sn88076679",NA,1892,5,28,"seq-2","ed-1",1,"https://articleextractor.org/pages/8263/ndhi_lawrencium_ver01/sn88076679/1892/05/28/ed-1/seq-2/1","North Dakota","8263_0",2559
"70",48040,8264,0,"sn84025891","The Washington bee (Washington, D.C...)",1887,5,7,"seq-1","ed-1",1,"https://articleextractor.org/pages/8264/dlc_grover_ver01/sn84025891/1887/05/07/ed-1/seq-1/1","District of Columbia","8264_0",2560
"71",48042,8264,1,"sn84025891","The Washington bee (Washington, D.C...)",1887,5,7,"seq-1","ed-1",1,"https://articleextractor.org/pages/8264/dlc_grover_ver01/sn84025891/1887/05/07/ed-1/seq-1/1","District of Columbia","8264_1",2561
"72",48043,8264,2,"sn84025891","The Washington bee (Washington, D.C...)",1887,5,7,"seq-1","ed-1",1,"https://articleextractor.org/pages/8264/dlc_grover_ver01/sn84025891/1887/05/07/ed-1/seq-1/1","District of Columbia","8264_2",2562
"73",169002,8268,0,"sn87082573",NA,1884,6,28,"seq-3","ed-1",1,"https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573/1884/06/28/ed-1/seq-3/1","Illinois","8268_0",2563
"74",63102,8269,0,"sn86063034","The morning news (Savannah, Ga.)",1890,3,21,"seq-2","ed-1",1,"https://articleextractor.org/pages/8269/gu_columbo_ver02/sn86063034/1890/03/21/ed-1/seq-2/1","Georgia","8269_0",2564
"75",63105,8269,1,"sn86063034","The morning news (Savannah, Ga.)",1890,3,21,"seq-2","ed-1",1,"https://articleextractor.org/pages/8269/gu_columbo_ver02/sn86063034/1890/03/21/ed-1/seq-2/1","Georgia","8269_1",2565
"76",228832,8272,0,"sn85038292","The Democratic advocate (Westminster, Md...)",1886,3,13,"seq-3","ed-1",1,"https://articleextractor.org/pages/8272/mdu_douglass_ver01/sn85038292/1886/03/13/ed-1/seq-3/1","Maryland","8272_0",2566
"77",56719,8273,0,"sn84024441","The evening times (Washington, D.C...)",1901,2,18,"seq-6","ed-1",1,"https://articleextractor.org/pages/8273/dlc_november_ver01/sn84024441/1901/02/18/ed-1/seq-6/1","District of Columbia","8273_0",2567
"78",659916,8274,0,"sn84023253","St. Johnsbury Caledonian (St. Johnsbury, ...)",1901,9,4,"seq-5","ed-1",1,"https://articleextractor.org/pages/8274/vtu_enosburg_ver01/sn84023253/1901/09/04/ed-1/seq-5/1","Vermont","8274_0",2568
"79",524227,8276,0,"sn96090259",NA,1909,8,6,"seq-6","ed-1",1,"https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259/1909/08/06/ed-1/seq-6/1","South Dakota","8276_0",2569
"80",62849,8278,0,"sn86063034","The morning news (Savannah, Ga.)",1887,10,18,"seq-1","ed-1",1,"https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034/1887/10/18/ed-1/seq-1/1","Georgia","8278_0",2570
"81",294720,8280,0,"sn90059522","St. Paul daily globe (Saint Paul, Min...)",1887,8,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522/1887/08/15/ed-1/seq-2/1","Minnesota","8280_0",2571
"82",234877,8288,0,"sn98066406",NA,1900,1,26,"seq-11","ed-1",1,"https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406/1900/01/26/ed-1/seq-11/1","Michigan","8288_0",2572
"83",330577,8289,0,"sn89065008",NA,1917,8,1,"seq-1","ed-1",1,"https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008/1917/08/01/ed-1/seq-1/1","Mississippi","8289_0",2573
"84",374234,8290,0,"sn85042104","The news & observer (Raleigh, N.C.)",1899,4,19,"seq-2","ed-1",1,"https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104/1899/04/19/ed-1/seq-2/1","North Carolina","8290_0",2574
"85",515555,8292,0,"sn99063957",NA,1914,7,17,"seq-1","ed-1",1,"https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957/1914/07/17/ed-1/seq-1/1","Oregon","8292_0",2575
"86",232755,8293,0,"sn82014248","Daily Kennebec journal (Augusta, Me.)",1886,4,19,"seq-1","ed-1",1,"https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/1","Maine","8293_0",2576
"87",232758,8293,1,"sn82014248","Daily Kennebec journal (Augusta, Me.)",1886,4,19,"seq-1","ed-1",1,"https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/1","Maine","8293_1",2577
"88",459953,8297,0,"sn83030193","The evening world (New York, N.Y.)",1893,7,28,"seq-2","ed-1",1,"https://articleextractor.org/pages/8297/nn_stein_ver01/sn83030193/1893/07/28/ed-1/seq-2/1","New York","8297_0",2578
"89",152106,8298,0,"sn83025167","The Iowa plain dealer (New Oregon, How...)",1891,10,1,"seq-1","ed-1",1,"https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/1891/10/01/ed-1/seq-1/1","Iowa","8298_0",2579
"90",152123,8298,1,"sn83025167","The Iowa plain dealer (New Oregon, How...)",1891,10,1,"seq-1","ed-1",1,"https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/1891/10/01/ed-1/seq-1/1","Iowa","8298_1",2580
"91",174873,8301,0,"sn92053945",NA,1891,5,5,"seq-4","ed-1",1,"https://articleextractor.org/pages/8301/iune_deckle_ver01/sn92053945/1891/05/05/ed-1/seq-4/1","Illinois","8301_0",2581
"92",187756,8303,0,"sn84029853","The Globe-republican (Dodge City, Kan...)",1891,4,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/1891/04/15/ed-1/seq-2/1","Kansas","8303_0",2582
"93",187759,8303,1,"sn84029853","The Globe-republican (Dodge City, Kan...)",1891,4,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/1891/04/15/ed-1/seq-2/1","Kansas","8303_1",2583
"94",349868,8304,0,"sn99021999",NA,1887,7,28,"seq-4","ed-1",1,"https://articleextractor.org/pages/8304/nbu_chadron_ver01/sn99021999/1887/07/28/ed-1/seq-4/1","Nebraska","8304_0",2584
"95",244700,8305,0,"sn89064939","New Ulm weekly review (New Ulm, Minn.)",1891,3,18,"seq-3","ed-1",1,"https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/1891/03/18/ed-1/seq-3/1","Minnesota","8305_0",2585
"96",244651,8305,1,"sn89064939","New Ulm weekly review (New Ulm, Minn.)",1891,3,18,"seq-3","ed-1",1,"https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/1891/03/18/ed-1/seq-3/1","Minnesota","8305_1",2586
"97",694849,8308,0,"sn85033133","Grant County herald (Lancaster, Wis.)",1889,12,5,"seq-4","ed-1",1,"https://articleextractor.org/pages/8308/whi_jyme_ver01/sn85033133/1889/12/05/ed-1/seq-4/1","Wisconsin","8308_0",2587
"98",195046,8314,0,"sn85030529","The Chanute times (Chanute, Kan.)",1897,6,18,"seq-2","ed-1",2,"https://articleextractor.org/pages/8314/khi_isabel_ver01/sn85030529/1897/06/18/ed-1/seq-2/2","Kansas","8314_0",2588
"99",658719,8315,0,"sn98060050","Vermont phœnix (Brattleboro, Vt...)",1889,5,10,"seq-1","ed-1",1,"https://articleextractor.org/pages/8315/vtu_eden_ver01/sn98060050/1889/05/10/ed-1/seq-1/1","Vermont","8315_0",2589
"100",648773,8316,0,"sn90052005",NA,1911,6,21,"seq-6","ed-1",1,"https://articleextractor.org/pages/8316/vi_oldenburg_ver01/sn90052005/1911/06/21/ed-1/seq-6/1","Virginia","8316_0",2590
"101",228226,8318,0,"sn88064454","The weekly messenger La.)",1894,6,23,"seq-1","ed-1",4,"https://articleextractor.org/pages/8318/lu_strongguy_ver01/sn88064454/1894/06/23/ed-1/seq-1/4","Louisiana","8318_0",2591
"102",249489,8321,0,"sn89081128",NA,1912,11,13,"seq-3","ed-1",3,"https://articleextractor.org/pages/8321/mnhi_buick_ver01/sn89081128/1912/11/13/ed-1/seq-3/3","Minnesota","8321_0",2592
"103",692343,8325,0,"sn85033255","River Falls journal (River Falls, Pi...)",1888,1,5,"seq-2","ed-1",3,"https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Wisconsin","8325_0",2595
"104",692344,8325,1,"sn85033255","River Falls journal (River Falls, Pi...)",1888,1,5,"seq-2","ed-1",3,"https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Wisconsin","8325_1",2596
"105",692346,8325,2,"sn85033255","River Falls journal (River Falls, Pi...)",1888,1,5,"seq-2","ed-1",3,"https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Wisconsin","8325_2",2597
"106",692349,8325,3,"sn85033255","River Falls journal (River Falls, Pi...)",1888,1,5,"seq-2","ed-1",3,"https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Wisconsin","8325_3",2598
"107",692351,8325,4,"sn85033255","River Falls journal (River Falls, Pi...)",1888,1,5,"seq-2","ed-1",3,"https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Wisconsin","8325_4",2599
"108",692353,8325,5,"sn85033255","River Falls journal (River Falls, Pi...)",1888,1,5,"seq-2","ed-1",3,"https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Wisconsin","8325_5",2600
"109",692355,8325,6,"sn85033255","River Falls journal (River Falls, Pi...)",1888,1,5,"seq-2","ed-1",3,"https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3","Wisconsin","8325_6",2601
"110",621834,8327,0,"sn85058130","The Salt Lake herald (Salt Lake City ...)",1889,11,2,"seq-1","ed-1",2,"https://articleextractor.org/pages/8327/uuml_griffith_ver01/sn85058130/1889/11/02/ed-1/seq-1/2","Utah","8327_0",2602
"111",187898,8328,0,"sn84029853","The Globe-republican (Dodge City, Kan...)",1898,8,18,"seq-7","ed-1",2,"https://articleextractor.org/pages/8328/khi_cessna_ver01/sn84029853/1898/08/18/ed-1/seq-7/2","Kansas","8328_0",2603
"112",33243,8329,0,"sn85042461","The herald (Los Angeles [Ca...)",1895,5,21,"seq-1","ed-1",2,"https://articleextractor.org/pages/8329/curiv_ogilby_ver01/sn85042461/1895/05/21/ed-1/seq-1/2","California","8329_0",2604
"113",519065,8330,0,"sn96061150","The daily morning Astorian (Astoria, Oregon)",1889,12,20,"seq-3","ed-1",2,"https://articleextractor.org/pages/8330/oru_hufnagel_ver02/sn96061150/1889/12/20/ed-1/seq-3/2","Oregon","8330_0",2605
"114",495126,8331,0,"sn84028296","Democratic Northwest (Napoleon, Ohio)",1889,5,30,"seq-7","ed-1",3,"https://articleextractor.org/pages/8331/ohi_ingstad_ver01/sn84028296/1889/05/30/ed-1/seq-7/3","Ohio","8331_0",2606
