file_id,newspaper_name,lynch_address,date,news_address,news_location_lon,news_location_lat,newspaper_city,newspaper_state_code,year,page,url,city_lynch,state_lynch,sn,lynching.lon,lynching.lat,miles,in_state,decade,Newspaper_State,Newspaper_Region,Border,total_words,file_id_old
16753,Richmond enquirer,"Lexington, VA",9/8/1835,"Richmond, Virginia",-77.43605,37.540725,Richmond,VA,1835,seq-4,https://articleextractor.org/pages/16753/vi_naturals_ver01/sn84024735/1835/09/08/ed-1/seq-4/4,Lexington,VA,sn84024735,-79.4428157,37.78402080000001,111,Y,1830,Virginia,South,Not_Border,NA,NA
16748_0,South Branch intelligencer,"Vicksburgh, MS",9/5/1835,"Romney, West Virginia",-78.75668,39.342043,Romney,WV,1835,seq-2,https://articleextractor.org/pages/16748/wvu_queen_ver01/sn84026826/1835/09/05/ed-1/seq-2/1,Vicksburgh,MS,sn84026826,-90.877882,32.3526456,833,N,1830,West Virginia,South,Border,63,16748
16748,South Branch intelligencer,"St. Helena parish, LA",9/5/1835,"Romney, West Virginia",-78.75668,39.342043,Romney,WV,1835,seq-2,https://articleextractor.org/pages/16748/wvu_queen_ver01/sn84026826/1835/09/05/ed-1/seq-2/1,St. Helena parish,LA,sn84026826,-90.6773046,30.8021866,895,N,1830,West Virginia,South,Border,NA,NA
14213_0,Constantine republican,"Chillicothe, OH",11/9/1836,"Constantine, Michigan",-85.6686,41.84116,Constantine,MI,1836,seq-1,https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1,Chillicothe,OH,sn83016620,-82.9824019,39.3331197,224,N,1830,Michigan,Midwest,Not_Border,307,14213
14792_0,South Branch intelligencer,"NA, NA",8/13/1836,"Romney, West Virginia",-78.75668,39.342043,Romney,WV,1836,seq-1,https://articleextractor.org/pages/14792/wvu_queen_ver01/sn84026826/1836/08/13/ed-1/seq-1/1,NA,NA,sn84026826,NA,NA,NA,N,1830,West Virginia,South,Border,44,14792
14214_0,Litchfield enquirer,"Warren, KY",12/21/1837,"Litchfield, Connecticut",-73.18872,41.747264,Litchfield,CT,1837,seq-2,https://articleextractor.org/pages/14214/ct_barnum_ver01/sn84020071/1837/12/21/ed-1/seq-2/1,Warren,KY,sn84020071,-86.49965460000001,36.9886043,783,N,1830,Connecticut,Northeast,Not_Border,110,14214
16771_0,Vermont telegraph,"NA, NA",8/9/1837,"Brandon , Vermont",-73.08761,43.798119,Brandon,VT,1837,seq-2,https://articleextractor.org/pages/16771/vtu_kirby_ver02/sn83025661/1837/08/09/ed-1/seq-2/1,NA,NA,sn83025661,NA,NA,NA,N,1830,Vermont,Northeast,Not_Border,76,16771
16774_0,NA,"Hagerstown, MD",6/20/1839,"NA, West Virginia",-80.4549,38.597626,NA,WV,1839,seq-3,https://articleextractor.org/pages/16774/wvu_jacob_ver01/sn84026784/1839/06/20/ed-1/seq-3/1,Hagerstown,MD,sn84026784,-77.71999319999999,39.6417629,164,N,1830,West Virginia,South,Border,276,16774
16772_0,Burlington free press,"Natchitoches, NA",4/12/1839,"Burlington, Vermont",-73.21207,44.475882,Burlington,VT,1839,seq-2,https://articleextractor.org/pages/16772/vtu_adamant_ver01/sn84023127/1839/04/12/ed-1/seq-2/1,Natchitoches,NA,sn84023127,-93.0862749,31.7607195,1387,N,1830,Vermont,Northeast,Not_Border,230,16772
16773_0,True American,"Benton, LA",6/7/1839,"New Orleans , Louisiana",-90.07153,29.951066,New Orleans,LA,1839,seq-2,https://articleextractor.org/pages/16773/lu_sands_ver01/sn83016527/1839/06/07/ed-1/seq-2/1,Benton,LA,sn83016527,-93.7418454,32.6948677,288,Y,1830,Louisiana,South,Not_Border,49,16773
16791_0,The North-Carolina standard,"Phillips County, AR",9/1/1841,"Raleigh, North Carolina",-78.63818,35.77959,Raleigh,NC,1841,seq-4,https://articleextractor.org/pages/16791/ncu_alligator_ver01/sn85042147/1841/09/01/ed-1/seq-4/1,Phillips County,AR,sn85042147,-90.867513400000007,34.4611206,697,N,1840,North Carolina,South,Not_Border,497,16791
16791,The North-Carolina standard,"Coahoma County, MS",9/1/1841,"Raleigh, North Carolina",-78.63818,35.77959,Raleigh,NC,1841,seq-4,https://articleextractor.org/pages/16791/ncu_alligator_ver01/sn85042147/1841/09/01/ed-1/seq-4/1,Coahoma County,MS,sn85042147,-90.6393702,34.1960298,688,N,1840,North Carolina,South,Not_Border,NA,NA
16793_0,Southport telegraph,"Ogle County, IL",7/20/1841,"Southport, Wisconsin",-87.82118,42.584742,Southport,WI,1841,seq-2,https://articleextractor.org/pages/16793/whi_dynamite_ver01/sn85040303/1841/07/20/ed-1/seq-2/1,Ogle County,IL,sn85040303,-89.3226954,41.9969811,87,N,1840,Wisconsin,Midwest,Not_Border,493,16793
16793,Southport telegraph,"Chickok, AR",7/20/1841,"Southport, Wisconsin",-87.82118,42.584742,Southport,WI,1841,seq-2,https://articleextractor.org/pages/16793/whi_dynamite_ver01/sn85040303/1841/07/20/ed-1/seq-2/1,Chickok,AR,sn85040303,-91.8318334,35.20105,554,N,1840,Wisconsin,Midwest,Not_Border,NA,NA
16808_0,Southport telegraph,"Jefferson County, TX",12/28/1841,"Southport, Wisconsin",-87.82118,42.584742,Southport,WI,1841,seq-1,https://articleextractor.org/pages/16808/whi_dynamite_ver01/sn85040303/1841/12/28/ed-1/seq-1/1,Jefferson County,TX,sn85040303,-94.1513764,29.8165398,951,N,1840,Wisconsin,Midwest,Not_Border,407,16808
16795_0,Wheeling times and advertiser,"NA, NA",7/31/1841,"Wheeling, West Virginia",-80.72092,40.063962,Wheeling,WV,1841,seq-2,https://articleextractor.org/pages/16795/wvu_dawson_ver01/sn84038585/1841/07/31/ed-1/seq-2/1,NA,NA,sn84038585,NA,NA,NA,N,1840,West Virginia,South,Border,388,16795
16790_0,NA,"Rock River, IL",7/22/1841,"NA, West Virginia",-80.4549,38.597626,NA,WV,1841,seq-1,https://articleextractor.org/pages/16790/wvu_jacob_ver01/sn84026784/1841/07/22/ed-1/seq-1/1,Rock River,IL,sn84026784,-89.80004704115271,42.14995153957507,550,N,1840,West Virginia,South,Border,363,16790
16804_0,The North-Carolina standard,"St. Louis, MO",9/15/1841,"Raleigh, North Carolina",-78.63818,35.77959,Raleigh,NC,1841,seq-2,https://articleextractor.org/pages/16804/ncu_alligator_ver01/sn85042147/1841/09/15/ed-1/seq-2/1,St. Louis,MO,sn85042147,-90.1994042,38.6270025,666,N,1840,North Carolina,South,Not_Border,328,16804
16792_0,Southport telegraph,"NA, NA",7/27/1841,"Southport, Wisconsin",-87.82118,42.584742,Southport,WI,1841,seq-2,https://articleextractor.org/pages/16792/whi_dynamite_ver01/sn85040303/1841/07/27/ed-1/seq-2/1,NA,NA,sn85040303,NA,NA,NA,N,1840,Wisconsin,Midwest,Not_Border,208,16792
16806_0,NA,"Henderson County, IL",9/2/1841,"NA, West Virginia",-80.4549,38.597626,NA,WV,1841,seq-1,https://articleextractor.org/pages/16806/wvu_jacob_ver01/sn84026784/1841/09/02/ed-1/seq-1/1,Henderson County,IL,sn84026784,-90.9438468,40.83355479999999,579,N,1840,West Virginia,South,Border,169,16806
16794_0,NA,"Grant County, OH",7/30/1841,"NA, Mississippi",-89.39853,32.354668,NA,MS,1841,seq-2,https://articleextractor.org/pages/16794/msar_goldenharvest_ver01/sn87065204/1841/07/30/ed-1/seq-2/1,Grant County,OH,sn87065204,-82.90712300000001,40.4172871,664,N,1840,Mississippi,South,Not_Border,161,16794
16801_0,Southern Argus,"Philips County, AR",10/5/1841,"Columbus, Mississippi",-88.42726,33.495674,Columbus,MS,1841,seq-1,https://articleextractor.org/pages/16801/msar_kingsombra_ver01/sn83016884/1841/10/05/ed-1/seq-1/1,Philips County,AR,sn83016884,-90.867513400000007,34.4611206,155,N,1840,Mississippi,South,Not_Border,145,16801
16822_0,The Ohio Democrat,"Williamstown, KY",7/29/1841,"Canal Dover, Ohio",-81.47401,40.52062,Canal Dover,OH,1841,seq-2,https://articleextractor.org/pages/16822/ohi_cousteau_ver02/sn84028889/1841/07/29/ed-1/seq-2/1,Williamstown,KY,sn84028889,-84.5604977,38.638124500000004,210,N,1840,Ohio,Midwest,Not_Border,132,16822
16802_0,Bloomington herald,"Cincinnati, OH",9/24/1841,"Bloomington, Iowa",-93.58744,42.056097,Bloomington,IA,1841,seq-2,https://articleextractor.org/pages/16802/iahi_bellsprout_ver01/sn85050801/1841/09/24/ed-1/seq-2/1,Cincinnati,OH,sn85050801,-84.5120196,39.1031182,518,N,1840,Iowa,Midwest,Not_Border,122,16802
16803_0,The Mississippi Creole,"NA, NA",9/18/1841,"Canton, Mississippi",-90.03675,32.612638,Canton,MS,1841,seq-3,https://articleextractor.org/pages/16803/msar_eiffel_ver02/sn83016872/1841/09/18/ed-1/seq-3/1,NA,NA,sn83016872,NA,NA,NA,N,1840,Mississippi,South,Not_Border,69,16803
16811_0,The New York herald,"New Orleans, LA",5/30/1842,"New York , New York",-74.00597,40.712775,New York,NY,1842,seq-2,https://articleextractor.org/pages/16811/dlc_kudzu_ver01/sn83030313/1842/05/30/ed-1/seq-2/1,New Orleans,LA,sn83030313,-90.0715323,29.95106579999999,1170,N,1840,New York,Northeast,Not_Border,191,16811
16810_0,Southport telegraph,"San Felipe, TX",7/20/1842,"Southport, Wisconsin",-87.82118,42.584742,Southport,WI,1842,seq-1,https://articleextractor.org/pages/16810/whi_dynamite_ver01/sn85040303/1842/07/20/ed-1/seq-1/1,San Felipe,TX,sn85040303,-96.1010358,29.793166,997,N,1840,Wisconsin,Midwest,Not_Border,179,16810
16807_0,Democratic standard,"Cincinnati, OH",1/18/1842,"Georgetown, Ohio",-83.90409,38.864514,Georgetown,OH,1842,seq-2,https://articleextractor.org/pages/16807/ohi_gann_ver01/sn83035312/1842/01/18/ed-1/seq-2/1,Cincinnati,OH,sn83035312,-84.5120196,39.1031182,37,Y,1840,Ohio,Midwest,Not_Border,107,16807
16812_0,The Ohio Democrat,"not specified, TN",10/27/1842,"Canal Dover, Ohio",-81.47401,40.52062,Canal Dover,OH,1842,seq-2,https://articleextractor.org/pages/16812/ohi_cousteau_ver02/sn84028889/1842/10/27/ed-1/seq-2/1,not specified,TN,sn84028889,-86.5804473,35.5174913,444,N,1840,Ohio,Midwest,Not_Border,95,16812
16813_1,Vermont telegraph,"Hancock, NH",1/26/1842,"Brandon , Vermont",-73.08761,43.798119,Brandon,VT,1842,seq-3,https://articleextractor.org/pages/16813/vtu_kirby_ver02/sn83025661/1842/01/26/ed-1/seq-3/1,Hancock,NH,sn83025661,-71.9798565,42.9732129,80,N,1840,Vermont,Northeast,Not_Border,94,16813
16813,Vermont telegraph,"Annapolis, MD",1/26/1842,"Brandon , Vermont",-73.08761,43.798119,Brandon,VT,1842,seq-3,https://articleextractor.org/pages/16813/vtu_kirby_ver02/sn83025661/1842/01/26/ed-1/seq-3/1,Annapolis,MD,sn83025661,-76.4921829,38.9784453,377,N,1840,Vermont,Northeast,Not_Border,NA,NA
16814_0,The New York herald,"NA, NA",2/27/1843,"New York , New York",-74.00597,40.712775,New York,NY,1843,seq-2,https://articleextractor.org/pages/16814/dlc_kudzu_ver01/sn83030313/1843/02/27/ed-1/seq-2/1,NA,NA,sn83030313,NA,NA,NA,N,1840,New York,Northeast,Not_Border,246,16814
16816_0,Grant County herald,"NA, NA",4/1/1843,"Lancaster, Wisconsin",-90.71068,42.84749,Lancaster,WI,1843,seq-2,https://articleextractor.org/pages/16816/whi_idlewild_ver01/sn87082160/1843/04/01/ed-1/seq-2/1,NA,NA,sn87082160,NA,NA,NA,N,1840,Wisconsin,Midwest,Not_Border,212,16816
16815_0,The New York herald,"NA, NA",3/10/1843,"New York , New York",-74.00597,40.712775,New York,NY,1843,seq-2,https://articleextractor.org/pages/16815/dlc_kudzu_ver01/sn83030313/1843/03/10/ed-1/seq-2/1,NA,NA,sn83030313,NA,NA,NA,N,1840,New York,Northeast,Not_Border,199,16815
16817_0,The New York herald,"NA, NA",3/1/1843,"New York , New York",-74.00597,40.712775,New York,NY,1843,seq-2,https://articleextractor.org/pages/16817/dlc_kudzu_ver01/sn83030313/1843/03/01/ed-1/seq-2/1,NA,NA,sn83030313,NA,NA,NA,N,1840,New York,Northeast,Not_Border,113,16817
13752_0,The New York herald,"Covington, LA",5/14/1843,"New York , New York",-74.00597,40.712775,New York,NY,1843,seq-2,https://articleextractor.org/pages/13752/dlc_kudzu_ver01/sn83030313/1843/05/14/ed-1/seq-2/1,Covington,LA,sn83030313,-90.1009108,30.4754702,1146,N,1840,New York,Northeast,Not_Border,69,13752
16835_0,Richmond palladium,"Jefferson County, IA",6/28/1844,"Richmond, Indiana",-84.89024,39.828937,Richmond,IN,1844,seq-1,https://articleextractor.org/pages/16835/in_indianapolisolympians_ver02/sn86058217/1844/06/28/ed-1/seq-1/1,Jefferson County,IA,sn86058217,-91.9099238,41.0236358,379,N,1840,Indiana,Midwest,Not_Border,455,16835
16837_0,Boon's Lick times,"NA, AR",7/20/1844,"Fayette, Missouri",-92.68379,39.145865,Fayette,MO,1844,seq-2,https://articleextractor.org/pages/16837/mohi_henri_ver01/sn83016957/1844/07/20/ed-1/seq-2/1,NA,AR,sn83016957,NA,NA,NA,N,1840,Missouri,Midwest,Border,362,16837
16777_0,Litchfield enquirer,"NA, AR",8/8/1844,"Litchfield, Connecticut",-73.18872,41.747264,Litchfield,CT,1844,seq-3,https://articleextractor.org/pages/16777/ct_barnum_ver01/sn84020071/1844/08/08/ed-1/seq-3/1,NA,AR,sn84020071,NA,NA,NA,N,1840,Connecticut,Northeast,Not_Border,306,16777
16879_0,Martinsburg gazette,"Georgetown, OH",12/26/1844,"Martinsburg, West Virginia",-77.96389,39.45621,Martinsburg,WV,1844,seq-2,https://articleextractor.org/pages/16879/wvu_boros_ver02/sn84038468/1844/12/26/ed-1/seq-2/1,Georgetown,OH,sn84038468,-83.90409439999999,38.8645138,321,N,1840,West Virginia,South,Border,94,16879
16820_0,The New York herald,"Nauvoo, IL",4/26/1844,"New York , New York",-74.00597,40.712775,New York,NY,1844,seq-1,https://articleextractor.org/pages/16820/dlc_kudzu_ver01/sn83030313/1844/04/26/ed-1/seq-1/1,Nauvoo,IL,sn83030313,-91.3848749,40.550042,911,N,1840,New York,Northeast,Not_Border,68,16820
16874_0,NA,"Vicksburg, MS",5/22/1845,"NA, West Virginia",-80.4549,38.597626,NA,WV,1845,seq-1,https://articleextractor.org/pages/16874/wvu_goalby_ver01/sn84026784/1845/05/22/ed-1/seq-1/1,Vicksburg,MS,sn84026784,-90.877882,32.3526456,728,N,1840,West Virginia,South,Border,386,16874
16876_0,Richmond palladium,"NA, NA",3/26/1845,"Richmond, Indiana",-84.89024,39.828937,Richmond,IN,1845,seq-1,https://articleextractor.org/pages/16876/in_indianapolisolympians_ver02/sn86058217/1845/03/26/ed-1/seq-1/1,NA,NA,sn86058217,NA,NA,NA,N,1840,Indiana,Midwest,Not_Border,59,16876
16877_0,The northern galaxy,"Louisburgh, NC",6/11/1845,"Middlebury, Vermont",-73.16734,44.015337,Middlebury,VT,1845,seq-2,https://articleextractor.org/pages/16877/vtu_hortonia_ver01/sn84023649/1845/06/11/ed-1/seq-2/1,Louisburgh,NC,sn84023649,-78.30110599999999,36.0990393,611,N,1840,Vermont,Northeast,Not_Border,51,16877
16894_0,The New era,"Evansville, IN",9/24/1846,", Virginia",-78.65689,37.431573,NA,VA,1846,seq-3,https://articleextractor.org/pages/16894/vi_naturals_ver01/sn86071753/1846/09/24/ed-1/seq-3/1,Evansville,IN,sn86071753,-87.5710898,37.9715592,489,N,1840,Virginia,South,Not_Border,178,16894
18202_0,Indiana State sentinel,"Evansville, IA",9/24/1846,"Indianapolis), Indiana",-86.15807,39.768403,Indianapolis),IN,1846,seq-2,https://articleextractor.org/pages/18202/in_hoosier_ver01/sn82015677/1846/09/24/ed-1/seq-2/2,Evansville,IA,sn82015677,-87.5710898,37.9715592,146,N,1840,Indiana,Midwest,Not_Border,173,18202
16890_0,American Republican and Baltimore daily clipper,"Columbia (Chicot County), AR",7/30/1846,"Baltimore, Maryland",-76.61219,39.290385,Baltimore,MD,1846,seq-2,https://articleextractor.org/pages/16890/mdu_jalapeno_ver02/sn83009567/1846/07/30/ed-1/seq-2/1,Columbia (Chicot County),AR,sn83009567,-91.2891036,33.3419551,914,N,1840,Maryland,South,Border,117,16890
16889_0,American Republican and Baltimore daily clipper,"Peoria, IL",5/20/1846,"Baltimore, Maryland",-76.61219,39.290385,Baltimore,MD,1846,seq-2,https://articleextractor.org/pages/16889/mdu_jalapeno_ver02/sn83009567/1846/05/20/ed-1/seq-2/1,Peoria,IL,sn83009567,-89.5889864,40.6936488,694,N,1840,Maryland,South,Border,84,16889
16839_0,American Republican and Baltimore daily clipper,"Nashville, TN",3/25/1846,"Baltimore, Maryland",-76.61219,39.290385,Baltimore,MD,1846,seq-1,https://articleextractor.org/pages/16839/mdu_jalapeno_ver02/sn83009567/1846/03/25/ed-1/seq-1/1,Nashville,TN,sn83009567,-86.7816016,36.1626638,597,N,1840,Maryland,South,Border,80,16839
14033_0,Richmond daily Whig,"Jefferson County, FL",5/21/1846,"Richmond, Virginia",-77.43605,37.540725,Richmond,VA,1846,seq-2,https://articleextractor.org/pages/14033/vi_appaloosa_ver01/sn84024656/1846/05/21/ed-1/seq-2/1,Jefferson County,FL,sn84024656,-83.8897057,30.4311978,615,N,1840,Virginia,South,Not_Border,25,14033
16840_0,Ypsilanti sentinel,"San Augustine, TX",6/30/1847,"Ypsilanti, Michigan",-83.61299,42.24115,Ypsilanti,MI,1847,seq-1,https://articleextractor.org/pages/16840/mimtptc_alpena_ver01/sn85026593/1847/06/30/ed-1/seq-1/1,San Augustine,TX,sn85026593,-94.1119678,31.5296413,940,N,1840,Michigan,Midwest,Not_Border,1219,16840
16898_0,NA,"Montrose, IA",10/15/1847,"NA, Wisconsin",-88.78787,43.78444,NA,WI,1847,seq-2,https://articleextractor.org/pages/16898/whi_inez_ver01/sn86086768/1847/10/15/ed-1/seq-2/1,Montrose,IA,sn86086768,-91.414876,40.5322644,262,N,1840,Wisconsin,Midwest,Not_Border,268,16898
16897_0,Vermont watchman and State journal,"Gochland County, VA",6/10/1847,"Montpelier, Vermont",-72.57539,44.260059,Montpelier,VT,1847,seq-3,https://articleextractor.org/pages/16897/vtu_foxville_ver01/sn84023200/1847/06/10/ed-1/seq-3/1,Gochland County,VA,sn84023200,-77.973865,37.74159969999999,531,N,1840,Vermont,Northeast,Not_Border,97,16897
16843_0,The daily crescent,"NA, NA",4/28/1848,", Louisiana",-91.52086,30.519078,NA,LA,1848,seq-2,https://articleextractor.org/pages/16843/lu_diglett_ver01/sn82015378/1848/04/28/ed-1/seq-2/1,NA,NA,sn82015378,NA,NA,NA,N,1840,Louisiana,South,Not_Border,281,16843
16842_0,The daily crescent,"Centreville, MD",4/19/1848,", Louisiana",-91.52086,30.519078,NA,LA,1848,seq-3,https://articleextractor.org/pages/16842/lu_diglett_ver01/sn82015378/1848/04/19/ed-1/seq-3/1,Centreville,MD,sn82015378,-76.06633339999999,39.0417785,1055,N,1840,Louisiana,South,Not_Border,230,16842
16903_0,The daily crescent,"Vicksburg, MS",6/10/1848,", Louisiana",-91.52086,30.519078,NA,LA,1848,seq-1,https://articleextractor.org/pages/16903/lu_diglett_ver01/sn82015378/1848/06/10/ed-1/seq-1/1,Vicksburg,MS,sn82015378,-90.877882,32.3526456,132,N,1840,Louisiana,South,Not_Border,164,16903
16844_0,Burlington free press,"Washington, DC",4/28/1848,"Burlington, Vermont",-73.21207,44.475882,Burlington,VT,1848,seq-2,https://articleextractor.org/pages/16844/vtu_adamant_ver01/sn84023127/1848/04/28/ed-1/seq-2/1,Washington,DC,sn84023127,-77.0368707,38.9071923,433,N,1840,Vermont,Northeast,Not_Border,96,16844
16841_0,Green-Mountain freeman,"Opelousas, LA",4/27/1848,"Montpelier, Vermont",-72.57539,44.260059,Montpelier,VT,1848,seq-3,https://articleextractor.org/pages/16841/vtu_hildene_ver01/sn84023209/1848/04/27/ed-1/seq-3/1,Opelousas,LA,sn84023209,-92.081509,30.5335302,1425,N,1840,Vermont,Northeast,Not_Border,72,16841
13753_0,The New York herald,"NA, NA",7/9/1848,"New York , New York",-74.00597,40.712775,New York,NY,1848,seq-2,https://articleextractor.org/pages/13753/dlc_marcus_ver01/sn83030313/1848/07/09/ed-1/seq-2/1,NA,NA,sn83030313,NA,NA,NA,N,1840,New York,Northeast,Not_Border,62,13753
16924_0,The Kalida venture,"Cincinatti, OH",9/5/1848,"Kalida, Ohio",-84.19939,40.982829,Kalida,OH,1848,seq-2,https://articleextractor.org/pages/16924/ohi_fu_ver01/sn85038078/1848/09/05/ed-1/seq-2/1,Cincinatti,OH,sn85038078,-84.5120196,39.1031182,131,Y,1840,Ohio,Midwest,Not_Border,61,16924
8720_0,The spirit of democracy,"no city listed, MO",12/29/1849,"Woodsfield, Ohio",-81.11538,39.762573,Woodsfield,OH,1849,seq-1,https://articleextractor.org/pages/8720/ohi_byrd_ver01/sn85038115/1849/12/29/ed-1/seq-1/1,no city listed,MO,sn85038115,-91.8318334,37.9642529,590,N,1840,Ohio,Midwest,Not_Border,1637,8720
16939_0,The daily crescent,"Brownsville, TX",8/7/1849,", Louisiana",-91.52086,30.519078,NA,LA,1849,seq-2,https://articleextractor.org/pages/16939/lu_diglett_ver01/sn82015378/1849/08/07/ed-1/seq-2/1,Brownsville,TX,sn82015378,-97.4974838,25.9017472,484,N,1840,Louisiana,South,Not_Border,262,16939
16846_0,NA,"San Francisco (Bay Area), CA",2/23/1849,"NA, Ohio",-82.90712,40.417287,NA,OH,1849,seq-2,https://articleextractor.org/pages/16846/ohi_drake_ver01/sn87070038/1849/02/23/ed-1/seq-2/1,San Francisco (Bay Area),CA,sn87070038,-122.4194155,37.7749295,2111,N,1840,Ohio,Midwest,Not_Border,257,16846
16849_0,Lynchburg Virginian,"NA, NA",2/22/1849,"Lynchburg , Virginia",-79.14225,37.413754,Lynchburg,VA,1849,seq-1,https://articleextractor.org/pages/16849/vi_dartmoor_ver03/sn84024649/1849/02/22/ed-1/seq-1/2,NA,NA,sn84024649,NA,NA,NA,N,1840,Virginia,South,Not_Border,228,16849
16848_0,The daily crescent,"NA, CA",3/12/1849,", Louisiana",-91.52086,30.519078,NA,LA,1849,seq-1,https://articleextractor.org/pages/16848/lu_diglett_ver01/sn82015378/1849/03/12/ed-1/seq-1/1,NA,CA,sn82015378,NA,NA,NA,N,1840,Louisiana,South,Not_Border,187,16848
16913_0,Southport telegraph,"San Francisco, CA",2/16/1849,"Southport, Wisconsin",-87.82118,42.584742,Southport,WI,1849,seq-2,https://articleextractor.org/pages/16913/whi_dynamite_ver01/sn85040303/1849/02/16/ed-1/seq-2/1,San Francisco,CA,sn85040303,-122.4194155,37.7749295,1845,N,1840,Wisconsin,Midwest,Not_Border,159,16913
16851_0,Wilmington journal,"NA, NA",2/23/1849,"Wilmington, North Carolina",-77.88681,34.210389,Wilmington,NC,1849,seq-4,https://articleextractor.org/pages/16851/ncu_lumber_ver01/sn84026536/1849/02/23/ed-1/seq-4/1,NA,NA,sn84026536,NA,NA,NA,N,1840,North Carolina,South,Not_Border,145,16851
16945_0,Indiana State sentinel,"Bentonsville, AR",9/27/1849,"Indianapolis), Indiana",-86.15807,39.768403,Indianapolis),IN,1849,seq-2,https://articleextractor.org/pages/16945/in_hoosier_ver01/sn82015677/1849/09/27/ed-1/seq-2/1,Bentonsville,AR,sn82015677,-94.21021410000002,36.3723561,497,N,1840,Indiana,Midwest,Not_Border,83,16945
16847_0,NA,"NA, NA",3/6/1849,"NA, Iowa",-93.0977,41.878003,NA,IA,1849,seq-3,https://articleextractor.org/pages/16847/iahi_abra_ver01/sn86083352/1849/03/06/ed-1/seq-3/1,NA,NA,sn86083352,NA,NA,NA,N,1840,Iowa,Midwest,Not_Border,55,16847
