"","file_id2","newspaper_name","newspaper_state","date","year","month","day","page","edition","mod_id","unnamed_0","file_id","article_id","sn","url","filename","black_press"
"38","8213_0","The Brookhaven leader (Brookhaven, Mis...)","Mississippi",1888-06-21,1888,6,21,"seq-2","ed-1",3,6770,8213,0,"sn86074058","https://articleextractor.org/pages/8213/msar_agate_ver01/sn86074058/6/21/ed-1/seq-2/3","8213_0.txt",NA
"39","8215_0","Evening star (Washington, D.C...)","District of Columbia",1912-10-06,1912,10,6,"seq-24","ed-1",2,2341,8215,0,"sn83045462","https://articleextractor.org/pages/8215/dlc_neptunian_ver01/sn83045462/10/6/ed-1/seq-24/2","8215_0.txt",NA
"40","8220_0","The Indianapolis journal (Indianapolis [I...)","Indiana",1897-07-22,1897,7,22,"seq-5","ed-1",2,3448,8220,0,"sn82015679","https://articleextractor.org/pages/8220/in_bradlaugh_ver02/sn82015679/7/22/ed-1/seq-5/2","8220_0.txt",NA
"41","8222_0","Los Angeles herald (Los Angeles [Calif.]) 1890-1893","California",1890-11-01,1890,11,1,"seq-2","ed-1",2,1706,8222,0,"sn84025968","https://articleextractor.org/pages/8222/curiv_lovelock_ver01/sn84025968/11/1/ed-1/seq-2/2","8222_0.txt",NA
"42","8223_0","Abilene weekly reflector (Abilene, Kan.)","Kansas",1888-11-15,1888,11,15,"seq-2","ed-1",2,4309,8223,0,"sn84029386","https://articleextractor.org/pages/8223/khi_garwood_ver02/sn84029386/11/15/ed-1/seq-2/2","8223_0.txt",NA
"43","8226_0","Western Kansas world (WaKeeney, Kan.)","Kansas",1889-07-13,1889,7,13,"seq-7","ed-1",1,4228,8226,0,"sn82015485","https://articleextractor.org/pages/8226/khi_earhart_ver01/sn82015485/7/13/ed-1/seq-7/1","8226_0.txt",NA
"44","8237_0",NA,"Nebraska",1897-02-12,1897,2,12,"seq-6","ed-1",2,7680,8237,0,"sn94056415","https://articleextractor.org/pages/8237/nbu_indianola_ver01/sn94056415/2/12/ed-1/seq-6/2","8237_0.txt",NA
"45","8240_0","Los Angeles herald (Los Angeles [Calif.]) 1900-1911","California",1910-07-04,1910,7,4,"seq-1","ed-1",1,1810,8240,0,"sn85042462","https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462/7/4/ed-1/seq-1/1","8240_0.txt",NA
"46","8241_0","Semi-weekly interior journal (Stanford, Ky.)","Kentucky",1886-10-08,1886,10,8,"seq-2","ed-1",1,4905,8241,0,"sn85052020","https://articleextractor.org/pages/8241/kyu_hairspray_ver01/sn85052020/10/8/ed-1/seq-2/1","8241_0.txt",NA
"47","8242_0",NA,"Georgia",1909-06-04,1909,6,4,"seq-1","ed-1",1,2726,8242,0,"sn86090947","https://articleextractor.org/pages/8242/gu_graco_ver01/sn86090947/6/4/ed-1/seq-1/1","8242_0.txt",NA
"48","8244_0",NA,"Colorado",1909-11-18,1909,11,18,"seq-3","ed-1",1,1223,8244,0,"sn90051548","https://articleextractor.org/pages/8244/cohi_irwin_ver01/sn90051548/11/18/ed-1/seq-3/1","8244_0.txt",NA
"49","8245_0","The Wichita daily eagle (Wichita, Kan.)","Kansas",1890-09-04,1890,9,4,"seq-2","ed-1",1,4411,8245,0,"sn82014635","https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/9/4/ed-1/seq-2/1","8245_0.txt",NA
"50","8245_1","The Wichita daily eagle (Wichita, Kan.)","Kansas",1890-09-04,1890,9,4,"seq-2","ed-1",1,4413,8245,1,"sn82014635","https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/9/4/ed-1/seq-2/1","8245_1.txt",NA
"51","8246_0","The Ketchum keystone (Ketchum, Idaho)","Idaho",1887-05-14,1887,5,14,"seq-3","ed-1",1,3413,8246,0,"sn86091095","https://articleextractor.org/pages/8246/idhi_iles_ver01/sn86091095/5/14/ed-1/seq-3/1","8246_0.txt",NA
"52","8247_0","The morning news (Savannah, Ga.)","Georgia",1887-07-20,1887,7,20,"seq-2","ed-1",1,2605,8247,0,"sn86063034","https://articleextractor.org/pages/8247/gu_bobbsey_ver02/sn86063034/7/20/ed-1/seq-2/1","8247_0.txt",NA
"53","8248_0","River Falls journal (River Falls, Pi...)","Wisconsin",1884-01-03,1884,1,3,"seq-2","ed-1",1,13147,8248,0,"sn85033255","https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1/3/ed-1/seq-2/1","8248_0.txt",NA
"54","8248_1","River Falls journal (River Falls, Pi...)","Wisconsin",1884-01-03,1884,1,3,"seq-2","ed-1",1,13148,8248,1,"sn85033255","https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1/3/ed-1/seq-2/1","8248_1.txt",NA
"55","8248_2","River Falls journal (River Falls, Pi...)","Wisconsin",1884-01-03,1884,1,3,"seq-2","ed-1",1,13149,8248,2,"sn85033255","https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1/3/ed-1/seq-2/1","8248_2.txt",NA
"56","8250_0","The Forrest City times (Forrest City, A...)","Arkansas",1892-05-20,1892,5,20,"seq-1","ed-1",1,395,8250,0,"sn84022960","https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/5/20/ed-1/seq-1/1","8250_0.txt",NA
"57","8250_1","The Forrest City times (Forrest City, A...)","Arkansas",1892-05-20,1892,5,20,"seq-1","ed-1",1,397,8250,1,"sn84022960","https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/5/20/ed-1/seq-1/1","8250_1.txt",NA
"58","8253_0","The Magnolia gazette (Magnolia, Miss.)","Mississippi",1892-06-25,1892,6,25,"seq-3","ed-1",1,7098,8253,0,"sn85034447","https://articleextractor.org/pages/8253/msar_ikat_ver01/sn85034447/6/25/ed-1/seq-3/1","8253_0.txt",NA
"59","8257_0",NA,"Tennessee",1886-02-27,1886,2,27,"seq-4","ed-1",1,10973,8257,0,"sn93063896","https://articleextractor.org/pages/8257/tu_gordon_ver01/sn93063896/2/27/ed-1/seq-4/1","8257_0.txt",NA
"60","8259_0",NA,"Missouri",1892-02-18,1892,2,18,"seq-4","ed-1",1,6499,8259,0,"sn89067453","https://articleextractor.org/pages/8259/mohi_flash_ver02/sn89067453/2/18/ed-1/seq-4/1","8259_0.txt",NA
"61","8268_0",NA,"Illinois",1884-06-28,1884,6,28,"seq-3","ed-1",1,3657,8268,0,"sn87082573","https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573/6/28/ed-1/seq-3/1","8268_0.txt",NA
"62","8272_0","The Democratic advocate (Westminster, Md...)","Maryland",1886-03-13,1886,3,13,"seq-3","ed-1",1,5159,8272,0,"sn85038292","https://articleextractor.org/pages/8272/mdu_douglass_ver01/sn85038292/3/13/ed-1/seq-3/1","8272_0.txt",NA
"63","8276_0",NA,"South Dakota",1909-08-06,1909,8,6,"seq-6","ed-1",1,10343,8276,0,"sn96090259","https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259/8/6/ed-1/seq-6/1","8276_0.txt",NA
"64","8278_0","The morning news (Savannah, Ga.)","Georgia",1887-10-18,1887,10,18,"seq-1","ed-1",1,2607,8278,0,"sn86063034","https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034/10/18/ed-1/seq-1/1","8278_0.txt",NA
"65","8280_0","St. Paul daily globe (Saint Paul, Min...)","Minnesota",1887-08-15,1887,8,15,"seq-2","ed-1",1,6331,8280,0,"sn90059522","https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522/8/15/ed-1/seq-2/1","8280_0.txt",NA
"66","8288_0",NA,"Michigan",1900-01-26,1900,1,26,"seq-11","ed-1",1,5393,8288,0,"sn98066406","https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406/1/26/ed-1/seq-11/1","8288_0.txt",NA
"67","8289_0",NA,"Mississippi",1917-08-01,1917,8,1,"seq-1","ed-1",1,6895,8289,0,"sn89065008","https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008/8/1/ed-1/seq-1/1","8289_0.txt",NA
"68","8290_0","The news & observer (Raleigh, N.C.)","North Carolina",1899-04-19,1899,4,19,"seq-2","ed-1",1,8046,8290,0,"sn85042104","https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104/4/19/ed-1/seq-2/1","8290_0.txt",NA
"69","8292_0",NA,"Oregon",1914-07-17,1914,7,17,"seq-1","ed-1",1,10178,8292,0,"sn99063957","https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957/7/17/ed-1/seq-1/1","8292_0.txt",NA
"70","8293_0","Daily Kennebec journal (Augusta, Me.)","Maine",1886-04-19,1886,4,19,"seq-1","ed-1",1,5290,8293,0,"sn82014248","https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/4/19/ed-1/seq-1/1","8293_0.txt",NA
"71","8293_1","Daily Kennebec journal (Augusta, Me.)","Maine",1886-04-19,1886,4,19,"seq-1","ed-1",1,5291,8293,1,"sn82014248","https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/4/19/ed-1/seq-1/1","8293_1.txt",NA
"72","8297_0","The evening world (New York, N.Y.)","New York",1893-07-28,1893,7,28,"seq-2","ed-1",1,9206,8297,0,"sn83030193","https://articleextractor.org/pages/8297/nn_stein_ver01/sn83030193/7/28/ed-1/seq-2/1","8297_0.txt",NA
"73","8298_0","The Iowa plain dealer (New Oregon, How...)","Iowa",1891-10-01,1891,10,1,"seq-1","ed-1",1,3367,8298,0,"sn83025167","https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/10/1/ed-1/seq-1/1","8298_0.txt",NA
"74","8298_1","The Iowa plain dealer (New Oregon, How...)","Iowa",1891-10-01,1891,10,1,"seq-1","ed-1",1,3368,8298,1,"sn83025167","https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/10/1/ed-1/seq-1/1","8298_1.txt",NA
"75","8301_0",NA,"Illinois",1891-05-05,1891,5,5,"seq-4","ed-1",1,3734,8301,0,"sn92053945","https://articleextractor.org/pages/8301/iune_deckle_ver01/sn92053945/5/5/ed-1/seq-4/1","8301_0.txt",NA
"76","8303_0","The Globe-republican (Dodge City, Kan...)","Kansas",1891-04-15,1891,4,15,"seq-2","ed-1",1,4128,8303,0,"sn84029853","https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/4/15/ed-1/seq-2/1","8303_0.txt",NA
"77","8303_1","The Globe-republican (Dodge City, Kan...)","Kansas",1891-04-15,1891,4,15,"seq-2","ed-1",1,4129,8303,1,"sn84029853","https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/4/15/ed-1/seq-2/1","8303_1.txt",NA
"78","8304_0",NA,"Nebraska",1887-07-28,1887,7,28,"seq-4","ed-1",1,7453,8304,0,"sn99021999","https://articleextractor.org/pages/8304/nbu_chadron_ver01/sn99021999/7/28/ed-1/seq-4/1","8304_0.txt",NA
"79","8305_0","New Ulm weekly review (New Ulm, Minn.)","Minnesota",1891-03-18,1891,3,18,"seq-3","ed-1",1,5614,8305,0,"sn89064939","https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/3/18/ed-1/seq-3/1","8305_0.txt",NA
"80","8305_1","New Ulm weekly review (New Ulm, Minn.)","Minnesota",1891-03-18,1891,3,18,"seq-3","ed-1",1,5578,8305,1,"sn89064939","https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/3/18/ed-1/seq-3/1","8305_1.txt",NA
"81","8308_0","Grant County herald (Lancaster, Wis.)","Wisconsin",1889-12-05,1889,12,5,"seq-4","ed-1",1,13289,8308,0,"sn85033133","https://articleextractor.org/pages/8308/whi_jyme_ver01/sn85033133/12/5/ed-1/seq-4/1","8308_0.txt",NA
"82","8313_0","The daily Madisonian (Washington City...)","District of Columbia",1844-09-14,1844,9,14,"seq-2","ed-1",3,2025,8313,0,"sn84020074","https://articleextractor.org/pages/8313/dlc_dragon_ver01/sn84020074/9/14/ed-1/seq-2/3","8313_0.txt",NA
"83","8314_0","The Chanute times (Chanute, Kan.)","Kansas",1897-06-18,1897,6,18,"seq-2","ed-1",2,4430,8314,0,"sn85030529","https://articleextractor.org/pages/8314/khi_isabel_ver01/sn85030529/6/18/ed-1/seq-2/2","8314_0.txt",NA
"84","8315_0","Vermont phœnix (Brattleboro, Vt...)","Vermont",1889-05-10,1889,5,10,"seq-1","ed-1",1,12368,8315,0,"sn98060050","https://articleextractor.org/pages/8315/vtu_eden_ver01/sn98060050/5/10/ed-1/seq-1/1","8315_0.txt",NA
"85","8316_0",NA,"Virginia",1911-06-21,1911,6,21,"seq-6","ed-1",1,12172,8316,0,"sn90052005","https://articleextractor.org/pages/8316/vi_oldenburg_ver01/sn90052005/6/21/ed-1/seq-6/1","8316_0.txt",NA
"86","8318_0","The weekly messenger La.)","Louisiana",1894-06-23,1894,6,23,"seq-1","ed-1",4,5131,8318,0,"sn88064454","https://articleextractor.org/pages/8318/lu_strongguy_ver01/sn88064454/6/23/ed-1/seq-1/4","8318_0.txt",NA
"87","8320_0",NA,"Nebraska",1888-11-30,1888,11,30,"seq-1","ed-1",3,7473,8320,0,"sn99021999","https://articleextractor.org/pages/8320/nbu_dewitt_ver01/sn99021999/11/30/ed-1/seq-1/3","8320_0.txt",NA
"88","8321_0",NA,"Minnesota",1912-11-13,1912,11,13,"seq-3","ed-1",3,5687,8321,0,"sn89081128","https://articleextractor.org/pages/8321/mnhi_buick_ver01/sn89081128/11/13/ed-1/seq-3/3","8321_0.txt",NA
"89","8325_0","River Falls journal (River Falls, Pi...)","Wisconsin",1888-01-05,1888,1,5,"seq-2","ed-1",3,13150,8325,0,"sn85033255","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3","8325_0.txt",NA
"90","8325_1","River Falls journal (River Falls, Pi...)","Wisconsin",1888-01-05,1888,1,5,"seq-2","ed-1",3,13151,8325,1,"sn85033255","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3","8325_1.txt",NA
"91","8325_2","River Falls journal (River Falls, Pi...)","Wisconsin",1888-01-05,1888,1,5,"seq-2","ed-1",3,13152,8325,2,"sn85033255","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3","8325_2.txt",NA
"92","8325_3","River Falls journal (River Falls, Pi...)","Wisconsin",1888-01-05,1888,1,5,"seq-2","ed-1",3,13153,8325,3,"sn85033255","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3","8325_3.txt",NA
"93","8325_4","River Falls journal (River Falls, Pi...)","Wisconsin",1888-01-05,1888,1,5,"seq-2","ed-1",3,13154,8325,4,"sn85033255","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3","8325_4.txt",NA
"94","8325_5","River Falls journal (River Falls, Pi...)","Wisconsin",1888-01-05,1888,1,5,"seq-2","ed-1",3,13155,8325,5,"sn85033255","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3","8325_5.txt",NA
"95","8325_6","River Falls journal (River Falls, Pi...)","Wisconsin",1888-01-05,1888,1,5,"seq-2","ed-1",3,13156,8325,6,"sn85033255","https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1/5/ed-1/seq-2/3","8325_6.txt",NA
"96","8327_0","The Salt Lake herald (Salt Lake City ...)","Utah",1889-11-02,1889,11,2,"seq-1","ed-1",2,11685,8327,0,"sn85058130","https://articleextractor.org/pages/8327/uuml_griffith_ver01/sn85058130/11/2/ed-1/seq-1/2","8327_0.txt",NA
"97","8328_0","The Globe-republican (Dodge City, Kan...)","Kansas",1898-08-18,1898,8,18,"seq-7","ed-1",2,4135,8328,0,"sn84029853","https://articleextractor.org/pages/8328/khi_cessna_ver01/sn84029853/8/18/ed-1/seq-7/2","8328_0.txt",NA
"98","8329_0","The herald (Los Angeles [Ca...)","California",1895-05-21,1895,5,21,"seq-1","ed-1",2,1770,8329,0,"sn85042461","https://articleextractor.org/pages/8329/curiv_ogilby_ver01/sn85042461/5/21/ed-1/seq-1/2","8329_0.txt",NA
"99","8330_0","The daily morning Astorian (Astoria, Oregon)","Oregon",1889-12-20,1889,12,20,"seq-3","ed-1",2,10223,8330,0,"sn96061150","https://articleextractor.org/pages/8330/oru_hufnagel_ver02/sn96061150/12/20/ed-1/seq-3/2","8330_0.txt",NA
"100","8331_0","Democratic Northwest (Napoleon, Ohio)","Ohio",1889-05-30,1889,5,30,"seq-7","ed-1",3,9838,8331,0,"sn84028296","https://articleextractor.org/pages/8331/ohi_ingstad_ver01/sn84028296/5/30/ed-1/seq-7/3","8331_0.txt",NA
"101","8332_0","Evening journal (Wilmington, Del...)","Delaware",1897-01-09,1897,1,9,"seq-6","ed-1",2,1842,8332,0,"sn85042354","https://articleextractor.org/pages/8332/deu_bear_ver01/sn85042354/1/9/ed-1/seq-6/2","8332_0.txt",NA
"102","8332_1","Evening journal (Wilmington, Del...)","Delaware",1897-01-09,1897,1,9,"seq-6","ed-1",2,1843,8332,1,"sn85042354","https://articleextractor.org/pages/8332/deu_bear_ver01/sn85042354/1/9/ed-1/seq-6/2","8332_1.txt",NA
"103","8335_0","The Wichita daily eagle (Wichita, Kan.)","Kansas",1895-08-27,1895,8,27,"seq-1","ed-1",4,4435,8335,0,"sn82014635","https://articleextractor.org/pages/8335/khi_jennison_ver01/sn82014635/8/27/ed-1/seq-1/4","8335_0.txt",NA
"104","8336_0","Daily inter mountain (Butte, Mont.)","Montana",1901-01-15,1901,1,15,"seq-8","ed-1",2,7343,8336,0,"sn85053057","https://articleextractor.org/pages/8336/mthi_kestrel_ver02/sn85053057/1/15/ed-1/seq-8/2","8336_0.txt",NA
