...1,filename,sentence,file_id2,newspaper_name,newspaper_state,date,year,month,day,page,edition,mod_id,unnamed_0,file_id,article_id,sn,filepath,url2
107036,19821_0.txt,NEGRO MURDERER,19821_0,The Washington times (Washington [D.C...),District of Columbia,1910-05-27,1910,5,27,seq-2,ed-1,1,2428,19821,0,sn84026749,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19821_0.txt,https://articleextractor.org/pages/19821/dlc_whiskey_ver01/sn84026749/1910/05/27/ed-1/seq-2/0?user_id=6
67393,17714_0.txt,"NEW MADRID. Mo., May 31.- A mob",17714_0,"Atlanta semi-weekly journal. (Atlanta, Ga.)",Georgia,1910-06-03,1910,6,3,seq-8,ed-1,1,2727,17714,0,sn86090947,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17714_0.txt,https://articleextractor.org/pages/17714/gu_graco_ver01/sn86090947/1910/06/03/ed-1/seq-8/0?user_id=6
27324,9609_0.txt,A correspondent who has observed,9609_0,"The Kadoka press (Kadoka, S.D.)",South Dakota,1910-06-10,1910,6,10,seq-6,ed-1,1,10579,9609,0,sn88063157,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9609_0.txt,https://articleextractor.org/pages/9609/sdhi_honeydew_ver01/sn88063157/1910/06/10/ed-1/seq-6/0?user_id=6
149978,87475_0.txt,NEGRO LYNCHED.,87475_0,"The Daily Missoulian (Missoula, Mont.)",Montana,1910-06-15,1910,6,15,seq-7,ed-1,1,7302,87475,0,sn83025316,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87475_0.txt,https://articleextractor.org/pages/87475/mthi_harlequin_ver01/sn83025316/1910/06/15/ed-1/seq-7/0?user_id=6
135895,86917_0.txt,"Negro Lynched in Star City, Ark.",86917_0,NA,Arkansas,1910-06-16,1910,6,16,seq-2,ed-1,1,528,86917,0,sn90050307,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86917_0.txt,https://articleextractor.org/pages/86917/arhi_gyarados_ver01/sn90050307/1910/06/16/ed-1/seq-2/0?user_id=6
67247,17704_0.txt,"attempted to kill three white men,",17704_0,"The Madison daily leader (Madison, S.D.)",South Dakota,1910-06-17,1910,6,17,seq-4,ed-1,1,10560,17704,0,sn99062034,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17704_0.txt,https://articleextractor.org/pages/17704/sdhi_grenada_ver01/sn99062034/1910/06/17/ed-1/seq-4/0?user_id=6
151680,87597_0.txt,MOB LYNCHES A NEGRO.,87597_0,"The Forrest City times (Forrest City, A...)",Arkansas,1910-06-17,1910,6,17,seq-1,ed-1,1,428,87597,0,sn84022960,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87597_0.txt,https://articleextractor.org/pages/87597/arhi_alakazam_ver01/sn84022960/1910/06/17/ed-1/seq-1/0?user_id=6
93211,19200_0.txt,Quiet Lynching in Arkansas.,19200_0,"The Rice belt journal. (Welsh, Calcasie...)",Louisiana,1910-06-24,1910,6,24,seq-2,ed-1,1,5061,19200,0,sn88064402,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19200_0.txt,https://articleextractor.org/pages/19200/lu_dust_ver01/sn88064402/1910/06/24/ed-1/seq-2/0?user_id=6
2667,8240_0.txt,"Charleston, Mo., mob lynches two negroes",8240_0,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,California,1910-07-04,1910,7,4,seq-1,ed-1,1,1810,8240,0,sn85042462,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8240_0.txt,https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462/1910/07/04/ed-1/seq-1/0?user_id=6
20150,8786_0.txt,TWO NEGROES LYNCHED,8786_0,NA,Illinois,1910-07-04,1910,7,4,seq-1,ed-1,1,4066,8786,0,sn93055779,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8786_0.txt,https://articleextractor.org/pages/8786/iune_jump_ver01/sn93055779/1910/07/04/ed-1/seq-1/0?user_id=6
128547,86608_0.txt,TWO NEGRO MURDERERS,86608_0,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,California,1910-07-04,1910,7,4,seq-2,ed-1,4,1811,86608,0,sn85042462,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86608_0.txt,https://articleextractor.org/pages/86608/curiv_rubidoux_ver01/sn85042462/1910/07/04/ed-1/seq-2/0?user_id=6
67088,17692_0.txt,outbreaks all through the night. One,17692_0,"Santa Fe new Mexican (Santa Fe, N.M.)",New Mexico,1910-07-05,1910,7,5,seq-1,ed-1,1,9048,17692,0,sn84020630,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17692_0.txt,https://articleextractor.org/pages/17692/nmu_irving_ver01/sn84020630/1910/07/05/ed-1/seq-1/0?user_id=6
116597,86079_0.txt,AFTER THE DOUBLE LYNCHING,86079_0,"The Birmingham age-herald (Birmingham, Ala...)",Alabama,1910-07-05,1910,7,5,seq-1,ed-1,2,850,86079,0,sn85038485,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86079_0.txt,https://articleextractor.org/pages/86079/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/0?user_id=6
116695,86079_1.txt,Rushed to the Hospital,86079_1,"The Birmingham age-herald (Birmingham, Ala...)",Alabama,1910-07-05,1910,7,5,seq-1,ed-1,2,853,86079,1,sn85038485,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86079_1.txt,https://articleextractor.org/pages/86079/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/0?user_id=6
116708,86079_2.txt,000000000 ........... oooooooooooooooooooo00000000000TODAY'S,86079_2,"The Birmingham age-herald (Birmingham, Ala...)",Alabama,1910-07-05,1910,7,5,seq-1,ed-1,2,854,86079,2,sn85038485,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86079_2.txt,https://articleextractor.org/pages/86079/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/0?user_id=6
107049,19822_0.txt,"MOBLYNCHES NEGRO,",19822_0,The Washington times (Washington [D.C...),District of Columbia,1910-07-06,1910,7,6,seq-1,ed-1,1,2429,19822,0,sn84026749,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19822_0.txt,https://articleextractor.org/pages/19822/dlc_whiskey_ver01/sn84026749/1910/07/06/ed-1/seq-1/0?user_id=6
135902,86918_0.txt,Negro Hanged in Texas.,86918_0,NA,Arkansas,1910-07-07,1910,7,7,seq-1,ed-1,1,529,86918,0,sn90050307,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86918_0.txt,https://articleextractor.org/pages/86918/arhi_gyarados_ver01/sn90050307/1910/07/07/ed-1/seq-1/0?user_id=6
67113,17695_0.txt,A negro charged with attempted,17695_0,"The Big Sandy news (Louisa, Ky.)",Kentucky,1910-07-08,1910,7,8,seq-2,ed-1,1,4851,17695,0,sn83004226,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17695_0.txt,https://articleextractor.org/pages/17695/kyu_flamingo_ver01/sn83004226/1910/07/08/ed-1/seq-2/0?user_id=6
67116,17695_1.txt,Two negroes were lynched at,17695_1,"The Big Sandy news (Louisa, Ky.)",Kentucky,1910-07-08,1910,7,8,seq-2,ed-1,1,4852,17695,1,sn83004226,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17695_1.txt,https://articleextractor.org/pages/17695/kyu_flamingo_ver01/sn83004226/1910/07/08/ed-1/seq-2/0?user_id=6
67094,17693_0.txt,by the sight of its night's work the,17693_0,"The Paducah evening sun (Paducah, Ky.)",Kentucky,1910-07-09,1910,7,9,seq-1,ed-1,1,4980,17693,0,sn85052114,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17693_0.txt,https://articleextractor.org/pages/17693/kyu_nirvana_ver01/sn85052114/1910/07/09/ed-1/seq-1/0?user_id=6
67097,17693_1.txt,Militia Asked For.,17693_1,"The Paducah evening sun (Paducah, Ky.)",Kentucky,1910-07-09,1910,7,9,seq-1,ed-1,1,4981,17693,1,sn85052114,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17693_1.txt,https://articleextractor.org/pages/17693/kyu_nirvana_ver01/sn85052114/1910/07/09/ed-1/seq-1/0?user_id=6
67404,17716_0.txt,was dragged from his cell in the,17716_0,"Evening bulletin (Honolulu [Oahu,...)",Hawaii,1910-07-09,1910,7,9,seq-15,ed-1,1,2808,17716,0,sn82016413,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17716_0.txt,https://articleextractor.org/pages/17716/hihouml_king_ver02/sn82016413/1910/07/09/ed-1/seq-15/0?user_id=6
150419,87508_0.txt,"Newark, O.- Battering down the",87508_0,"Owingsville outlook (Owingsville, Ky...)",Kentucky,1910-07-14,1910,7,14,seq-2,ed-1,1,4786,87508,0,sn86069620,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87508_0.txt,https://articleextractor.org/pages/87508/kyu_elvis_ver01/sn86069620/1910/07/14/ed-1/seq-2/0?user_id=6
44598,14637_0.txt,""" DRYWAR LEADS TO LYNCHING",14637_0,"Wauwatosa news (Wauwatosa, Wis.)",Wisconsin,1910-07-15,1910,7,15,seq-2,ed-1,1,13198,14637,0,sn86086499,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14637_0.txt,https://articleextractor.org/pages/14637/whi_grindylow_ver01/sn86086499/1910/07/15/ed-1/seq-2/0?user_id=6
98474,19472_0.txt,"A mob at Newark, O., lynched a",19472_0,"The herald-advance. (Milbank, S.D.)",South Dakota,1910-07-15,1910,7,15,seq-7,ed-1,1,10370,19472,0,sn00065154,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19472_0.txt,https://articleextractor.org/pages/19472/sdhi_dominica_ver01/sn00065154/1910/07/15/ed-1/seq-7/0?user_id=6
112648,20018_0.txt,"Moyer saw the mob coming and, rushing",20018_0,New-York tribune (New York [N.Y.]),New York,1910-07-15,1910,7,15,seq-12,ed-1,1,1974,20018,0,sn83030214,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/20018_0.txt,https://articleextractor.org/pages/20018/dlc_canada_ver01/sn83030214/1910/07/15/ed-1/seq-12/0?user_id=6
112697,20024_0.txt,velopments in the investigation of,20024_0,The Hawaiian star (Honolulu [Oahu]),Hawaii,1910-07-15,1910,7,15,seq-3,ed-1,1,2789,20024,0,sn82015415,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/20024_0.txt,https://articleextractor.org/pages/20024/hihouml_ecru_ver01/sn82015415/1910/07/15/ed-1/seq-3/0?user_id=6
27718,9622_0.txt,"A mob at Newark, O., lynched a",9622_0,NA,South Dakota,1910-07-21,1910,7,21,seq-2,ed-1,1,10623,9622,0,sn98062890,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/9622_0.txt,https://articleextractor.org/pages/9622/sdhi_interceptor_ver01/sn98062890/1910/07/21/ed-1/seq-2/0?user_id=6
112718,20028_0.txt,"Sheriff Linke, against whom charges",20028_0,"The enterprise (Harlem, Mont.)",Montana,1910-07-21,1910,7,21,seq-6,ed-1,1,7264,20028,0,sn83025323,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/20028_0.txt,https://articleextractor.org/pages/20028/mthi_eagle_ver02/sn83025323/1910/07/21/ed-1/seq-6/0?user_id=6
39025,14399_0.txt,YOUNG GIRL IS MURDERED,14399_0,"The Birmingham age-herald (Birmingham, Ala...)",Alabama,1910-07-23,1910,7,23,seq-1,ed-1,1,855,14399,0,sn85038485,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14399_0.txt,https://articleextractor.org/pages/14399/au_gaston_ver01/sn85038485/1910/07/23/ed-1/seq-1/0?user_id=6
93170,19195_0.txt,Two Negroes Lynched.,19195_0,"The Daily Missoulian (Missoula, Mont.)",Montana,1910-07-31,1910,7,31,seq-1,ed-1,1,7303,19195,0,sn83025316,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19195_0.txt,https://articleextractor.org/pages/19195/mthi_harlequin_ver01/sn83025316/1910/07/31/ed-1/seq-1/0?user_id=6
150144,87487_0.txt,"Cairo, Ill., July 31.- The screams of",87487_0,"The Salt Lake herald-Republican (Salt Lake City,...)",Utah,1910-08-01,1910,8,1,seq-6,ed-1,1,11762,87487,0,sn85058140,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87487_0.txt,https://articleextractor.org/pages/87487/uuml_seven_ver01/sn85058140/1910/08/01/ed-1/seq-6/0?user_id=6
135907,86919_0.txt,Alabama Mob Kills and Burns Negro.,86919_0,NA,Arkansas,1910-08-02,1910,8,2,seq-1,ed-1,1,531,86919,0,sn90050307,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86919_0.txt,https://articleextractor.org/pages/86919/arhi_gyarados_ver01/sn90050307/1910/08/02/ed-1/seq-1/0?user_id=6
135917,86919_1.txt,Negro Intruder Is Lynched.,86919_1,NA,Arkansas,1910-08-02,1910,8,2,seq-1,ed-1,1,530,86919,1,sn90050307,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86919_1.txt,https://articleextractor.org/pages/86919/arhi_gyarados_ver01/sn90050307/1910/08/02/ed-1/seq-1/0?user_id=6
141228,87160_0.txt,"Bonifay, Fla., Aug. 1.- Two negroes",87160_0,"The Wilson times (Wilson, N.C.)",North Carolina,1910-08-02,1910,8,2,seq-4,ed-1,1,7838,87160,0,sn92073953,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87160_0.txt,https://articleextractor.org/pages/87160/ncu_adam_ver02/sn92073953/1910/08/02/ed-1/seq-4/0?user_id=6
135934,86920_0.txt,FLORIDANS FEAR AN,86920_0,NA,Arkansas,1910-08-04,1910,8,4,seq-2,ed-1,1,532,86920,0,sn90050307,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86920_0.txt,https://articleextractor.org/pages/86920/arhi_gyarados_ver01/sn90050307/1910/08/04/ed-1/seq-2/0?user_id=6
36411,14296_0.txt,It is also pertinent to note that both,14296_0,"Franklin's paper the statesman. (Denver, Colo.)",Colorado,1910-08-06,1910,8,6,seq-3,ed-1,1,1146,14296,0,sn91052311,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14296_0.txt,https://articleextractor.org/pages/14296/cohi_abbeyville_ver01/sn91052311/1910/08/06/ed-1/seq-3/0?user_id=6
129726,86662_0.txt,"Joseph Bush, alleged leader of the",86662_0,"Evening bulletin (Honolulu [Oahu,...)",Hawaii,1910-08-06,1910,8,6,seq-10,ed-1,1,2809,86662,0,sn82016413,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86662_0.txt,https://articleextractor.org/pages/86662/hihouml_king_ver02/sn82016413/1910/08/06/ed-1/seq-10/0?user_id=6
94048,19251_0.txt,THREATEN,19251_0,"The Tacoma times (Tacoma, Wash.)",Washington,1910-08-08,1910,8,8,seq-3,ed-1,1,12761,19251,0,sn88085187,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19251_0.txt,https://articleextractor.org/pages/19251/wa_elm_ver01/sn88085187/1910/08/08/ed-1/seq-3/0?user_id=6
140332,87092_0.txt,PARIS MOB LYNCHES MAN,87092_0,NA,Arkansas,1910-08-08,1910,8,8,seq-2,ed-1,1,533,87092,0,sn90050307,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87092_0.txt,https://articleextractor.org/pages/87092/arhi_gyarados_ver01/sn90050307/1910/08/08/ed-1/seq-2/0?user_id=6
128606,86613_0.txt,""" LYNCHERS"" INDICTED",86613_0,"The Tacoma times (Tacoma, Wash.)",Washington,1910-08-10,1910,8,10,seq-1,ed-1,3,12763,86613,0,sn88085187,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86613_0.txt,https://articleextractor.org/pages/86613/wa_elm_ver01/sn88085187/1910/08/10/ed-1/seq-1/0?user_id=6
128577,86610_0.txt,Paris Has Lynching.,86610_0,"The Parma herald. (Parma, Idaho)",Idaho,1910-08-11,1910,8,11,seq-3,ed-1,3,3386,86610,0,sn89055001,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86610_0.txt,https://articleextractor.org/pages/86610/idhi_damascus_ver01/sn89055001/1910/08/11/ed-1/seq-3/0?user_id=6
143291,87282_0.txt,INDICTED FOR MURDER.,87282_0,"The Salt Lake herald-Republican (Salt Lake City,...)",Utah,1910-08-11,1910,8,11,seq-4,ed-1,1,11763,87282,0,sn85058140,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87282_0.txt,https://articleextractor.org/pages/87282/uuml_seven_ver01/sn85058140/1910/08/11/ed-1/seq-4/0?user_id=6
67379,17711_0.txt,"Helena, Ga., Aug. 12 .-- Jim Tolero,",17711_0,"The Ogden standard (Ogden City, Utah) 1902-1910",Utah,1910-08-12,1910,8,12,seq-2,ed-1,1,11658,17711,0,sn85058398,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17711_0.txt,https://articleextractor.org/pages/17711/uuml_fifteen_ver01/sn85058398/1910/08/12/ed-1/seq-2/0?user_id=6
104790,19694_0.txt,reign of terror exists in the north-,19694_0,"The L'Anse sentinel. (L'Anse, L.S., M...)",Michigan,1910-08-13,1910,8,13,seq-6,ed-1,1,5554,19694,0,sn96077142,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19694_0.txt,https://articleextractor.org/pages/19694/mimtptc_kalkaska_ver01/sn96077142/1910/08/13/ed-1/seq-6/0?user_id=6
135963,86921_0.txt,Mob Shoots Negro to Death.,86921_0,NA,Arkansas,1910-08-13,1910,8,13,seq-1,ed-1,1,534,86921,0,sn90050307,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86921_0.txt,https://articleextractor.org/pages/86921/arhi_gyarados_ver01/sn90050307/1910/08/13/ed-1/seq-1/0?user_id=6
