"","docname","newspaper","date.x","url","hostile","neutral","orderly","justice","identified","unsure","other","newspaper_name","lynch_address","date.y","news_address","news_location_lon","news_location_lat","newspaper_city","newspaper_state_code","year","page","city_lynch","state_lynch","sn","lynching.lon","lynching.lat","miles","in_state","decade","Newspaper_State","Newspaper_Region","Border","total_words","file_id_old"
"11","13897_0","Newark evening star and Newark advertiser (Newark, N.J.)","1915-12-21","https://articleextractor.org/pages/13897/njr_elliot_ver01/sn91064011/1915/12/21/ed-1/seq-2/1",0,1,1,0,0,0,0,"Newark evening star and Newark advertiser","Eastman, GA","12/21/1915","Newark, New Jersey",-74.17237,40.735657,"Newark","NJ",1915,"seq-2","Eastman","GA","sn91064011",-83.1776514,32.1976729,774,"N",1910,"New Jersey","Northeast","Not_Border",108,13897
"12","13735_0","The mountain sentinel (Ebensburg, Pa.)","1850-08-01","https://articleextractor.org/pages/13735/pst_kern_ver01/sn86071377/1850/08/01/ed-1/seq-3/1",1,0,0,0,0,0,0,"The mountain sentinel","Culpeper, VA","8/1/1850","Ebensburg, Pennsylvania",-78.72474,40.485072,"Ebensburg","PA",1850,"seq-3","Culpeper","VA","sn86071377",-77.9961177,38.4733465,144,"N",1850,"Pennsylvania","Northeast","Not_Border",169,13735
"13","13815_0","The Ogden standard (Ogden City, Utah) 1902-1910","1909-11-24","https://articleextractor.org/pages/13815/uuml_fourteen_ver01/sn85058398/1909/11/24/ed-1/seq-6/1",1,0,0,1,0,0,0,"The Ogden standard","Anniston, AL","11/24/1909","Ogden City, Utah",-111.97383,41.223,"Ogden City","UT",1909,"seq-6","Anniston","AL","sn85058398",-85.8316318,33.6598257,1521,"N",1900,"Utah","West","Not_Border",79,13815
"14","13735_0","The mountain sentinel (Ebensburg, Pa.)","1850-08-01","https://articleextractor.org/pages/13735/pst_kern_ver01/sn86071377/1850/08/01/ed-1/seq-3/1",1,0,0,0,0,0,0,"The mountain sentinel","Culpeper, VA","8/1/1850","Ebensburg, Pennsylvania",-78.72474,40.485072,"Ebensburg","PA",1850,"seq-3","Culpeper","VA","sn86071377",-77.9961177,38.4733465,144,"N",1850,"Pennsylvania","Northeast","Not_Border",169,13735
"15","13735_0","The mountain sentinel (Ebensburg, Pa.)","1850-08-01","https://articleextractor.org/pages/13735/pst_kern_ver01/sn86071377/1850/08/01/ed-1/seq-3/1",1,0,0,0,0,0,0,"The mountain sentinel","Culpeper, VA","8/1/1850","Ebensburg, Pennsylvania",-78.72474,40.485072,"Ebensburg","PA",1850,"seq-3","Culpeper","VA","sn86071377",-77.9961177,38.4733465,144,"N",1850,"Pennsylvania","Northeast","Not_Border",169,13735
"16","13818_0","The Topeka state journal (Topeka, Kansas)","1902-06-11","https://articleextractor.org/pages/13818/khi_higuchi_ver01/sn82016014/1902/06/11/ed-1/seq-8/1",0,1,1,0,0,0,0,"The Topeka state journal","Charlotte, NC","6/11/1902","Topeka, Kansas",-95.67516,39.047345,"Topeka","KS",1902,"seq-8","Charlotte","NC","sn82016014",-80.8431267,35.2270869,858,"N",1900,"Kansas","Midwest","Not_Border",79,13818
"17","13740_0","Fair play (Ste. Genevieve ...)","1906-08-25","https://articleextractor.org/pages/13740/mohi_gordon_ver01/sn87052181/1906/08/25/ed-1/seq-1/1",0,1,0,0,0,0,0,"Fair play","NA, SC","8/25/1906","Ste. Genevieve , Missouri",-90.04756,37.978662,"Ste. Genevieve","MO",1906,"seq-1",NA,"SC","sn87052181",-81.9651152,33.5018026,549,"N",1900,"Missouri","Midwest","Border",29,13740
"18","13818_0","The Topeka state journal (Topeka, Kansas)","1902-06-11","https://articleextractor.org/pages/13818/khi_higuchi_ver01/sn82016014/1902/06/11/ed-1/seq-8/1",1,1,1,0,0,0,0,"The Topeka state journal","Charlotte, NC","6/11/1902","Topeka, Kansas",-95.67516,39.047345,"Topeka","KS",1902,"seq-8","Charlotte","NC","sn82016014",-80.8431267,35.2270869,858,"N",1900,"Kansas","Midwest","Not_Border",79,13818
"19","13818_0","The Topeka state journal (Topeka, Kansas)","1902-06-11","https://articleextractor.org/pages/13818/khi_higuchi_ver01/sn82016014/1902/06/11/ed-1/seq-8/1",1,1,1,1,0,0,0,"The Topeka state journal","Charlotte, NC","6/11/1902","Topeka, Kansas",-95.67516,39.047345,"Topeka","KS",1902,"seq-8","Charlotte","NC","sn82016014",-80.8431267,35.2270869,858,"N",1900,"Kansas","Midwest","Not_Border",79,13818
"20","13818_0","The Topeka state journal (Topeka, Kansas)","1902-06-11","https://articleextractor.org/pages/13818/khi_higuchi_ver01/sn82016014/1902/06/11/ed-1/seq-8/1",1,1,0,1,0,0,0,"The Topeka state journal","Charlotte, NC","6/11/1902","Topeka, Kansas",-95.67516,39.047345,"Topeka","KS",1902,"seq-8","Charlotte","NC","sn82016014",-80.8431267,35.2270869,858,"N",1900,"Kansas","Midwest","Not_Border",79,13818
"21","13819_0","Deseret evening news (Great Salt Lake...)","1902-07-31","https://articleextractor.org/pages/13819/uuml_nine_ver01/sn83045555/1902/07/31/ed-1/seq-1/1",0,0,0,1,0,0,0,"Deseret evening news","Magnolia, AR","7/31/1902","Great Salt Lake, Utah",-112.47683,41.115791,"Great Salt Lake","UT",1902,"seq-1","Magnolia","AR","sn83045555",-93.2393835,33.2670757,1187,"N",1900,"Utah","West","Not_Border",61,13819
"22","13819_0","Deseret evening news (Great Salt Lake...)","1902-07-31","https://articleextractor.org/pages/13819/uuml_nine_ver01/sn83045555/1902/07/31/ed-1/seq-1/1",0,0,0,1,0,0,0,"Deseret evening news","Magnolia, AR","7/31/1902","Great Salt Lake, Utah",-112.47683,41.115791,"Great Salt Lake","UT",1902,"seq-1","Magnolia","AR","sn83045555",-93.2393835,33.2670757,1187,"N",1900,"Utah","West","Not_Border",61,13819
"23","13741_0","The Madison daily leader (Madison, S.D.)","1905-10-13","https://articleextractor.org/pages/13741/sdhi_grenada_ver01/sn99062034/1905/10/13/ed-1/seq-1/1",0,1,0,0,0,0,0,"The Madison daily leader","Elkton, KY","10/13/1905","Madison, South Dakota",-97.11395,44.006085,"Madison","SD",1905,"seq-1","Elkton","KY","sn99062034",-87.1541675,36.8100425,722,"N",1900,"South Dakota","Midwest","Not_Border",69,13741
"24","13745_2","The Donaldsonville chief (Donaldsonville,...)","1907-10-19","https://articleextractor.org/pages/13745/lu_bolivar_ver01/sn85034248/1907/10/19/ed-1/seq-1/1",0,1,0,0,0,0,0,"The Donaldsonville chief","Tunica, MS","10/19/1907","Donaldsonville, Louisiana",-90.99288,30.101032,"Donaldsonville","LA",1907,"seq-1","Tunica","MS","sn85034248",-90.3828769,34.6845455,319,"N",1900,"Louisiana","South","Not_Border",21,13745
"25","13745_2","The Donaldsonville chief (Donaldsonville,...)","1907-10-19","https://articleextractor.org/pages/13745/lu_bolivar_ver01/sn85034248/1907/10/19/ed-1/seq-1/1",0,1,0,0,0,0,0,"The Donaldsonville chief","Tunica, MS","10/19/1907","Donaldsonville, Louisiana",-90.99288,30.101032,"Donaldsonville","LA",1907,"seq-1","Tunica","MS","sn85034248",-90.3828769,34.6845455,319,"N",1900,"Louisiana","South","Not_Border",21,13745
"26","13978_0","The daily worker (Chicago, Ill.)","1928-07-20","https://articleextractor.org/pages/13978/iune_fluorite_ver01/sn84020097/1928/07/20/ed-1/seq-1/1",1,0,0,0,0,0,0,"The daily worker","Brookhaven, MS","7/20/1928","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1928,"seq-1","Brookhaven","MS","sn84020097",-90.4406506,31.5790588,729,"N",1920,"Illinois","Midwest","Not_Border",728,13978
"27","13978_0","The daily worker (Chicago, Ill.)","1928-07-20","https://articleextractor.org/pages/13978/iune_fluorite_ver01/sn84020097/1928/07/20/ed-1/seq-1/1",1,0,0,0,0,0,0,"The daily worker","Houston, TX","7/20/1928","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1928,"seq-1","Houston","TX","sn84020097",-95.3698028,29.7604267,943,"N",1920,"Illinois","Midwest","Not_Border",728,13978
"28","13978_0","The daily worker (Chicago, Ill.)","1928-07-20","https://articleextractor.org/pages/13978/iune_fluorite_ver01/sn84020097/1928/07/20/ed-1/seq-1/1",0,0,0,0,0,0,0,"The daily worker","Brookhaven, MS","7/20/1928","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1928,"seq-1","Brookhaven","MS","sn84020097",-90.4406506,31.5790588,729,"N",1920,"Illinois","Midwest","Not_Border",728,13978
"29","13978_0","The daily worker (Chicago, Ill.)","1928-07-20","https://articleextractor.org/pages/13978/iune_fluorite_ver01/sn84020097/1928/07/20/ed-1/seq-1/1",0,0,0,0,0,0,0,"The daily worker","Houston, TX","7/20/1928","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1928,"seq-1","Houston","TX","sn84020097",-95.3698028,29.7604267,943,"N",1920,"Illinois","Midwest","Not_Border",728,13978
"30","13980_0","The Indianapolis times (Indianapolis [I...)","1930-10-02","https://articleextractor.org/pages/13980/in_goldman_ver01/sn82015313/1930/10/02/ed-1/seq-1/1",0,1,0,0,0,0,1,"The Indianapolis times","Marion, IN","10/2/1930","Indianapolis , Indiana",-86.15807,39.768403,"Indianapolis","IN",1930,"seq-1","Marion","IN","sn82015313",-85.6591442,40.5583739,61,"Y",1930,"Indiana","Midwest","Not_Border",71,13980
"31","13981_0","The Indianapolis times (Indianapolis [I...)","1930-08-14","https://articleextractor.org/pages/13981/in_goldman_ver01/sn82015313/1930/08/14/ed-1/seq-3/1",1,1,0,0,0,0,1,"The Indianapolis times","Marion, IN","8/14/1930","Indianapolis , Indiana",-86.15807,39.768403,"Indianapolis","IN",1930,"seq-3","Marion","IN","sn82015313",-85.6591442,40.5583739,61,"Y",1930,"Indiana","Midwest","Not_Border",363,13981
"32","13981_0","The Indianapolis times (Indianapolis [I...)","1930-08-14","https://articleextractor.org/pages/13981/in_goldman_ver01/sn82015313/1930/08/14/ed-1/seq-3/1",0,0,0,0,0,0,0,"The Indianapolis times","Marion, IN","8/14/1930","Indianapolis , Indiana",-86.15807,39.768403,"Indianapolis","IN",1930,"seq-3","Marion","IN","sn82015313",-85.6591442,40.5583739,61,"Y",1930,"Indiana","Midwest","Not_Border",363,13981
"33","13981_0","The Indianapolis times (Indianapolis [I...)","1930-08-14","https://articleextractor.org/pages/13981/in_goldman_ver01/sn82015313/1930/08/14/ed-1/seq-3/1",0,0,0,0,0,0,0,"The Indianapolis times","Marion, IN","8/14/1930","Indianapolis , Indiana",-86.15807,39.768403,"Indianapolis","IN",1930,"seq-3","Marion","IN","sn82015313",-85.6591442,40.5583739,61,"Y",1930,"Indiana","Midwest","Not_Border",363,13981
"34","13981_0","The Indianapolis times (Indianapolis [I...)","1930-08-14","https://articleextractor.org/pages/13981/in_goldman_ver01/sn82015313/1930/08/14/ed-1/seq-3/1",0,0,0,0,0,0,0,"The Indianapolis times","Marion, IN","8/14/1930","Indianapolis , Indiana",-86.15807,39.768403,"Indianapolis","IN",1930,"seq-3","Marion","IN","sn82015313",-85.6591442,40.5583739,61,"Y",1930,"Indiana","Midwest","Not_Border",363,13981
"35","13983_0","The Bismarck tribune (Bismarck, N.D.)","1931-03-07","https://articleextractor.org/pages/13983/ndhi_ferengi_ver01/sn85042243/1931/03/07/ed-1/seq-1/1",0,1,0,0,0,1,0,"The Bismarck tribune","NA, NA","3/7/1931","Bismarck, North Dakota",-100.78769,46.805495,"Bismarck","ND",1931,"seq-1",NA,NA,"sn85042243",NA,NA,NA,"N",1930,"North Dakota","Midwest","Not_Border",195,13983
"36","13984_0","The Detroit tribune. (Detroit, Mich.)","1937-11-06","https://articleextractor.org/pages/13984/mimtptc_albion_ver01/sn92063852/1937/11/06/ed-1/seq-1/1",0,0,0,0,1,0,0,"The Detroit tribune.","NA, NA","11/6/1937","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1937,"seq-1",NA,NA,"sn92063852",NA,NA,NA,"N",1930,"Michigan","Midwest","Not_Border",276,13984
"37","13984_0","The Detroit tribune. (Detroit, Mich.)","1937-11-06","https://articleextractor.org/pages/13984/mimtptc_albion_ver01/sn92063852/1937/11/06/ed-1/seq-1/1",0,0,0,0,0,0,0,"The Detroit tribune.","NA, NA","11/6/1937","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1937,"seq-1",NA,NA,"sn92063852",NA,NA,NA,"N",1930,"Michigan","Midwest","Not_Border",276,13984
"38","13984_0","The Detroit tribune. (Detroit, Mich.)","1937-11-06","https://articleextractor.org/pages/13984/mimtptc_albion_ver01/sn92063852/1937/11/06/ed-1/seq-1/1",0,0,0,0,0,0,0,"The Detroit tribune.","NA, NA","11/6/1937","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1937,"seq-1",NA,NA,"sn92063852",NA,NA,NA,"N",1930,"Michigan","Midwest","Not_Border",276,13984
"39","13984_0","The Detroit tribune. (Detroit, Mich.)","1937-11-06","https://articleextractor.org/pages/13984/mimtptc_albion_ver01/sn92063852/1937/11/06/ed-1/seq-1/1",0,0,0,0,0,0,0,"The Detroit tribune.","NA, NA","11/6/1937","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1937,"seq-1",NA,NA,"sn92063852",NA,NA,NA,"N",1930,"Michigan","Midwest","Not_Border",276,13984
"40","13984_0","The Detroit tribune. (Detroit, Mich.)","1937-11-06","https://articleextractor.org/pages/13984/mimtptc_albion_ver01/sn92063852/1937/11/06/ed-1/seq-1/1",0,0,0,0,0,0,0,"The Detroit tribune.","NA, NA","11/6/1937","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1937,"seq-1",NA,NA,"sn92063852",NA,NA,NA,"N",1930,"Michigan","Midwest","Not_Border",276,13984
"41","13984_1","The Detroit tribune. (Detroit, Mich.)","1937-11-06","https://articleextractor.org/pages/13984/mimtptc_albion_ver01/sn92063852/1937/11/06/ed-1/seq-1/1",0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","13984_1","The Detroit tribune. (Detroit, Mich.)","1937-11-06","https://articleextractor.org/pages/13984/mimtptc_albion_ver01/sn92063852/1937/11/06/ed-1/seq-1/1",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","13989_0","The Detroit tribune. (Detroit, Mich.)","1947-03-01","https://articleextractor.org/pages/13989/mimtptc_albion_ver01/sn92063852/1947/03/01/ed-1/seq-16/1",1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","13995_0","The Grenada sentinel (Grenada, Miss.)","1906-12-29","https://articleextractor.org/pages/13995/msar_flax_ver01/sn85034375/1906/12/29/ed-1/seq-3/1",1,0,0,0,0,0,0,"The Grenada sentinel","Scooba, MS","12/29/1906","Grenada, Mississippi",-89.80842,33.769005,"Grenada","MS",1906,"seq-3","Scooba","MS","sn85034375",-88.4764273,32.8281868,101,"Y",1900,"Mississippi","South","Not_Border",358,13995
"45","13898_0","Wauwatosa news (Wauwatosa, Wis.)","1915-08-13","https://articleextractor.org/pages/13898/whi_hodag_ver01/sn86086499/1915/08/13/ed-1/seq-5/1",0,1,1,0,0,0,0,"Wauwatosa news","n/a, NA","8/13/1915","Wauwatosa, Wisconsin",-88.00759,43.049457,"Wauwatosa","WI",1915,"seq-5","n/a",NA,"sn86086499",NA,NA,NA,"N",1910,"Wisconsin","Midwest","Not_Border",195,13898
"46","13898_1","Wauwatosa news (Wauwatosa, Wis.)","1915-08-13","https://articleextractor.org/pages/13898/whi_hodag_ver01/sn86086499/1915/08/13/ed-1/seq-5/1",0,1,1,0,0,0,0,"Wauwatosa news","Mobile, AL","8/13/1915","Wauwatosa, Wisconsin",-88.00759,43.049457,"Wauwatosa","WI",1915,"seq-5","Mobile","AL","sn86086499",-88.0398912,30.6953657,855,"N",1910,"Wisconsin","Midwest","Not_Border",187,13898
"47","13996_0","The Spanish Fork press (Spanish Fork, U...)","1906-12-27","https://articleextractor.org/pages/13996/uuml_layden_ver01/sn85058245/1906/12/27/ed-1/seq-2/1",1,0,0,1,0,0,0,"The Spanish Fork press","Annapolis, MD","12/27/1906","Spanish Fork, Utah",-111.65492,40.114955,"Spanish Fork","UT",1906,"seq-2","Annapolis","MD","sn85058245",-76.4921829,38.9784453,1865,"N",1900,"Utah","West","Not_Border",89,13996
"48","13996_0","The Spanish Fork press (Spanish Fork, U...)","1906-12-27","https://articleextractor.org/pages/13996/uuml_layden_ver01/sn85058245/1906/12/27/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Spanish Fork press","Annapolis, MD","12/27/1906","Spanish Fork, Utah",-111.65492,40.114955,"Spanish Fork","UT",1906,"seq-2","Annapolis","MD","sn85058245",-76.4921829,38.9784453,1865,"N",1900,"Utah","West","Not_Border",89,13996
"49","13996_0","The Spanish Fork press (Spanish Fork, U...)","1906-12-27","https://articleextractor.org/pages/13996/uuml_layden_ver01/sn85058245/1906/12/27/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Spanish Fork press","Annapolis, MD","12/27/1906","Spanish Fork, Utah",-111.65492,40.114955,"Spanish Fork","UT",1906,"seq-2","Annapolis","MD","sn85058245",-76.4921829,38.9784453,1865,"N",1900,"Utah","West","Not_Border",89,13996
"50","13996_0","The Spanish Fork press (Spanish Fork, U...)","1906-12-27","https://articleextractor.org/pages/13996/uuml_layden_ver01/sn85058245/1906/12/27/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Spanish Fork press","Annapolis, MD","12/27/1906","Spanish Fork, Utah",-111.65492,40.114955,"Spanish Fork","UT",1906,"seq-2","Annapolis","MD","sn85058245",-76.4921829,38.9784453,1865,"N",1900,"Utah","West","Not_Border",89,13996
"51","13900_0","Five Mile Beach weekly journal. (Wildwood, N.J.)","1916-01-07","https://articleextractor.org/pages/13900/njr_harris_ver01/sn90063041/1916/01/07/ed-1/seq-4/1",1,1,0,0,0,0,0,"Five Mile Beach weekly journal.","NA, NA","1/7/1916","Wildwood, New Jersey",-74.81489,38.99178,"Wildwood","NJ",1916,"seq-4",NA,NA,"sn90063041",NA,NA,NA,"N",1910,"New Jersey","Northeast","Not_Border",127,13900
"52","13996_0","The Spanish Fork press (Spanish Fork, U...)","1906-12-27","https://articleextractor.org/pages/13996/uuml_layden_ver01/sn85058245/1906/12/27/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Spanish Fork press","Annapolis, MD","12/27/1906","Spanish Fork, Utah",-111.65492,40.114955,"Spanish Fork","UT",1906,"seq-2","Annapolis","MD","sn85058245",-76.4921829,38.9784453,1865,"N",1900,"Utah","West","Not_Border",89,13996
"53","13902_0","The Loup City northwestern (Loup City, Neb.)","1916-08-31","https://articleextractor.org/pages/13902/nbu_ancientbison_ver01/2018270203/1916/08/31/ed-1/seq-2/1",0,1,0,0,0,0,0,"The Loup City northwestern","Newberry, FL","8/31/1916","Loup City, Nebraska",-98.96675,41.275565,"Loup City","NE",1916,"seq-2","Newberry","FL","2018270203",-82.6065023,29.6463535,1220,"N",1910,"Nebraska","Midwest","Not_Border",45,13902
"54","13997_0","The Idaho Republican (Blackfoot, Idah...)","1906-12-28","https://articleextractor.org/pages/13997/idhi_fraser_ver01/sn86091197/1906/12/28/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Idaho Republican","NA, NA","12/28/1906","Blackfoot, Idaho",-112.34498,43.190471,"Blackfoot","ID",1906,"seq-2",NA,NA,"sn86091197",NA,NA,NA,"N",1900,"Idaho","West","Not_Border",88,13997
"55","13904_0","The frontier. (O'Neill City, H...)","1916-08-31","https://articleextractor.org/pages/13904/nbu_keithsbear_ver02/2010270509/1916/08/31/ed-1/seq-3/1",0,1,0,0,0,0,0,"The frontier.","Vivian, LA","8/31/1916","O'Neill City, Nebraska",-98.64789,42.457672,"O'Neill City","NE",1916,"seq-3","Vivian","LA","2010270509",-93.9874032,32.8715278,710,"N",1910,"Nebraska","Midwest","Not_Border",36,13904
"56","13997_0","The Idaho Republican (Blackfoot, Idah...)","1906-12-28","https://articleextractor.org/pages/13997/idhi_fraser_ver01/sn86091197/1906/12/28/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Idaho Republican","NA, NA","12/28/1906","Blackfoot, Idaho",-112.34498,43.190471,"Blackfoot","ID",1906,"seq-2",NA,NA,"sn86091197",NA,NA,NA,"N",1900,"Idaho","West","Not_Border",88,13997
"57","13997_0","The Idaho Republican (Blackfoot, Idah...)","1906-12-28","https://articleextractor.org/pages/13997/idhi_fraser_ver01/sn86091197/1906/12/28/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Idaho Republican","NA, NA","12/28/1906","Blackfoot, Idaho",-112.34498,43.190471,"Blackfoot","ID",1906,"seq-2",NA,NA,"sn86091197",NA,NA,NA,"N",1900,"Idaho","West","Not_Border",88,13997
"58","13997_0","The Idaho Republican (Blackfoot, Idah...)","1906-12-28","https://articleextractor.org/pages/13997/idhi_fraser_ver01/sn86091197/1906/12/28/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Idaho Republican","NA, NA","12/28/1906","Blackfoot, Idaho",-112.34498,43.190471,"Blackfoot","ID",1906,"seq-2",NA,NA,"sn86091197",NA,NA,NA,"N",1900,"Idaho","West","Not_Border",88,13997
"59","13904_0","The frontier. (O'Neill City, H...)","1916-08-31","https://articleextractor.org/pages/13904/nbu_keithsbear_ver02/2010270509/1916/08/31/ed-1/seq-3/1",0,1,0,0,0,0,0,"The frontier.","Vivian, LA","8/31/1916","O'Neill City, Nebraska",-98.64789,42.457672,"O'Neill City","NE",1916,"seq-3","Vivian","LA","2010270509",-93.9874032,32.8715278,710,"N",1910,"Nebraska","Midwest","Not_Border",36,13904
"60","13997_0","The Idaho Republican (Blackfoot, Idah...)","1906-12-28","https://articleextractor.org/pages/13997/idhi_fraser_ver01/sn86091197/1906/12/28/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Idaho Republican","NA, NA","12/28/1906","Blackfoot, Idaho",-112.34498,43.190471,"Blackfoot","ID",1906,"seq-2",NA,NA,"sn86091197",NA,NA,NA,"N",1900,"Idaho","West","Not_Border",88,13997
"61","14000_0","The Kendrick gazette (Kendrick, Idaho)","1906-12-28","https://articleextractor.org/pages/14000/idhi_greene_ver01/sn86091096/1906/12/28/ed-1/seq-2/1",0,0,0,0,0,0,0,"The Kendrick gazette","Annapolis, MD","12/28/1906","Kendrick, Idaho",-116.64654,46.61406,"Kendrick","ID",1906,"seq-2","Annapolis","MD","sn86091096",-76.4921829,38.9784453,2081,"N",1900,"Idaho","West","Not_Border",57,14000
