docname,from,to,pre,keyword,post,pattern,...1,...2,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state,file_id2,index
13747_0.txt,42,44,"the sequel of the shooting of five white men and two negroes at bunkie , la . , sunday ,",the lynching of,"the negro charlie was strauss , near here today . masked men took him away from deputies who had arrested",the lynching of,875,62083,13747,0,sn95026788,"Live Oak daily Democrat. (Live Oak, Fla.)",1907,4,17,seq-1,ed-1,1,https://articleextractor.org/pages/13747/fu_seven_ver02/sn95026788/1907/04/17/ed-1/seq-1/1,Florida,13747_0,11
13747_0.txt,46,46,"shooting of five white men and two negroes at bunkie , la . , sunday , the lynching of the",negro,"charlie was strauss , near here today . masked men took him away from deputies who had arrested him and",negro,875,62083,13747,0,sn95026788,"Live Oak daily Democrat. (Live Oak, Fla.)",1907,4,17,seq-1,ed-1,1,https://articleextractor.org/pages/13747/fu_seven_ver02/sn95026788/1907/04/17/ed-1/seq-1/1,Florida,13747_0,11
13747_0.txt,78,78,him away from deputies who had arrested him and it is stated that the deputies offered no resistence . the,negro,was hanged to a tree after which many shots were his body he was charged fired into . with assault,negro,875,62083,13747,0,sn95026788,"Live Oak daily Democrat. (Live Oak, Fla.)",1907,4,17,seq-1,ed-1,1,https://articleextractor.org/pages/13747/fu_seven_ver02/sn95026788/1907/04/17/ed-1/seq-1/1,Florida,13747_0,11
13747_0.txt,159,159,jail and escaped in the dark- ness while his captors were shooting at random . it is also alleged that,negroes,fired into lynching party . the,negro,875,62083,13747,0,sn95026788,"Live Oak daily Democrat. (Live Oak, Fla.)",1907,4,17,seq-1,ed-1,1,https://articleextractor.org/pages/13747/fu_seven_ver02/sn95026788/1907/04/17/ed-1/seq-1/1,Florida,13747_0,11
13749_0.txt,1,1,,negro,"is lynched . quitman , ga . , oct . 1 . - roy new . some , a negro",negro,876,592090,13749,0,sn86063730,"Brownsville herald (Brownsville, Te...)",1921,10,2,seq-2,ed-1,1,https://articleextractor.org/pages/13749/txdn_burnett_ver01/sn86063730/1921/10/02/ed-1/seq-2/1,Texas,13749_0,13
13749_0.txt,21,21,"negro is lynched . quitman , ga . , oct . 1 . - roy new . some , a",negro,", was taken from a farm near pintta , florida late today and shot to death . he was accused",negro,876,592090,13749,0,sn86063730,"Brownsville herald (Brownsville, Te...)",1921,10,2,seq-2,ed-1,1,https://articleextractor.org/pages/13749/txdn_burnett_ver01/sn86063730/1921/10/02/ed-1/seq-2/1,Texas,13749_0,13
13751_0.txt,97,100,"! "" police had expected o'connor's friends to attempt to rescue him and he was kept in irons after being",taken from the jail,at minneapolis three revolvers were found on o'connor when he was captured during atempted hold- up . an,taken from the jail,877,58521,13751,0,sn84026749,The Washington times (Washington [D.C...),1921,8,1,seq-6,ed-1,1,https://articleextractor.org/pages/13751/dlc_yorkie_ver01/sn84026749/1921/08/01/ed-1/seq-6/1,District of Columbia,13751_0,14
13753_0.txt,28,28,", was killed in boston on the night of the 28th inst . the police are in search of a",negro,"named washington goode , who is suspected of having committed the murder . jealousy is supposed to have been the",negro,879,55247,13753,0,sn83030313,The New York herald (New York [N.Y.]),1848,7,9,seq-2,ed-1,1,https://articleextractor.org/pages/13753/dlc_marcus_ver01/sn83030313/1848/07/09/ed-1/seq-2/1,New York,13753_0,16
13755_0.txt,3,3,the wisconsin,murderer,"lynched and hung by the milwaukee , august 8 . judge larabee held a special term of court yesterday at",murderer,881,236486,13755,0,sn85033637,"The Hillsdale standard (Hillsdale, Mich...)",1855,8,14,seq-2,ed-1,1,https://articleextractor.org/pages/13755/mimtptc_beulah_ver01/sn85033637/1855/08/14/ed-1/seq-2/1,Michigan,13755_0,18
13755_0.txt,38,38,"special term of court yesterday at west bend , washington co . . for the trial of debear , the",murderer,. the jury brought in a verdict of murder in the first degreo . the prisoner was remanded to jail,murderer,881,236486,13755,0,sn85033637,"The Hillsdale standard (Hillsdale, Mich...)",1855,8,14,seq-2,ed-1,1,https://articleextractor.org/pages/13755/mimtptc_beulah_ver01/sn85033637/1855/08/14/ed-1/seq-2/1,Michigan,13755_0,18
13758_0.txt,25,25,"louisville have indicted for murder fifteen persons , and all they could discover as participators in recent lynching of four",negroes,. the,negro,884,662788,13758,0,sn84023200,"Vermont watchman and State journal (Montpelier, Vt.)",1857,6,26,seq-2,ed-1,1,https://articleextractor.org/pages/13758/vtu_graniteville_ver01/sn84023200/1857/06/26/ed-1/seq-2/1,Vermont,13758_0,21
13763_0.txt,26,26,", july 20 , 1859 a dispatch received to- day from marshall , in this state , states that three",negroes,", who were on trial yesterday at that place for rape and murder , were at night taken forcibly from",negro,886,474960,13763,0,sn85026192,"The Perrysburg journal (Perrysburg, Ohi...)",1859,7,28,seq-3,ed-1,1,https://articleextractor.org/pages/13763/ohi_cobweb_ver04/sn85026192/1859/07/28/ed-1/seq-3/1,Ohio,13763_0,24
13764_0.txt,22,22,"the 24th ult wm s . thornhill of . troy . , , mo . , punished one of his",negroes,. the slave rushed upon his master and stabbed him to death with a large knife . he was put,negro,887,478986,13764,0,sn83035143,Cleveland morning leader (Cleveland [Ohio...),1859,1,8,seq-2,ed-1,1,https://articleextractor.org/pages/13764/ohi_desdemona_ver01/sn83035143/1859/01/08/ed-1/seq-2/1,Ohio,13764_0,25
13764_0.txt,53,53,"to death with a large knife . he was put in jail , when a mob collected , took the",negro,"out , and lynched him by burning . in the fejee islands the nibals feast upon as well as roast",negro,887,478986,13764,0,sn83035143,Cleveland morning leader (Cleveland [Ohio...),1859,1,8,seq-2,ed-1,1,https://articleextractor.org/pages/13764/ohi_desdemona_ver01/sn83035143/1859/01/08/ed-1/seq-2/1,Ohio,13764_0,25
13765_0.txt,24,26,california five men hanged by the mob . a correspondent of the san francisco democratic iress give a description of,the lynching of,"five men at los angelas , by a mob . he says : when the prisoners had all been brought",the lynching of,888,42984,13765,0,sn84031490,"Chicago daily tribune (Chicago, Ill.) 1860-1864",1864,1,8,seq-3,ed-1,1,https://articleextractor.org/pages/13765/dlc_edgewater_ver02/sn84031490/1864/01/08/ed-1/seq-3/1,Illinois,13765_0,26
13769_0.txt,2,2,a,negro,lynched at newburg for violating an irish girl- the newburg papers state that on sunday last a terrible riot occurred,negro,891,41345,13769,0,sn85026213,Sunday dispatch (New York [N.Y.]) 1861-1863,1863,6,28,seq-6,ed-1,1,https://articleextractor.org/pages/13769/dlc_dunbar_ver01/sn85026213/1863/06/28/ed-1/seq-6/1,New York,13769_0,29
13769_0.txt,42,42,"occurred in that city caused by the violation of the person of an irish girl named clark , by a",negro,named mulliner . who it is charged- decoyed his victim into the woods and then effected his pur pose .,negro,891,41345,13769,0,sn85026213,Sunday dispatch (New York [N.Y.]) 1861-1863,1863,6,28,seq-6,ed-1,1,https://articleextractor.org/pages/13769/dlc_dunbar_ver01/sn85026213/1863/06/28/ed-1/seq-6/1,New York,13769_0,29
13769_0.txt,273,273,"and soon the ponderous obstacle gave way . about 9 o'clock the inner door was battered in , and the",negro,was pounced upon and beaten until before he left the cell his blood covered its walls . in the hall,negro,891,41345,13769,0,sn85026213,Sunday dispatch (New York [N.Y.]) 1861-1863,1863,6,28,seq-6,ed-1,1,https://articleextractor.org/pages/13769/dlc_dunbar_ver01/sn85026213/1863/06/28/ed-1/seq-6/1,New York,13769_0,29
13769_0.txt,365,365,"up by the neck to the limb of a tree . before the first door was broken in , the",negro,"pleaded and begged to be taken out , and given to the mob to be decently hung . after they",negro,891,41345,13769,0,sn85026213,Sunday dispatch (New York [N.Y.]) 1861-1863,1863,6,28,seq-6,ed-1,1,https://articleextractor.org/pages/13769/dlc_dunbar_ver01/sn85026213/1863/06/28/ed-1/seq-6/1,New York,13769_0,29
13776_0.txt,99,99,"met again , and spain went to his residence , procured his revolver , and shot britt dead . the",murderer,"was at once arrested . a mob soon ( 3 gathered , and threatened summary punishment . they were baulked",murderer,893,690591,13776,0,sn85033123,"The Kenosha telegraph (Kenosha, Wis.)",1869,9,23,seq-1,ed-1,1,https://articleextractor.org/pages/13776/whi_dynamite_ver01/sn85033123/1869/09/23/ed-1/seq-1/1,Wisconsin,13776_0,34
13776_0.txt,237,239,"state that this is the first occurrence of the kind for a long time- if we mistake not , since",the lynching of,"a negro in this city about ten years since . of trod brail mitw the murder of britt , which",the lynching of,893,690591,13776,0,sn85033123,"The Kenosha telegraph (Kenosha, Wis.)",1869,9,23,seq-1,ed-1,1,https://articleextractor.org/pages/13776/whi_dynamite_ver01/sn85033123/1869/09/23/ed-1/seq-1/1,Wisconsin,13776_0,34
13776_0.txt,241,241,"the first occurrence of the kind for a long time- if we mistake not , since the lynching of a",negro,"in this city about ten years since . of trod brail mitw the murder of britt , which was so",negro,893,690591,13776,0,sn85033123,"The Kenosha telegraph (Kenosha, Wis.)",1869,9,23,seq-1,ed-1,1,https://articleextractor.org/pages/13776/whi_dynamite_ver01/sn85033123/1869/09/23/ed-1/seq-1/1,Wisconsin,13776_0,34
13776_0.txt,278,278,", which was so summarily avenged , was certainly of a . most unprovoked and aggravated character , and the",murderer,"was , to our personal knowledge , a man of infamous anteced- ents . but these facts can not justify",murderer,893,690591,13776,0,sn85033123,"The Kenosha telegraph (Kenosha, Wis.)",1869,9,23,seq-1,ed-1,1,https://articleextractor.org/pages/13776/whi_dynamite_ver01/sn85033123/1869/09/23/ed-1/seq-1/1,Wisconsin,13776_0,34
13781_0.txt,298,298,"to plead for his life . in one breath he begged , in the next denounced his assailants as cowardly",murderers,", in the next asserted his innocence of intentional murder , and in the next called on god for mercy",murderer,895,475079,13781,0,sn87076843,"Perrysburg journal. (Perrysburg, Woo...)",1873,4,18,seq-1,ed-1,1,https://articleextractor.org/pages/13781/ohi_cobweb_ver04/sn87076843/1873/04/18/ed-1/seq-1/1,Ohio,13781_0,36
13782_0.txt,64,64,"mob of about one hundred men broke open the jail docrs , seized , carried away , and hung a",negro,"man under sentence of death for rape and murder no resistance was made by . the citizens , and apparently",negro,896,521597,13782,0,sn84026409,"The Somerset herald (Somerset, Pa.)",1874,8,19,seq-2,ed-1,1,https://articleextractor.org/pages/13782/pst_grange_ver01/sn84026409/1874/08/19/ed-1/seq-2/1,Pennsylvania,13782_0,37
13782_0.txt,101,101,"citizens , and apparently no steps are being taken to arrest the offend- be of hanging may no ers a",negro,"but . consequence in that community , when this lawless spirit has had the encouragement of silence , and connivance",negro,896,521597,13782,0,sn84026409,"The Somerset herald (Somerset, Pa.)",1874,8,19,seq-2,ed-1,1,https://articleextractor.org/pages/13782/pst_grange_ver01/sn84026409/1874/08/19/ed-1/seq-2/1,Pennsylvania,13782_0,37
13789_0.txt,9,9,"george scott , a half- breed indian and",negro,", was lynched at brazil , ind . , by a party of masked men , who took him from",negro,899,691714,13789,0,sn85033123,"The Kenosha telegraph (Kenosha, Wis.)",1880,12,17,seq-1,ed-1,1,https://articleextractor.org/pages/13789/whi_engledinger_ver02/sn85033123/1880/12/17/ed-1/seq-1/1,Wisconsin,13789_0,41
13789_1.txt,5,5,south . the three,negroes,"who murdered mrs . kennedy , in clarenden county , 8 . o . , lynched at the scene of",negro,900,691717,13789,1,sn85033123,"The Kenosha telegraph (Kenosha, Wis.)",1880,12,17,seq-1,ed-1,1,https://articleextractor.org/pages/13789/whi_engledinger_ver02/sn85033123/1880/12/17/ed-1/seq-1/1,Wisconsin,13789_1,42
13792_0.txt,3,3,the following,murderers,"were sus- pended on the 31st : doc . wright , colored , at chatham , va . ; al",murderer,901,3806,13792,0,sn84020151,"Huntsville gazette (Huntsville, Ala...)",1882,4,8,seq-1,ed-1,1,https://articleextractor.org/pages/13792/au_inman_ver01/sn84020151/1882/04/08/ed-1/seq-1/1,Alabama,13792_0,50
13793_0.txt,22,22,rule . particulars of the recent attack on the evansville ( ind . ) jall and the kriling of the,murderer,"redman- one of the lynch ers killed and several others arrested redman's crime . evansville , ind . , october",murderer,902,189077,13793,0,sn83040340,"The Iola register (Iola, Allen Cou...)",1882,10,20,seq-2,ed-1,1,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Kansas,13793_0,51
13793_1.txt,197,197,". the county commissioners of hamilton county , ohio , have offered $ 2,000 reward for the capture of the",murderer,"of a . w . ross , the cincinnati coal merchant . the total re wards now foot up $",murderer,903,189079,13793,1,sn83040340,"The Iola register (Iola, Allen Cou...)",1882,10,20,seq-2,ed-1,1,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Kansas,13793_1,52
13793_1.txt,551,551,"of the mob that broke into the evans- ville , indiana , jail and took out redman , the wife",murderer,", were arrested . in the fight that took place the murderer was brained with a sledge- hammer and his",murderer,903,189079,13793,1,sn83040340,"The Iola register (Iola, Allen Cou...)",1882,10,20,seq-2,ed-1,1,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Kansas,13793_1,52
13793_1.txt,563,563,"jail and took out redman , the wife murderer , were arrested . in the fight that took place the",murderer,was brained with a sledge- hammer and his body riddled with bullets . the member of the lynching party killed,murderer,903,189079,13793,1,sn83040340,"The Iola register (Iola, Allen Cou...)",1882,10,20,seq-2,ed-1,1,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Kansas,13793_1,52
13793_2.txt,178,178,"instantly killed . a mob at evansville , ind . , attacked the jail and forcibly carried off the wife",murderer,"redmond , for the purpose of lynching him . officers fired on the mob and killed one man , but",murderer,904,189082,13793,2,sn83040340,"The Iola register (Iola, Allen Cou...)",1882,10,20,seq-2,ed-1,1,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Kansas,13793_2,53
13793_2.txt,205,205,"lynching him . officers fired on the mob and killed one man , but the others got off with the",murderer,". theodore finney , ten years of age , killed himself recently at bellwood , neb . the boy was",murderer,904,189082,13793,2,sn83040340,"The Iola register (Iola, Allen Cou...)",1882,10,20,seq-2,ed-1,1,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Kansas,13793_2,53
13793_2.txt,337,337,"of glendale and villages of hart- well and wyoming offer a reward of $ 5,400 for the capture of the",murderer,", which sum will probably be increased by citizens of cincinnati . h . c . mead , a wealth",murderer,904,189082,13793,2,sn83040340,"The Iola register (Iola, Allen Cou...)",1882,10,20,seq-2,ed-1,1,https://articleextractor.org/pages/13793/khi_dole_ver01/sn83040340/1882/10/20/ed-1/seq-2/1,Kansas,13793_2,53
13798_0.txt,33,36,"man named warner , believed to be the person who outraged little nettie lyons at checoygan tuesday night , was",taken from the jail,"at that place fast night by a mob and hung . the girl identified him as her assailant , but",taken from the jail,906,232516,13798,0,sn83016025,"The Portland daily press (Portland, Me.)",1883,6,16,seq-1,ed-1,1,https://articleextractor.org/pages/13798/me_edgecomb_ver02/sn83016025/1883/06/16/ed-1/seq-1/1,Maine,13798_0,56
13798_1.txt,1,1,,murderers,"hanged . conway , s . c . , june 15 . - solomon hewitt and wm . hardee ,",murderer,907,232549,13798,1,sn83016025,"The Portland daily press (Portland, Me.)",1883,6,16,seq-1,ed-1,1,https://articleextractor.org/pages/13798/me_edgecomb_ver02/sn83016025/1883/06/16/ed-1/seq-1/1,Maine,13798_1,57
13798_2.txt,2,2,a,negro,"murderer was taken from jail in rockford , ala . , yesterday by a mob and bang ed . john",negro,908,232552,13798,2,sn83016025,"The Portland daily press (Portland, Me.)",1883,6,16,seq-1,ed-1,1,https://articleextractor.org/pages/13798/me_edgecomb_ver02/sn83016025/1883/06/16/ed-1/seq-1/1,Maine,13798_2,58
13798_2.txt,3,3,a negro,murderer,"was taken from jail in rockford , ala . , yesterday by a mob and bang ed . john radford",murderer,908,232552,13798,2,sn83016025,"The Portland daily press (Portland, Me.)",1883,6,16,seq-1,ed-1,1,https://articleextractor.org/pages/13798/me_edgecomb_ver02/sn83016025/1883/06/16/ed-1/seq-1/1,Maine,13798_2,58
13799_0.txt,17,17,"lynched . little rock , ark . , april 4 . - albert williams , a",negro,"boy , who outraged a little daughter col . haskew , saturday , was taken from the of officers to-",negro,909,232502,13799,0,sn83016025,"The Portland daily press (Portland, Me.)",1883,4,5,seq-1,ed-1,1,https://articleextractor.org/pages/13799/me_edgecomb_ver02/sn83016025/1883/04/05/ed-1/seq-1/1,Maine,13799_0,59
13799_1.txt,25,25,". chicago , april 4 . - the journal's hastings , neb . special says : ingham and green ,",murderers,of cash millett were hanged by a mob of 35 masked men last night . it is not known what,murderer,910,232505,13799,1,sn83016025,"The Portland daily press (Portland, Me.)",1883,4,5,seq-1,ed-1,1,https://articleextractor.org/pages/13799/me_edgecomb_ver02/sn83016025/1883/04/05/ed-1/seq-1/1,Maine,13799_1,60
13800_0.txt,66,66,"in the suburbs of this city , insensible , mangled in a terrible manneruised and evidently a victim of a",fiendish,crime . the child's arms and legs were frozen stiff . at 11 o'clock on thursday morning she became conscious,fiend,912,496977,13800,0,sn84028490,"The Stark County Democrat (Canton, Ohio)",1883,2,14,seq-1,ed-1,1,https://articleextractor.org/pages/13800/ohi_jaques_ver01/sn84028490/1883/02/14/ed-1/seq-1/1,Ohio,13800_0,62
13805_0.txt,6,8,the ida wells crusade against,the lynching of,negro brutes who assault white women has been effective only where the facts are far off and little known .,the lynching of,915,309902,13805,0,sn89066235,"The news boy. (Benton, Scott C...)",1894,8,18,seq-4,ed-1,1,https://articleextractor.org/pages/13805/mohi_gordon_ver01/sn89066235/1894/08/18/ed-1/seq-4/1,Missouri,13805_0,70
13805_0.txt,9,9,the ida wells crusade against the lynching of,negro,brutes who assault white women has been effective only where the facts are far off and little known . ida,negro,915,309902,13805,0,sn89066235,"The news boy. (Benton, Scott C...)",1894,8,18,seq-4,ed-1,1,https://articleextractor.org/pages/13805/mohi_gordon_ver01/sn89066235/1894/08/18/ed-1/seq-4/1,Missouri,13805_0,70
13806_0.txt,15,15,purpose of this assemblage was the discus sion of the better education of the,negroes,"at the south . "" in further rebuttal of your statement , may i say that last sunday afternoon the",negro,916,64288,13806,0,sn89053706,"The Atlanta constitution (Atlanta, Ga.)",1894,4,10,seq-9,ed-1,1,https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1,Georgia,13806_0,71
13806_0.txt,51,51,"that last sunday afternoon the president of the baptist theological seminary of this city , established for the training of",negroes,", by invitation addressed the young men's christian association , and i did not hear of any threat or indication",negro,916,64288,13806,0,sn89053706,"The Atlanta constitution (Atlanta, Ga.)",1894,4,10,seq-9,ed-1,1,https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1,Georgia,13806_0,71
13806_0.txt,111,111,", in this city , a learned and distinguished minister who makes his home in atlanta and preaches to the",negroes,"throughout the state , under the joint employment of the baptist state and home mission boards . this minister is",negro,916,64288,13806,0,sn89053706,"The Atlanta constitution (Atlanta, Ga.)",1894,4,10,seq-9,ed-1,1,https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1,Georgia,13806_0,71
13806_0.txt,407,407,is absolutely false . in denial it may be sufficient to say that we always have from two to four,negro,"representatives in our general assembly , and the negroes in general elections deposit their ballots without interfer ence or hindrance",negro,916,64288,13806,0,sn89053706,"The Atlanta constitution (Atlanta, Ga.)",1894,4,10,seq-9,ed-1,1,https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1,Georgia,13806_0,71
13806_0.txt,416,416,"sufficient to say that we always have from two to four negro representatives in our general assembly , and the",negroes,in general elections deposit their ballots without interfer ence or hindrance at any precinct where . white neighbors are allowed,negro,916,64288,13806,0,sn89053706,"The Atlanta constitution (Atlanta, Ga.)",1894,4,10,seq-9,ed-1,1,https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1,Georgia,13806_0,71
13806_0.txt,444,444,"interfer ence or hindrance at any precinct where . white neighbors are allowed to vote . "" you say '",negroes,"are lynched . ' so they are in illinois , indiana , kansas and other states . if the authorities",negro,916,64288,13806,0,sn89053706,"The Atlanta constitution (Atlanta, Ga.)",1894,4,10,seq-9,ed-1,1,https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1,Georgia,13806_0,71
13806_0.txt,508,508,"prevent murder , la bor riots , and all kinds of violence ? "" when you say that crimes against",negroes,"are looked upon with ' positive favor , "" you do such gross violence to the truth that the statement",negro,916,64288,13806,0,sn89053706,"The Atlanta constitution (Atlanta, Ga.)",1894,4,10,seq-9,ed-1,1,https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1,Georgia,13806_0,71
13806_1.txt,8,8,"lynching in pennsylvania . "" an escaped",murderer,"recaptured and hanged to a tree by a mob . "" stroudsburg , pa . , march 15 . -",murderer,917,64291,13806,1,sn89053706,"The Atlanta constitution (Atlanta, Ga.)",1894,4,10,seq-9,ed-1,1,https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1,Georgia,13806_1,72
13806_1.txt,89,89,", but was overpowered and taken to palmer's island by the mob . a rope was obtained , and the",murderer,"hanged to a tree until dead ( by pennsylvania "" scoundrels . "" ) ' and , again , seven",murderer,917,64291,13806,1,sn89053706,"The Atlanta constitution (Atlanta, Ga.)",1894,4,10,seq-9,ed-1,1,https://articleextractor.org/pages/13806/gu_fornax_ver01/sn89053706/1894/04/10/ed-1/seq-9/1,Georgia,13806_1,72
