...1,filename,sentence,file_id2,newspaper_name,newspaper_state,date,year,month,day,page,edition,mod_id,unnamed_0,file_id,article_id,sn,url,filepath
76787,18331_0.txt,Will Offer No Reward.,18331_0,"Barton County democrat (Great Bend, Kan...)",Kansas,1900-02-02,1900,2,2,seq-7,ed-1,1,4290,18331,0,sn83040198,https://articleextractor.org/pages/18331/khi_finney_ver02/sn83040198/2/2/ed-1/seq-7/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18331_0.txt
66386,17627_0.txt,"city, and brought",17627_0,"Gardnerville record. (Gardnerville, N...)",Nevada,1900-02-06,1900,2,6,seq-1,ed-1,1,9315,17627,0,sn86076321,https://articleextractor.org/pages/17627/nvln_jackpot_ver01/sn86076321/2/6/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17627_0.txt
66391,17627_1.txt,"they may die. Honeycutt is in jail, and",17627_1,"Gardnerville record. (Gardnerville, N...)",Nevada,1900-02-06,1900,2,6,seq-1,ed-1,1,9316,17627,1,sn86076321,https://articleextractor.org/pages/17627/nvln_jackpot_ver01/sn86076321/2/6/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17627_1.txt
77142,18352_0.txt,Excitement Over a Shooting.,18352_0,"Daily public ledger (Maysville, Ky.)",Kentucky,1900-02-08,1900,2,8,seq-2,ed-1,1,4896,18352,0,sn86069117,https://articleextractor.org/pages/18352/kyu_gandhi_ver01/sn86069117/2/8/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18352_0.txt
11867,8553_0.txt,LYNCHING IN TEXAS,8553_0,NA,Nebraska,1900-02-12,1900,2,12,seq-1,ed-1,1,7497,8553,0,sn99021999,https://articleextractor.org/pages/8553/nbu_emerson_ver01/sn99021999/2/12/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8553_0.txt
44710,14641_0.txt,committed on the afternoon other purposes,14641_0,"River Falls journal (River Falls, Pi...)",Wisconsin,1900-02-15,1900,2,15,seq-2,ed-1,1,13224,14641,0,sn85033255,https://articleextractor.org/pages/14641/whi_hegmeister_ver01/sn85033255/2/15/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14641_0.txt
19202,8759_0.txt,TEXAS MURDERER LYNCHED,8759_0,"The Red Cloud chief (Red Cloud, Webs...)",Nebraska,1900-02-16,1900,2,16,seq-6,ed-1,1,7480,8759,0,sn84022835,https://articleextractor.org/pages/8759/nbu_dunning_ver01/sn84022835/2/16/ed-1/seq-6/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8759_0.txt
78498,18425_0.txt,"Aiken, S. C., Feb. 19.- Will Burts, a",18425_0,"Adams County news (Ritzville, Wash...)",Washington,1900-02-21,1900,2,21,seq-4,ed-1,1,12891,18425,0,sn87093056,https://articleextractor.org/pages/18425/wa_hoh_ver01/sn87093056/2/21/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18425_0.txt
101663,19590_0.txt,"A mob lynched Will Burts, a negro,",19590_0,"Potosi journal. (Potosi, Mo.)",Missouri,1900-02-21,1900,2,21,seq-2,ed-1,1,6755,19590,0,sn90061371,https://articleextractor.org/pages/19590/mohi_marmaduke_ver02/sn90061371/2/21/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19590_0.txt
19188,8757_0.txt,"A mob lynched Will Burts, a negro,",8757_0,"River Falls journal (River Falls, Pi...)",Wisconsin,1900-02-22,1900,2,22,seq-2,ed-1,1,13225,8757,0,sn85033255,https://articleextractor.org/pages/8757/whi_hegmeister_ver01/sn85033255/2/22/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8757_0.txt
19191,8757_1.txt,Bloody Fight in Texas.,8757_1,"River Falls journal (River Falls, Pi...)",Wisconsin,1900-02-22,1900,2,22,seq-2,ed-1,1,13226,8757,1,sn85033255,https://articleextractor.org/pages/8757/whi_hegmeister_ver01/sn85033255/2/22/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8757_1.txt
76958,18341_0.txt,"Will Burts, colored, was lynched",18341_0,"The citizen. (Frederick City,...)",Maryland,1900-02-23,1900,2,23,seq-1,ed-1,1,5199,18341,0,sn89060092,https://articleextractor.org/pages/18341/mdu_frederick_ver03/sn89060092/2/23/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18341_0.txt
71628,17974_0.txt,"Aiken, S. C., Feb. 18.- Will Burts, a",17974_0,"The Greenville times (Greenville, Mis...)",Mississippi,1900-02-24,1900,2,24,seq-6,ed-1,1,6872,17974,0,sn85034374,https://articleextractor.org/pages/17974/msar_cloudchaser_ver01/sn85034374/2/24/ed-1/seq-6/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17974_0.txt
76971,18344_0.txt,DOUBLE MURDERER LYNCHED.,18344_0,"The St. Louis Republic (St. Louis, Mo.)",Missouri,1900-03-12,1900,3,12,seq-6,ed-1,1,6682,18344,0,sn84020274,https://articleextractor.org/pages/18344/mohi_kersee_ver01/sn84020274/3/12/ed-1/seq-6/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18344_0.txt
66300,17618_0.txt,For attempting to outrage a 16,17618_0,"Perrysburg journal. (Perrysburg, Woo...)",Ohio,1900-03-23,1900,3,23,seq-2,ed-1,1,9709,17618,0,sn87076843,https://articleextractor.org/pages/17618/ohi_foxtrot_ver01/sn87076843/3/23/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17618_0.txt
66306,17618_1.txt,printed.,17618_1,"Perrysburg journal. (Perrysburg, Woo...)",Ohio,1900-03-23,1900,3,23,seq-2,ed-1,1,9710,17618,1,sn87076843,https://articleextractor.org/pages/17618/ohi_foxtrot_ver01/sn87076843/3/23/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17618_1.txt
76743,18326_0.txt,A negro was lynched recently at Val,18326_0,"The Bowbells tribune (Bowbells, Ward ...)",North Dakota,1900-03-23,1900,3,23,seq-2,ed-1,1,8840,18326,0,sn88076095,https://articleextractor.org/pages/18326/ndhi_jodium_ver01/sn88076095/3/23/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18326_0.txt
38245,14386_0.txt,EMPORIA FINALLY,14386_0,"The age-herald (Birmingham, Ala...)",Alabama,1900-03-25,1900,3,25,seq-1,ed-1,1,731,14386,0,sn86072192,https://articleextractor.org/pages/14386/au_brown_ver01/sn86072192/3/25/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14386_0.txt
16209,8697_0.txt,treated with the utmost leniency and generosity,8697_0,"The St. Louis Republic (St. Louis, Mo.)",Missouri,1900-03-27,1900,3,27,seq-3,ed-1,1,6683,8697,0,sn84020274,https://articleextractor.org/pages/8697/mohi_kersee_ver01/sn84020274/3/27/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8697_0.txt
36859,14330_0.txt,Negro Fiend Lynched.,14330_0,The San Francisco call (San Francisco [...),California,1900-03-27,1900,3,27,seq-9,ed-1,1,1573,14330,0,sn85066387,https://articleextractor.org/pages/14330/curiv_albion_ver01/sn85066387/3/27/ed-1/seq-9/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14330_0.txt
79380,18469_0.txt,Mob Law in Virginia.,18469_0,"Marietta daily leader. (Marietta, Ohio)",Ohio,1900-03-27,1900,3,27,seq-2,ed-1,1,9467,18469,0,sn87075213,https://articleextractor.org/pages/18469/ohi_charlie_ver01/sn87075213/3/27/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18469_0.txt
101078,19569_0.txt,NEGRO LYNCHED,19569_0,Deseret evening news (Great Salt Lake...),Utah,1900-03-27,1900,3,27,seq-1,ed-1,1,11641,19569,0,sn83045555,https://articleextractor.org/pages/19569/uuml_eight_ver01/sn83045555/3/27/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19569_0.txt
64860,17488_0.txt,"Maryland had another lynching, Mon",17488_0,"Delaware gazette and state journal. (Wilmington, Del...)",Delaware,1900-03-29,1900,3,29,seq-4,ed-1,1,1890,17488,0,sn88053046,https://articleextractor.org/pages/17488/deu_horcrux_ver01/sn88053046/3/29/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17488_0.txt
66644,17651_0.txt,"and pick up a few""' s.""",17651_0,"The Saint Paul globe. (St. Paul, Minn.)",Minnesota,1900-03-29,1900,3,29,seq-4,ed-1,1,6173,17651,0,sn90059523,https://articleextractor.org/pages/17651/mnhi_nisswa_ver01/sn90059523/3/29/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17651_0.txt
66689,17660_0.txt,forth the true causes that led to the,17660_0,"The news & observer (Raleigh, N.C.)",North Carolina,1900-03-29,1900,3,29,seq-4,ed-1,1,8158,17660,0,sn85042104,https://articleextractor.org/pages/17660/ncu_griffin_ver01/sn85042104/3/29/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17660_0.txt
64443,17475_0.txt,IS DISGUSTED,17475_0,"The Wilmington daily Republican. (Wilmington, Del...)",Delaware,1900-03-31,1900,3,31,seq-4,ed-1,1,1866,17475,0,sn88053055,https://articleextractor.org/pages/17475/deu_fidelius_ver01/sn88053055/3/31/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17475_0.txt
102758,19622_0.txt,"by a mob near Carthage, S. C.",19622_0,"The L'Anse sentinel. (L'Anse, L.S., M...)",Michigan,1900-03-31,1900,3,31,seq-2,ed-1,1,5532,19622,0,sn96077142,https://articleextractor.org/pages/19622/mimtptc_jonesville_ver01/sn96077142/3/31/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19622_0.txt
102760,19622_1.txt,"At Gretna, Neb., a mob took Louis",19622_1,"The L'Anse sentinel. (L'Anse, L.S., M...)",Michigan,1900-03-31,1900,3,31,seq-2,ed-1,1,5533,19622,1,sn96077142,https://articleextractor.org/pages/19622/mimtptc_jonesville_ver01/sn96077142/3/31/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19622_1.txt
102764,19622_2.txt,A mob besieged all day the jail at,19622_2,"The L'Anse sentinel. (L'Anse, L.S., M...)",Michigan,1900-03-31,1900,3,31,seq-2,ed-1,1,5534,19622,2,sn96077142,https://articleextractor.org/pages/19622/mimtptc_jonesville_ver01/sn96077142/3/31/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19622_2.txt
102768,19622_3.txt,Louis Rice( colored) was hanged by,19622_3,"The L'Anse sentinel. (L'Anse, L.S., M...)",Michigan,1900-03-31,1900,3,31,seq-2,ed-1,1,5535,19622,3,sn96077142,https://articleextractor.org/pages/19622/mimtptc_jonesville_ver01/sn96077142/3/31/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19622_3.txt
102771,19622_4.txt,Nevison Morris and Frank White,19622_4,"The L'Anse sentinel. (L'Anse, L.S., M...)",Michigan,1900-03-31,1900,3,31,seq-2,ed-1,1,5536,19622,4,sn96077142,https://articleextractor.org/pages/19622/mimtptc_jonesville_ver01/sn96077142/3/31/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19622_4.txt
102774,19622_5.txt,Walter Cotton( colored) and O'Grady,19622_5,"The L'Anse sentinel. (L'Anse, L.S., M...)",Michigan,1900-03-31,1900,3,31,seq-2,ed-1,1,5537,19622,5,sn96077142,https://articleextractor.org/pages/19622/mimtptc_jonesville_ver01/sn96077142/3/31/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19622_5.txt
76825,18334_0.txt,NO PRESENTMENTS MADE.,18334_0,"The semi-weekly messenger (Wilmington, N.C...)",North Carolina,1900-04-06,1900,4,6,seq-1,ed-1,1,8108,18334,0,sn91068367,https://articleextractor.org/pages/18334/ncu_green_ver01/sn91068367/4/6/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18334_0.txt
19144,8755_0.txt,MISSOURI NEGRO IS LYNCHED,8755_0,NA,Nebraska,1900-04-29,1900,4,29,seq-2,ed-1,1,7697,8755,0,sn99021999,https://articleextractor.org/pages/8755/nbu_julius_ver01/sn99021999/4/29/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8755_0.txt
77556,18376_0.txt,NEGRO LYNCHED IN MISSOURI.,18376_0,"The St. Louis Republic (St. Louis, Mo.)",Missouri,1900-04-29,1900,4,29,seq-1,ed-1,1,6526,18376,0,sn84020274,https://articleextractor.org/pages/18376/mohi_gaines_ver01/sn84020274/4/29/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18376_0.txt
19083,8753_0.txt,Negro Reported Lynched.,8753_0,"The Wheeling daily intelligencer (Wheeling, W. Va...)",West Virginia,1900-05-07,1900,5,7,seq-5,ed-1,1,13460,8753,0,sn84026844,https://articleextractor.org/pages/8753/wvu_germany_ver01/sn84026844/5/7/ed-1/seq-5/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8753_0.txt
71841,17997_0.txt,"HINTON, W. Va., May 11.- William",17997_0,The times (Washington [D.C...),District of Columbia,1900-05-12,1900,5,12,seq-1,ed-1,1,1947,17997,0,sn85054468,https://articleextractor.org/pages/17997/dlc_barack_ver01/sn85054468/5/12/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17997_0.txt
79286,18461_0.txt,Negro Lynched in West Virginia.,18461_0,The sun (New York [N.Y.]) 1833-1916,New York,1900-05-12,1900,5,12,seq-1,ed-1,1,9078,18461,0,sn83030272,https://articleextractor.org/pages/18461/nn_aristotle_ver01/sn83030272/5/12/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18461_0.txt
76998,18346_0.txt,NEGRO LYNCHED.,18346_0,"The Stark County Democrat (Canton, Ohio)",Ohio,1900-05-15,1900,5,15,seq-1,ed-1,1,9766,18346,0,sn84028490,https://articleextractor.org/pages/18346/ohi_golf_ver04/sn84028490/5/15/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18346_0.txt
66375,17625_0.txt,the tribal rolls.,17625_0,"The Norfolk weekly news. (Norfolk, Neb.)",Nebraska,1900-05-17,1900,5,17,seq-1,ed-1,1,7681,17625,0,sn95070060,https://articleextractor.org/pages/17625/nbu_indianola_ver01/sn95070060/5/17/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17625_0.txt
78439,18424_0.txt,Hon.,18424_0,"The gold leaf (Henderson, N.C.)",North Carolina,1900-05-17,1900,5,17,seq-4,ed-1,1,8189,18424,0,sn91068402,https://articleextractor.org/pages/18424/ncu_haw_ver01/sn91068402/5/17/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18424_0.txt
78469,18424_1.txt,He also suggested that in a county,18424_1,"The gold leaf (Henderson, N.C.)",North Carolina,1900-05-17,1900,5,17,seq-4,ed-1,1,8190,18424,1,sn91068402,https://articleextractor.org/pages/18424/ncu_haw_ver01/sn91068402/5/17/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18424_1.txt
78706,18433_0.txt,ANOTHER NEGRO LYNCHED.,18433_0,"The Saint Paul globe. (St. Paul, Minn.)",Minnesota,1900-05-17,1900,5,17,seq-1,ed-1,1,6174,18433,0,sn90059523,https://articleextractor.org/pages/18433/mnhi_nisswa_ver01/sn90059523/5/17/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18433_0.txt
77364,18365_0.txt,CHASED CRIMINAL BY STEAM.,18365_0,"The evening times (Washington, D.C...)",District of Columbia,1900-05-23,1900,5,23,seq-3,ed-1,1,2333,18365,0,sn84024441,https://articleextractor.org/pages/18365/dlc_mike_ver01/sn84024441/5/23/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18365_0.txt
77381,18365_1.txt,As soon as it was known that Kimblern,18365_1,"The evening times (Washington, D.C...)",District of Columbia,1900-05-23,1900,5,23,seq-3,ed-1,1,2334,18365,1,sn84024441,https://articleextractor.org/pages/18365/dlc_mike_ver01/sn84024441/5/23/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18365_1.txt
77573,18378_0.txt,SHERIFF'S RUSE FOILS A MOB.,18378_0,"The Hocking sentinel (Logan, Ohio)",Ohio,1900-05-31,1900,5,31,seq-2,ed-1,1,9545,18378,0,sn85038119,https://articleextractor.org/pages/18378/ohi_delta_ver01/sn85038119/5/31/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18378_0.txt
77597,18378_1.txt,Murderer Is Lynched by a Mob.,18378_1,"The Hocking sentinel (Logan, Ohio)",Ohio,1900-05-31,1900,5,31,seq-2,ed-1,1,9546,18378,1,sn85038119,https://articleextractor.org/pages/18378/ohi_delta_ver01/sn85038119/5/31/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18378_1.txt
76795,18332_0.txt,TRIED TORTURE ON A NEGRO.,18332_0,The sun (New York [N.Y.]) 1833-1916,New York,1900-06-06,1900,6,6,seq-4,ed-1,1,9079,18332,0,sn83030272,https://articleextractor.org/pages/18332/nn_aristotle_ver01/sn83030272/6/6/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18332_0.txt
66295,17617_0.txt,"from Tutwiler, Miss., states that a",17617_0,"The Hickman courier (Hickman, Ky.)",Kentucky,1900-06-08,1900,6,8,seq-2,ed-1,1,4956,17617,0,sn85052141,https://articleextractor.org/pages/17617/kyu_kinks_ver01/sn85052141/6/8/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17617_0.txt
117846,86128_0.txt,LYNCHED IN GEORGIA,86128_0,NA,Oregon,1900-06-09,1900,6,9,seq-1,ed-1,2,10194,86128,0,sn99063956,https://articleextractor.org/pages/86128/oru_estlund_ver01/sn99063956/6/9/ed-1/seq-1/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/86128_0.txt
77781,18394_0.txt,An unknown negro was lynched Sunday,18394_0,"The news & observer (Raleigh, N.C.)",North Carolina,1900-06-12,1900,6,12,seq-1,ed-1,1,8159,18394,0,sn85042104,https://articleextractor.org/pages/18394/ncu_griffin_ver01/sn85042104/6/12/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18394_0.txt
102078,19595_0.txt,"Askew and Ross( negroes), believed",19595_0,"Potosi journal. (Potosi, Mo.)",Missouri,1900-06-13,1900,6,13,seq-2,ed-1,1,6756,19595,0,sn90061371,https://articleextractor.org/pages/19595/mohi_marmaduke_ver02/sn90061371/6/13/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19595_0.txt
102082,19595_1.txt,A mob lynched Simon Adams( col,19595_1,"Potosi journal. (Potosi, Mo.)",Missouri,1900-06-13,1900,6,13,seq-2,ed-1,1,6757,19595,1,sn90061371,https://articleextractor.org/pages/19595/mohi_marmaduke_ver02/sn90061371/6/13/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/19595_1.txt
78367,18421_0.txt,""" We shall see,"" answered Ronald.",18421_0,"Williston graphic. (Williston, Will...)",North Dakota,1900-06-14,1900,6,14,seq-3,ed-1,1,8843,18421,0,sn88076270,https://articleextractor.org/pages/18421/ndhi_kensal_ver01/sn88076270/6/14/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18421_0.txt
78374,18421_1.txt,""" I hope they will chase' im out near",18421_1,"Williston graphic. (Williston, Will...)",North Dakota,1900-06-14,1900,6,14,seq-3,ed-1,1,8845,18421,1,sn88076270,https://articleextractor.org/pages/18421/ndhi_kensal_ver01/sn88076270/6/14/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18421_1.txt
77066,18350_0.txt,Two Negroes Lynched.,18350_0,"The Mt. Sterling advocate. (Mt. Sterling, K...)",Kentucky,1900-06-19,1900,6,19,seq-5,ed-1,1,4958,18350,0,sn86069675,https://articleextractor.org/pages/18350/kyu_kinks_ver01/sn86069675/6/19/ed-1/seq-5/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18350_0.txt
79134,18453_0.txt,"A GEORGIA REPUBLICAN .-"" You Republicans",18453_0,New-York tribune (New York [N.Y.]),New York,1900-06-21,1900,6,21,seq-17,ed-1,1,2209,18453,0,sn83030214,https://articleextractor.org/pages/18453/dlc_iceland_ver01/sn83030214/6/21/ed-1/seq-17/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18453_0.txt
22712,8868_0.txt,"Metcalfe, Ga.",8868_0,"The Washburn leader (Washburn, McLea...)",North Dakota,1900-06-23,1900,6,23,seq-2,ed-1,1,8765,8868,0,sn85000631,https://articleextractor.org/pages/8868/ndhi_hydrogen_ver01/sn85000631/6/23/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8868_0.txt
64878,17489_0.txt,A MANIAC'S FRIGHTFUL CRIME,17489_0,"Delaware gazette and state journal. (Wilmington, Del...)",Delaware,1900-06-28,1900,6,28,seq-7,ed-1,1,1891,17489,0,sn88053046,https://articleextractor.org/pages/17489/deu_horcrux_ver01/sn88053046/6/28/ed-1/seq-7/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17489_0.txt
76832,18335_0.txt,The original trouble arose over an at,18335_0,The times (Washington [D.C...),District of Columbia,1900-07-04,1900,7,4,seq-2,ed-1,1,1948,18335,0,sn85054468,https://articleextractor.org/pages/18335/dlc_barack_ver01/sn85054468/7/4/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18335_0.txt
76851,18336_0.txt,NEGRO SLAYS A FLORIDIAN.,18336_0,"The Atlanta constitution (Atlanta, Ga.)",Georgia,1900-07-16,1900,7,16,seq-12,ed-1,1,2734,18336,0,sn89053706,https://articleextractor.org/pages/18336/gu_graco_ver01/sn89053706/7/16/ed-1/seq-12/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/18336_0.txt
44791,14645_0.txt,A mob lynched John Jennings( col,14645_0,"River Falls journal (River Falls, Pi...)",Wisconsin,1900-07-19,1900,7,19,seq-2,ed-1,1,13227,14645,0,sn85033255,https://articleextractor.org/pages/14645/whi_hegmeister_ver01/sn85033255/7/19/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14645_0.txt
