file_id2,newspaper_name,year,date,newspaper_state,URL
8189_0,NA,1887,1887-02-03,Texas,https://articleextractor.org/pages/8189/txdn_echo_ver03/sn86064205/1887/02/03/ed-1/seq-6/1
8190_0,"The Topeka state journal (Topeka, Kansas)",1910,1910-09-03,Kansas,https://articleextractor.org/pages/8190/khi_edelbrock_ver01/sn82016014/1910/09/03/ed-1/seq-12/1
8191_0,"St. Paul daily globe (Saint Paul, Min...)",1893,1893-08-29,Minnesota,https://articleextractor.org/pages/8191/mnhi_gonvick_ver01/sn90059522/1893/08/29/ed-1/seq-4/1
8192_0,The Salt Lake herald (Salt Lake City ...),1887,1887-07-28,Utah,https://articleextractor.org/pages/8192/uuml_griffith_ver01/sn85058130/1887/07/28/ed-1/seq-1/1
8193_0,"The Evening critic (Washington, D.C...)",1884,1884-01-17,District of Columbia,https://articleextractor.org/pages/8193/dlc_franklin_ver01/sn82014424/1884/01/17/ed-1/seq-1/1
8194_0,NA,1887,1887-11-17,South Dakota,https://articleextractor.org/pages/8194/sdhi_imbe_ver01/sn98062948/1887/11/17/ed-1/seq-2/1
8196_0,NA,1887,1887-06-14,District of Columbia,https://articleextractor.org/pages/8196/dlc_chester_ver02/sn86053573/1887/06/14/ed-1/seq-1/2
8197_0,"The Russellville Democrat (Russellville, A...)",1893,1893-11-30,Arkansas,https://articleextractor.org/pages/8197/arhi_igglybuff_ver01/sn84023017/1893/11/30/ed-1/seq-2/1
8200_0,"Tensas gazette (St. Joseph, La.)",1909,1909-04-30,Louisiana,https://articleextractor.org/pages/8200/lu_roulette_ver01/sn87090131/1909/04/30/ed-1/seq-4/1
8201_0,"The News-Herald (Hillsboro, High...)",1887,1887-02-10,Ohio,https://articleextractor.org/pages/8201/ohi_india_ver01/sn85038161/1887/02/10/ed-1/seq-2/1
8202_0,"The Emporia weekly news (Emporia, Kan.)",1885,1885-07-02,Kansas,https://articleextractor.org/pages/8202/khi_brown_ver01/sn85030221/1885/07/02/ed-1/seq-1/1
8204_0,"The Cheyenne daily leader (Cheyenne, Wyo.) 1887-1895",1888,1888-10-28,Wyoming,https://articleextractor.org/pages/8204/wyu_calpet_ver02/sn86072173/1888/10/28/ed-1/seq-1/2
8207_0,New-York tribune (New York [N.Y.]),1888,1888-12-27,New York,https://articleextractor.org/pages/8207/dlc_mazda_ver01/sn83030214/1888/12/27/ed-1/seq-4/2
8213_0,"The Brookhaven leader (Brookhaven, Mis...)",1888,1888-06-21,Mississippi,https://articleextractor.org/pages/8213/msar_agate_ver01/sn86074058/1888/06/21/ed-1/seq-2/3
8215_0,"Evening star (Washington, D.C...)",1912,1912-10-06,District of Columbia,https://articleextractor.org/pages/8215/dlc_neptunian_ver01/sn83045462/1912/10/06/ed-1/seq-24/2
8220_0,The Indianapolis journal (Indianapolis [I...),1897,1897-07-22,Indiana,https://articleextractor.org/pages/8220/in_bradlaugh_ver02/sn82015679/1897/07/22/ed-1/seq-5/2
8222_0,Los Angeles herald (Los Angeles [Calif.]) 1890-1893,1890,1890-11-01,California,https://articleextractor.org/pages/8222/curiv_lovelock_ver01/sn84025968/1890/11/01/ed-1/seq-2/2
8226_0,"Western Kansas world (WaKeeney, Kan.)",1889,1889-07-13,Kansas,https://articleextractor.org/pages/8226/khi_earhart_ver01/sn82015485/1889/07/13/ed-1/seq-7/1
8237_0,NA,1897,1897-02-12,Nebraska,https://articleextractor.org/pages/8237/nbu_indianola_ver01/sn94056415/1897/02/12/ed-1/seq-6/2
8240_0,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1910,1910-07-04,California,https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462/1910/07/04/ed-1/seq-1/1
8241_0,"Semi-weekly interior journal (Stanford, Ky.)",1886,1886-10-08,Kentucky,https://articleextractor.org/pages/8241/kyu_hairspray_ver01/sn85052020/1886/10/08/ed-1/seq-2/1
8242_0,NA,1909,1909-06-04,Georgia,https://articleextractor.org/pages/8242/gu_graco_ver01/sn86090947/1909/06/04/ed-1/seq-1/1
8244_0,NA,1909,1909-11-18,Colorado,https://articleextractor.org/pages/8244/cohi_irwin_ver01/sn90051548/1909/11/18/ed-1/seq-3/1
8245_0,"The Wichita daily eagle (Wichita, Kan.)",1890,1890-09-04,Kansas,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/1
8245_1,"The Wichita daily eagle (Wichita, Kan.)",1890,1890-09-04,Kansas,https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/1
8246_0,"The Ketchum keystone (Ketchum, Idaho)",1887,1887-05-14,Idaho,https://articleextractor.org/pages/8246/idhi_iles_ver01/sn86091095/1887/05/14/ed-1/seq-3/1
8247_0,"The morning news (Savannah, Ga.)",1887,1887-07-20,Georgia,https://articleextractor.org/pages/8247/gu_bobbsey_ver02/sn86063034/1887/07/20/ed-1/seq-2/1
8248_0,"River Falls journal (River Falls, Pi...)",1884,1884-01-03,Wisconsin,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/1
8248_1,"River Falls journal (River Falls, Pi...)",1884,1884-01-03,Wisconsin,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/1
8248_2,"River Falls journal (River Falls, Pi...)",1884,1884-01-03,Wisconsin,https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/1
8250_0,"The Forrest City times (Forrest City, A...)",1892,1892-05-20,Arkansas,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/1
8250_1,"The Forrest City times (Forrest City, A...)",1892,1892-05-20,Arkansas,https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/1
8252_0,"The Birmingham age-herald (Birmingham, Ala...)",1910,1910-07-05,Alabama,https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1
8252_1,"The Birmingham age-herald (Birmingham, Ala...)",1910,1910-07-05,Alabama,https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1
8252_2,"The Birmingham age-herald (Birmingham, Ala...)",1910,1910-07-05,Alabama,https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1
8252_3,"The Birmingham age-herald (Birmingham, Ala...)",1910,1910-07-05,Alabama,https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1
8252_4,"The Birmingham age-herald (Birmingham, Ala...)",1910,1910-07-05,Alabama,https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1
8253_0,"The Magnolia gazette (Magnolia, Miss.)",1892,1892-06-25,Mississippi,https://articleextractor.org/pages/8253/msar_ikat_ver01/sn85034447/1892/06/25/ed-1/seq-3/1
8254_0,"The Mankato free press (Mankato, Blue E...)",1892,1892-05-06,Minnesota,https://articleextractor.org/pages/8254/mnhi_fencing_ver02/sn83016589/1892/05/06/ed-1/seq-6/1
8254_1,"The Mankato free press (Mankato, Blue E...)",1892,1892-05-06,Minnesota,https://articleextractor.org/pages/8254/mnhi_fencing_ver02/sn83016589/1892/05/06/ed-1/seq-6/1
8256_0,NA,1892,1892-10-15,Wisconsin,https://articleextractor.org/pages/8256/whi_jane_ver01/sn86086770/1892/10/15/ed-1/seq-2/1
8256_1,NA,1892,1892-10-15,Wisconsin,https://articleextractor.org/pages/8256/whi_jane_ver01/sn86086770/1892/10/15/ed-1/seq-2/1
8257_0,NA,1886,1886-02-27,Tennessee,https://articleextractor.org/pages/8257/tu_gordon_ver01/sn93063896/1886/02/27/ed-1/seq-4/1
8258_0,"People's voice (Wellington, Sum...)",1893,1893-05-12,Kansas,https://articleextractor.org/pages/8258/khi_goodnow_ver01/sn85032801/1893/05/12/ed-1/seq-6/1
8259_0,NA,1892,1892-02-18,Missouri,https://articleextractor.org/pages/8259/mohi_flash_ver02/sn89067453/1892/02/18/ed-1/seq-4/1
8260_0,NA,1893,1893-02-09,Missouri,https://articleextractor.org/pages/8260/mohi_flash_ver02/sn89067453/1893/02/09/ed-1/seq-4/1
8262_0,NA,1892,1892-10-22,Missouri,https://articleextractor.org/pages/8262/mohi_jerome_ver01/sn89066818/1892/10/22/ed-1/seq-1/1
8262_1,NA,1892,1892-10-22,Missouri,https://articleextractor.org/pages/8262/mohi_jerome_ver01/sn89066818/1892/10/22/ed-1/seq-1/1
8263_0,NA,1892,1892-05-28,North Dakota,https://articleextractor.org/pages/8263/ndhi_lawrencium_ver01/sn88076679/1892/05/28/ed-1/seq-2/1
8264_0,"The Washington bee (Washington, D.C...)",1887,1887-05-07,District of Columbia,https://articleextractor.org/pages/8264/dlc_grover_ver01/sn84025891/1887/05/07/ed-1/seq-1/1
8264_1,"The Washington bee (Washington, D.C...)",1887,1887-05-07,District of Columbia,https://articleextractor.org/pages/8264/dlc_grover_ver01/sn84025891/1887/05/07/ed-1/seq-1/1
8264_2,"The Washington bee (Washington, D.C...)",1887,1887-05-07,District of Columbia,https://articleextractor.org/pages/8264/dlc_grover_ver01/sn84025891/1887/05/07/ed-1/seq-1/1
8268_0,NA,1884,1884-06-28,Illinois,https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573/1884/06/28/ed-1/seq-3/1
8269_0,"The morning news (Savannah, Ga.)",1890,1890-03-21,Georgia,https://articleextractor.org/pages/8269/gu_columbo_ver02/sn86063034/1890/03/21/ed-1/seq-2/1
8269_1,"The morning news (Savannah, Ga.)",1890,1890-03-21,Georgia,https://articleextractor.org/pages/8269/gu_columbo_ver02/sn86063034/1890/03/21/ed-1/seq-2/1
8272_0,"The Democratic advocate (Westminster, Md...)",1886,1886-03-13,Maryland,https://articleextractor.org/pages/8272/mdu_douglass_ver01/sn85038292/1886/03/13/ed-1/seq-3/1
8273_0,"The evening times (Washington, D.C...)",1901,1901-02-18,District of Columbia,https://articleextractor.org/pages/8273/dlc_november_ver01/sn84024441/1901/02/18/ed-1/seq-6/1
8274_0,"St. Johnsbury Caledonian (St. Johnsbury, ...)",1901,1901-09-04,Vermont,https://articleextractor.org/pages/8274/vtu_enosburg_ver01/sn84023253/1901/09/04/ed-1/seq-5/1
8276_0,NA,1909,1909-08-06,South Dakota,https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259/1909/08/06/ed-1/seq-6/1
8278_0,"The morning news (Savannah, Ga.)",1887,1887-10-18,Georgia,https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034/1887/10/18/ed-1/seq-1/1
8280_0,"St. Paul daily globe (Saint Paul, Min...)",1887,1887-08-15,Minnesota,https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522/1887/08/15/ed-1/seq-2/1
8288_0,NA,1900,1900-01-26,Michigan,https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406/1900/01/26/ed-1/seq-11/1
8289_0,NA,1917,1917-08-01,Mississippi,https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008/1917/08/01/ed-1/seq-1/1
8290_0,"The news & observer (Raleigh, N.C.)",1899,1899-04-19,North Carolina,https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104/1899/04/19/ed-1/seq-2/1
8292_0,NA,1914,1914-07-17,Oregon,https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957/1914/07/17/ed-1/seq-1/1
8293_0,"Daily Kennebec journal (Augusta, Me.)",1886,1886-04-19,Maine,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/1
8293_1,"Daily Kennebec journal (Augusta, Me.)",1886,1886-04-19,Maine,https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/1
8297_0,"The evening world (New York, N.Y.)",1893,1893-07-28,New York,https://articleextractor.org/pages/8297/nn_stein_ver01/sn83030193/1893/07/28/ed-1/seq-2/1
8298_0,"The Iowa plain dealer (New Oregon, How...)",1891,1891-10-01,Iowa,https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/1891/10/01/ed-1/seq-1/1
8298_1,"The Iowa plain dealer (New Oregon, How...)",1891,1891-10-01,Iowa,https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/1891/10/01/ed-1/seq-1/1
8301_0,NA,1891,1891-05-05,Illinois,https://articleextractor.org/pages/8301/iune_deckle_ver01/sn92053945/1891/05/05/ed-1/seq-4/1
8303_0,"The Globe-republican (Dodge City, Kan...)",1891,1891-04-15,Kansas,https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/1891/04/15/ed-1/seq-2/1
8303_1,"The Globe-republican (Dodge City, Kan...)",1891,1891-04-15,Kansas,https://articleextractor.org/pages/8303/khi_cessna_ver01/sn84029853/1891/04/15/ed-1/seq-2/1
8304_0,NA,1887,1887-07-28,Nebraska,https://articleextractor.org/pages/8304/nbu_chadron_ver01/sn99021999/1887/07/28/ed-1/seq-4/1
8305_0,"New Ulm weekly review (New Ulm, Minn.)",1891,1891-03-18,Minnesota,https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/1891/03/18/ed-1/seq-3/1
8305_1,"New Ulm weekly review (New Ulm, Minn.)",1891,1891-03-18,Minnesota,https://articleextractor.org/pages/8305/mnhi_audi_ver01/sn89064939/1891/03/18/ed-1/seq-3/1
8308_0,"Grant County herald (Lancaster, Wis.)",1889,1889-12-05,Wisconsin,https://articleextractor.org/pages/8308/whi_jyme_ver01/sn85033133/1889/12/05/ed-1/seq-4/1
8314_0,"The Chanute times (Chanute, Kan.)",1897,1897-06-18,Kansas,https://articleextractor.org/pages/8314/khi_isabel_ver01/sn85030529/1897/06/18/ed-1/seq-2/2
8315_0,"Vermont phœnix (Brattleboro, Vt...)",1889,1889-05-10,Vermont,https://articleextractor.org/pages/8315/vtu_eden_ver01/sn98060050/1889/05/10/ed-1/seq-1/1
8316_0,NA,1911,1911-06-21,Virginia,https://articleextractor.org/pages/8316/vi_oldenburg_ver01/sn90052005/1911/06/21/ed-1/seq-6/1
8318_0,The weekly messenger La.),1894,1894-06-23,Louisiana,https://articleextractor.org/pages/8318/lu_strongguy_ver01/sn88064454/1894/06/23/ed-1/seq-1/4
8321_0,NA,1912,1912-11-13,Minnesota,https://articleextractor.org/pages/8321/mnhi_buick_ver01/sn89081128/1912/11/13/ed-1/seq-3/3
8325_0,"River Falls journal (River Falls, Pi...)",1888,1888-01-05,Wisconsin,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3
8325_1,"River Falls journal (River Falls, Pi...)",1888,1888-01-05,Wisconsin,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3
8325_2,"River Falls journal (River Falls, Pi...)",1888,1888-01-05,Wisconsin,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3
8325_3,"River Falls journal (River Falls, Pi...)",1888,1888-01-05,Wisconsin,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3
8325_4,"River Falls journal (River Falls, Pi...)",1888,1888-01-05,Wisconsin,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3
8325_5,"River Falls journal (River Falls, Pi...)",1888,1888-01-05,Wisconsin,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3
8325_6,"River Falls journal (River Falls, Pi...)",1888,1888-01-05,Wisconsin,https://articleextractor.org/pages/8325/whi_galky_ver01/sn85033255/1888/01/05/ed-1/seq-2/3
8327_0,The Salt Lake herald (Salt Lake City ...),1889,1889-11-02,Utah,https://articleextractor.org/pages/8327/uuml_griffith_ver01/sn85058130/1889/11/02/ed-1/seq-1/2
8328_0,"The Globe-republican (Dodge City, Kan...)",1898,1898-08-18,Kansas,https://articleextractor.org/pages/8328/khi_cessna_ver01/sn84029853/1898/08/18/ed-1/seq-7/2
8329_0,The herald (Los Angeles [Ca...),1895,1895-05-21,California,https://articleextractor.org/pages/8329/curiv_ogilby_ver01/sn85042461/1895/05/21/ed-1/seq-1/2
8330_0,"The daily morning Astorian (Astoria, Oregon)",1889,1889-12-20,Oregon,https://articleextractor.org/pages/8330/oru_hufnagel_ver02/sn96061150/1889/12/20/ed-1/seq-3/2
8331_0,"Democratic Northwest (Napoleon, Ohio)",1889,1889-05-30,Ohio,https://articleextractor.org/pages/8331/ohi_ingstad_ver01/sn84028296/1889/05/30/ed-1/seq-7/3
8332_0,"Evening journal (Wilmington, Del...)",1897,1897-01-09,Delaware,https://articleextractor.org/pages/8332/deu_bear_ver01/sn85042354/1897/01/09/ed-1/seq-6/2
8332_1,"Evening journal (Wilmington, Del...)",1897,1897-01-09,Delaware,https://articleextractor.org/pages/8332/deu_bear_ver01/sn85042354/1897/01/09/ed-1/seq-6/2
8335_0,"The Wichita daily eagle (Wichita, Kan.)",1895,1895-08-27,Kansas,https://articleextractor.org/pages/8335/khi_jennison_ver01/sn82014635/1895/08/27/ed-1/seq-1/4
8336_0,"Daily inter mountain (Butte, Mont.)",1901,1901-01-15,Montana,https://articleextractor.org/pages/8336/mthi_kestrel_ver02/sn85053057/1901/01/15/ed-1/seq-8/2
8336_1,"Daily inter mountain (Butte, Mont.)",1901,1901-01-15,Montana,https://articleextractor.org/pages/8336/mthi_kestrel_ver02/sn85053057/1901/01/15/ed-1/seq-8/2
8337_0,"The semi-weekly messenger (Wilmington, N.C...)",1902,1902-01-07,North Carolina,https://articleextractor.org/pages/8337/ncu_green_ver01/sn91068367/1902/01/07/ed-1/seq-6/2
8339_0,"The Paducah daily sun (Paducah, Ky.)",1896,1896-12-28,Kentucky,https://articleextractor.org/pages/8339/kyu_batman_ver01/sn85052118/1896/12/28/ed-1/seq-2/2
8339_1,"The Paducah daily sun (Paducah, Ky.)",1896,1896-12-28,Kentucky,https://articleextractor.org/pages/8339/kyu_batman_ver01/sn85052118/1896/12/28/ed-1/seq-2/2
8340_0,NA,1901,1901-08-08,South Dakota,https://articleextractor.org/pages/8340/sdhi_jicama_ver01/sn98062949/1901/08/08/ed-1/seq-2/3
8342_0,"The Manitowoc pilot (Manitowoc, Wis.)",1896,1896-09-10,Wisconsin,https://articleextractor.org/pages/8342/whi_grace_ver01/sn85033139/1896/09/10/ed-1/seq-3/3
8344_0,NA,1900,1900-11-29,Colorado,https://articleextractor.org/pages/8344/cohi_irwin_ver01/sn90051548/1900/11/29/ed-1/seq-7/2
8345_0,"The Democratic advocate (Westminster, Md...)",1896,1896-11-21,Maryland,https://articleextractor.org/pages/8345/mdu_douglass_ver01/sn85038292/1896/11/21/ed-1/seq-3/2
8346_0,"The Birmingham age-herald (Birmingham, Ala...)",1907,1907-03-17,Alabama,https://articleextractor.org/pages/8346/au_evans_ver01/sn85038485/1907/03/17/ed-1/seq-2/2
8348_0,"Tulsa daily world (Tulsa, Indian T...)",1911,1911-11-12,Oklahoma,https://articleextractor.org/pages/8348/okhi_apache_ver02/sn85042344/1911/11/12/ed-1/seq-27/2
8349_0,"The news & observer (Raleigh, N.C.)",1901,1901-03-15,North Carolina,https://articleextractor.org/pages/8349/ncu_griffin_ver01/sn85042104/1901/03/15/ed-1/seq-2/3
8350_0,"The Adair County news (Columbia, Ky.)",1908,1908-08-05,Kentucky,https://articleextractor.org/pages/8350/kyu_charo_ver01/sn86069496/1908/08/05/ed-1/seq-4/2
8351_0,"The Paducah daily sun (Paducah, Ky.)",1897,1897-08-23,Kentucky,https://articleextractor.org/pages/8351/kyu_casablanca_ver01/sn85052118/1897/08/23/ed-1/seq-1/2
8355_0,"Daily public ledger (Maysville, Ky.)",1908,1908-07-15,Kentucky,https://articleextractor.org/pages/8355/kyu_hairspray_ver01/sn86069117/1908/07/15/ed-1/seq-3/3
8355_1,"Daily public ledger (Maysville, Ky.)",1908,1908-07-15,Kentucky,https://articleextractor.org/pages/8355/kyu_hairspray_ver01/sn86069117/1908/07/15/ed-1/seq-3/3
8356_0,"Red Lodge picket (Red Lodge, Mont...)",1897,1897-06-19,Montana,https://articleextractor.org/pages/8356/mthi_moose_ver01/sn84036276/1897/06/19/ed-1/seq-1/2
8357_0,"Eagle River review (Eagle River, Wi...)",1898,1898-06-23,Wisconsin,https://articleextractor.org/pages/8357/whi_arbutus_ver01/sn85040614/1898/06/23/ed-1/seq-2/2
8357_1,"Eagle River review (Eagle River, Wi...)",1898,1898-06-23,Wisconsin,https://articleextractor.org/pages/8357/whi_arbutus_ver01/sn85040614/1898/06/23/ed-1/seq-2/2
8358_0,Los Angeles herald (Los Angeles [Calif.]) 1890-1893,1891,1891-11-05,California,https://articleextractor.org/pages/8358/curiv_lovelock_ver01/sn84025968/1891/11/05/ed-1/seq-5/2
8360_0,"The evening world (New York, N.Y.)",1892,1892-07-06,New York,https://articleextractor.org/pages/8360/nn_goethe_ver01/sn83030193/1892/07/06/ed-5/seq-5/2
8361_0,"Grant County herald (Lancaster, Wis.)",1891,1891-09-17,Wisconsin,https://articleextractor.org/pages/8361/whi_jyme_ver01/sn85033133/1891/09/17/ed-1/seq-2/2
8362_0,NA,1893,1893-08-10,Delaware,https://articleextractor.org/pages/8362/deu_horcrux_ver01/sn88053046/1893/08/10/ed-1/seq-3/2
8363_0,"Barton County democrat (Great Bend, Kan...)",1896,1896-09-24,Kansas,https://articleextractor.org/pages/8363/khi_finney_ver02/sn83040198/1896/09/24/ed-1/seq-2/2
8364_0,NA,1893,1893-08-03,Missouri,https://articleextractor.org/pages/8364/mohi_flash_ver02/sn89067453/1893/08/03/ed-1/seq-6/2
8366_0,The times (Washington [D.C...),1897,1897-08-27,District of Columbia,https://articleextractor.org/pages/8366/dlc_dutch_ver02/sn85054468/1897/08/27/ed-1/seq-3/2
8367_0,NA,1891,1891-05-01,District of Columbia,https://articleextractor.org/pages/8367/dlc_harry_ver01/sn87062228/1891/05/01/ed-1/seq-1/2
8368_0,"The World (Martinsburg, W....)",1891,1891-09-29,West Virginia,https://articleextractor.org/pages/8368/wvu_hogan_ver01/sn85059538/1891/09/29/ed-1/seq-1/2
8370_0,"The call of the North (St. Paul, Minn.)",1923,1923-10-05,Minnesota,https://articleextractor.org/pages/8370/mnhi_limbo_ver01/sn90059426/1923/10/05/ed-1/seq-2/1
8371_0,"The morning news (Savannah, Ga.)",1894,1894-09-10,Georgia,https://articleextractor.org/pages/8371/gu_drew_ver02/sn86063034/1894/09/10/ed-1/seq-1/1
8372_0,NA,1895,1895-08-21,Missouri,https://articleextractor.org/pages/8372/mohi_marmaduke_ver02/sn90061371/1895/08/21/ed-1/seq-1/1
8373_0,NA,1896,1896-03-05,Delaware,https://articleextractor.org/pages/8373/deu_horcrux_ver01/sn88053046/1896/03/05/ed-1/seq-6/1
8375_0,"Reporter and farmer (Webster, Day Co...)",1896,1896-12-31,South Dakota,https://articleextractor.org/pages/8375/sdhi_leek_ver02/sn99068116/1896/12/31/ed-1/seq-10/1
8377_0,"The Birmingham age-herald (Birmingham, Ala...)",1918,1918-12-21,Alabama,https://articleextractor.org/pages/8377/au_bolden_ver01/sn85038485/1918/12/21/ed-1/seq-5/1
8378_0,"Evening journal (Wilmington, Del...)",1915,1915-08-17,Delaware,https://articleextractor.org/pages/8378/deu_fairfax_ver01/sn85042354/1915/08/17/ed-1/seq-4/1
8379_0,"Evening star (Washington, D.C...)",1895,1895-03-14,District of Columbia,https://articleextractor.org/pages/8379/dlc_havanese_ver01/sn83045462/1895/03/14/ed-1/seq-2/1
8381_0,NA,1915,1915-08-26,New Jersey,https://articleextractor.org/pages/8381/njr_ketchup_ver01/sn87068192/1915/08/26/ed-1/seq-4/1
8382_0,"Vernon County censor (Viroqua, Wis.)",1900,1900-11-07,Wisconsin,https://articleextractor.org/pages/8382/whi_clabbert_ver01/sn85040451/1900/11/07/ed-1/seq-2/1
