"","...1","...2","file_id","article_id","sn","newspaper_name1","city1","crap","state","year","month","day","page","edition","mod_id","URL","newspaper_state","file_id2","index","news_address","news_location.lon","news_location.lat"
"18",  18,475370, 8186,0,"sn84028272","The enterprise ","Wellington",NA," Ohi...)",1893, 9,27,"seq-6","ed-1",1,"https://articleextractor.org/pages/8186/ohi_cousteau_ver02/sn84028272/1893/09/27/ed-1/seq-6/1","Ohio","8186_0",2505,"Wellington, Ohio", -82.217935,  41.168942
"19",  19,  6997, 8187,0,"sn84020558","Arizona republican ","Phoenix",NA," Ariz.)",1892, 1,15,"seq-5","ed-1",1,"https://articleextractor.org/pages/8187/az_coyote_ver01/sn84020558/1892/01/15/ed-1/seq-5/1","Arizona","8187_0",2506,"Phoenix, Arizona",-112.074037,  33.448377
"20",  20,305167, 8188,0,"sn93060412","The intelligencer ","Lexington",NA," Mo.)",1890, 9, 6,"seq-3","ed-1",1,"https://articleextractor.org/pages/8188/mohi_eeyore_ver01/sn93060412/1890/09/06/ed-1/seq-3/1","Missouri","8188_0",2507,"Lexington, Missouri", -93.879943,  39.184734
"21",  21,602520, 8189,0,"sn86064205",NA,NA,NA,NA,1887, 2, 3,"seq-6","ed-1",1,"https://articleextractor.org/pages/8189/txdn_echo_ver03/sn86064205/1887/02/03/ed-1/seq-6/1","Texas","8189_0",2508,"NA, Texas", -99.901813,  31.968599
"22",  22,189933, 8190,0,"sn82016014","The Topeka state journal ","Topeka",NA," Kansas)",1910, 9, 3,"seq-12","ed-1",1,"https://articleextractor.org/pages/8190/khi_edelbrock_ver01/sn82016014/1910/09/03/ed-1/seq-12/1","Kansas","8190_0",2509,"Topeka, Kansas", -95.675158,  39.047345
"23",  23,269608, 8191,0,"sn90059522","St. Paul daily globe ","Saint Paul",NA," Min...)",1893, 8,29,"seq-4","ed-1",1,"https://articleextractor.org/pages/8191/mnhi_gonvick_ver01/sn90059522/1893/08/29/ed-1/seq-4/1","Minnesota","8191_0",2510,"Saint Paul, Minnesota", -93.089958,  44.953703
"24",  24,621762, 8192,0,"sn85058130","The Salt Lake herald ","Salt Lake City ",NA,NA,1887, 7,28,"seq-1","ed-1",1,"https://articleextractor.org/pages/8192/uuml_griffith_ver01/sn85058130/1887/07/28/ed-1/seq-1/1","Utah","8192_0",2511,"Salt Lake City , Utah",-111.891047,  40.760779
"25",  25, 45875, 8193,0,"sn82014424","The Evening critic ","Washington",NA," D.C...)",1884, 1,17,"seq-1","ed-1",1,"https://articleextractor.org/pages/8193/dlc_franklin_ver01/sn82014424/1884/01/17/ed-1/seq-1/1","District of Columbia","8193_0",2512,"Washington, District of Columbia", -77.036871,  38.907192
"26",  26,545623, 8194,0,"sn98062948",NA,NA,NA,NA,1887,11,17,"seq-2","ed-1",1,"https://articleextractor.org/pages/8194/sdhi_imbe_ver01/sn98062948/1887/11/17/ed-1/seq-2/1","South Dakota","8194_0",2513,"NA, South Dakota", -99.901813,  43.969515
"27",  27, 39532, 8196,0,"sn86053573",NA,NA,NA,NA,1887, 6,14,"seq-1","ed-1",2,"https://articleextractor.org/pages/8196/dlc_chester_ver02/sn86053573/1887/06/14/ed-1/seq-1/2","District of Columbia","8196_0",2514,"NA, District of Columbia", -77.023611,  38.894206
"28",  28,  1905, 8197,0,"sn84023017","The Russellville Democrat ","Russellville",NA," A...)",1893,11,30,"seq-2","ed-1",1,"https://articleextractor.org/pages/8197/arhi_igglybuff_ver01/sn84023017/1893/11/30/ed-1/seq-2/1","Arkansas","8197_0",2515,"Russellville, Arkansas", -93.133701,  35.278116
"29",  29,228001, 8200,0,"sn87090131","Tensas gazette ","St. Joseph",NA," La.)",1909, 4,30,"seq-4","ed-1",1,"https://articleextractor.org/pages/8200/lu_roulette_ver01/sn87090131/1909/04/30/ed-1/seq-4/1","Louisiana","8200_0",2516,"St. Joseph, Louisiana", -91.233488,  31.918368
"30",  30,494882, 8201,0,"sn85038161","The News-Herald ","Hillsboro",NA," High...)",1887, 2,10,"seq-2","ed-1",1,"https://articleextractor.org/pages/8201/ohi_india_ver01/sn85038161/1887/02/10/ed-1/seq-2/1","Ohio","8201_0",2517,"Hillsboro, Ohio", -83.611587,  39.202287
"31",  31,187497, 8202,0,"sn85030221","The Emporia weekly news ","Emporia",NA," Kan.)",1885, 7, 2,"seq-1","ed-1",1,"https://articleextractor.org/pages/8202/khi_brown_ver01/sn85030221/1885/07/02/ed-1/seq-1/1","Kansas","8202_0",2518,"Emporia, Kansas", -96.181663,  38.403903
"32",  32,701459, 8204,0,"sn86072173","The Cheyenne daily leader ","Cheyenne",NA," Wyo.) 1887-1895",1888,10,28,"seq-1","ed-1",2,"https://articleextractor.org/pages/8204/wyu_calpet_ver02/sn86072173/1888/10/28/ed-1/seq-1/2","Wyoming","8204_0",2519,"Cheyenne, Wyoming",-104.820246,  41.139981
"33",  33, 55620, 8207,0,"sn83030214","New-York tribune ","New York ","N.Y.])",NA,1888,12,27,"seq-4","ed-1",2,"https://articleextractor.org/pages/8207/dlc_mazda_ver01/sn83030214/1888/12/27/ed-1/seq-4/2","New York","8207_0",2520,"New York , New York", -74.005973,  40.712775
"34",  34,319915, 8213,0,"sn86074058","The Brookhaven leader ","Brookhaven",NA," Mis...)",1888, 6,21,"seq-2","ed-1",3,"https://articleextractor.org/pages/8213/msar_agate_ver01/sn86074058/1888/06/21/ed-1/seq-2/3","Mississippi","8213_0",2522,"Brookhaven, Mississippi", -90.440651,  31.579059
"35",  35, 56238, 8215,0,"sn83045462","Evening star ","Washington",NA," D.C...)",1912,10, 6,"seq-24","ed-1",2,"https://articleextractor.org/pages/8215/dlc_neptunian_ver01/sn83045462/1912/10/06/ed-1/seq-24/2","District of Columbia","8215_0",2523,"Washington, District of Columbia", -77.036871,  38.907192
"36",  36,156872, 8220,0,"sn82015679","The Indianapolis journal ","Indianapolis ","I...)",NA,1897, 7,22,"seq-5","ed-1",2,"https://articleextractor.org/pages/8220/in_bradlaugh_ver02/sn82015679/1897/07/22/ed-1/seq-5/2","Indiana","8220_0",2525,"Indianapolis , Indiana", -86.158068,  39.768403
"37",  37, 29242, 8222,0,"sn84025968","Los Angeles herald ","Los Angeles ","Calif.]) 1890-1893",NA,1890,11, 1,"seq-2","ed-1",2,"https://articleextractor.org/pages/8222/curiv_lovelock_ver01/sn84025968/1890/11/01/ed-1/seq-2/2","California","8222_0",2526,"Los Angeles , California",-118.242643,  34.054908
"38",  38,189877, 8226,0,"sn82015485","Western Kansas world ","WaKeeney",NA," Kan.)",1889, 7,13,"seq-7","ed-1",1,"https://articleextractor.org/pages/8226/khi_earhart_ver01/sn82015485/1889/07/13/ed-1/seq-7/1","Kansas","8226_0",2527,"WaKeeney, Kansas", -99.879566,  39.025008
"39",  39,355817, 8237,0,"sn94056415",NA,NA,NA,NA,1897, 2,12,"seq-6","ed-1",2,"https://articleextractor.org/pages/8237/nbu_indianola_ver01/sn94056415/1897/02/12/ed-1/seq-6/2","Nebraska","8237_0",2529,"NA, Nebraska", -99.901813,  41.492537
"40",  40, 35110, 8240,0,"sn85042462","Los Angeles herald ","Los Angeles ","Calif.]) 1900-1911",NA,1910, 7, 4,"seq-1","ed-1",1,"https://articleextractor.org/pages/8240/curiv_rubidoux_ver01/sn85042462/1910/07/04/ed-1/seq-1/1","California","8240_0",2530,"Los Angeles , California",-118.242643,  34.054908
"41",  41,222349, 8241,0,"sn85052020","Semi-weekly interior journal ","Stanford",NA," Ky.)",1886,10, 8,"seq-2","ed-1",1,"https://articleextractor.org/pages/8241/kyu_hairspray_ver01/sn85052020/1886/10/08/ed-1/seq-2/1","Kentucky","8241_0",2531,"Stanford, Kentucky", -84.661888,  37.531190
"42",  42, 64491, 8242,0,"sn86090947",NA,NA,NA,NA,1909, 6, 4,"seq-1","ed-1",1,"https://articleextractor.org/pages/8242/gu_graco_ver01/sn86090947/1909/06/04/ed-1/seq-1/1","Georgia","8242_0",2532,"NA, Georgia", -82.907123,  32.157435
"43",  43, 12110, 8244,0,"sn90051548",NA,NA,NA,NA,1909,11,18,"seq-3","ed-1",1,"https://articleextractor.org/pages/8244/cohi_irwin_ver01/sn90051548/1909/11/18/ed-1/seq-3/1","Colorado","8244_0",2533,"NA, Colorado",-105.782067,  39.550051
"44",  44,194092, 8245,0,"sn82014635","The Wichita daily eagle ","Wichita",NA," Kan.)",1890, 9, 4,"seq-2","ed-1",1,"https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/1","Kansas","8245_0",2534,"Wichita, Kansas", -97.330053,  37.687176
"45",  45,194137, 8245,1,"sn82014635","The Wichita daily eagle ","Wichita",NA," Kan.)",1890, 9, 4,"seq-2","ed-1",1,"https://articleextractor.org/pages/8245/khi_ingalls_ver02/sn82014635/1890/09/04/ed-1/seq-2/1","Kansas","8245_1",2535,"Wichita, Kansas", -97.330053,  37.687176
"46",  46,153314, 8246,0,"sn86091095","The Ketchum keystone ","Ketchum",NA," Idaho)",1887, 5,14,"seq-3","ed-1",1,"https://articleextractor.org/pages/8246/idhi_iles_ver01/sn86091095/1887/05/14/ed-1/seq-3/1","Idaho","8246_0",2536,"Ketchum, Idaho",-114.363662,  43.680740
"47",  47, 62818, 8247,0,"sn86063034","The morning news ","Savannah",NA," Ga.)",1887, 7,20,"seq-2","ed-1",1,"https://articleextractor.org/pages/8247/gu_bobbsey_ver02/sn86063034/1887/07/20/ed-1/seq-2/1","Georgia","8247_0",2537,"Savannah, Georgia", -81.091203,  32.080899
"48",  48,692323, 8248,0,"sn85033255","River Falls journal ","River Falls",NA," Pi...)",1884, 1, 3,"seq-2","ed-1",1,"https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/1","Wisconsin","8248_0",2538,"River Falls, Wisconsin", -92.623808,  44.861356
"49",  49,692325, 8248,1,"sn85033255","River Falls journal ","River Falls",NA," Pi...)",1884, 1, 3,"seq-2","ed-1",1,"https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/1","Wisconsin","8248_1",2539,"River Falls, Wisconsin", -92.623808,  44.861356
"50",  50,692327, 8248,2,"sn85033255","River Falls journal ","River Falls",NA," Pi...)",1884, 1, 3,"seq-2","ed-1",1,"https://articleextractor.org/pages/8248/whi_galky_ver01/sn85033255/1884/01/03/ed-1/seq-2/1","Wisconsin","8248_2",2540,"River Falls, Wisconsin", -92.623808,  44.861356
"51",  51,   788, 8250,0,"sn84022960","The Forrest City times ","Forrest City",NA," A...)",1892, 5,20,"seq-1","ed-1",1,"https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/1","Arkansas","8250_0",2541,"Forrest City, Arkansas", -90.785231,  35.009258
"52",  52,   799, 8250,1,"sn84022960","The Forrest City times ","Forrest City",NA," A...)",1892, 5,20,"seq-1","ed-1",1,"https://articleextractor.org/pages/8250/arhi_alakazam_ver01/sn84022960/1892/05/20/ed-1/seq-1/1","Arkansas","8250_1",2542,"Forrest City, Arkansas", -90.785231,  35.009258
"53",  53,  3459, 8252,0,"sn85038485","The Birmingham age-herald ","Birmingham",NA," Ala...)",1910, 7, 5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_0",2543,"Birmingham, Alabama", -86.810357,  33.518589
"54",  54,  3469, 8252,1,"sn85038485","The Birmingham age-herald ","Birmingham",NA," Ala...)",1910, 7, 5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_1",2544,"Birmingham, Alabama", -86.810357,  33.518589
"55",  55,  3471, 8252,2,"sn85038485","The Birmingham age-herald ","Birmingham",NA," Ala...)",1910, 7, 5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_2",2545,"Birmingham, Alabama", -86.810357,  33.518589
"56",  56,  3455, 8252,3,"sn85038485","The Birmingham age-herald ","Birmingham",NA," Ala...)",1910, 7, 5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_3",2546,"Birmingham, Alabama", -86.810357,  33.518589
"57",  57,  3476, 8252,4,"sn85038485","The Birmingham age-herald ","Birmingham",NA," Ala...)",1910, 7, 5,"seq-1","ed-1",1,"https://articleextractor.org/pages/8252/au_gaston_ver01/sn85038485/1910/07/05/ed-1/seq-1/1","Alabama","8252_4",2547,"Birmingham, Alabama", -86.810357,  33.518589
"58",  58,338242, 8253,0,"sn85034447","The Magnolia gazette ","Magnolia",NA," Miss.)",1892, 6,25,"seq-3","ed-1",1,"https://articleextractor.org/pages/8253/msar_ikat_ver01/sn85034447/1892/06/25/ed-1/seq-3/1","Mississippi","8253_0",2548,"Magnolia, Mississippi", -90.458708,  31.143233
"59",  59,261784, 8254,0,"sn83016589","The Mankato free press ","Mankato",NA," Blue E...)",1892, 5, 6,"seq-6","ed-1",1,"https://articleextractor.org/pages/8254/mnhi_fencing_ver02/sn83016589/1892/05/06/ed-1/seq-6/1","Minnesota","8254_0",2549,"Mankato, Minnesota", -93.999400,  44.163578
"60",  60,261719, 8254,1,"sn83016589","The Mankato free press ","Mankato",NA," Blue E...)",1892, 5, 6,"seq-6","ed-1",1,"https://articleextractor.org/pages/8254/mnhi_fencing_ver02/sn83016589/1892/05/06/ed-1/seq-6/1","Minnesota","8254_1",2550,"Mankato, Minnesota", -93.999400,  44.163578
"61",  61,694633, 8256,0,"sn86086770",NA,NA,NA,NA,1892,10,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/8256/whi_jane_ver01/sn86086770/1892/10/15/ed-1/seq-2/1","Wisconsin","8256_0",2551,"NA, Wisconsin", -88.787868,  43.784440
"62",  62,694626, 8256,1,"sn86086770",NA,NA,NA,NA,1892,10,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/8256/whi_jane_ver01/sn86086770/1892/10/15/ed-1/seq-2/1","Wisconsin","8256_1",2552,"NA, Wisconsin", -88.787868,  43.784440
"63",  63,574818, 8257,0,"sn93063896",NA,NA,NA,NA,1886, 2,27,"seq-4","ed-1",1,"https://articleextractor.org/pages/8257/tu_gordon_ver01/sn93063896/1886/02/27/ed-1/seq-4/1","Tennessee","8257_0",2553,"NA, Tennessee", -86.580447,  35.517491
"64",  64,192116, 8258,0,"sn85032801","People's voice ","Wellington",NA," Sum...)",1893, 5,12,"seq-6","ed-1",1,"https://articleextractor.org/pages/8258/khi_goodnow_ver01/sn85032801/1893/05/12/ed-1/seq-6/1","Kansas","8258_0",2554,"Wellington, Kansas", -97.371712,  37.265300
"65",  65,307453, 8259,0,"sn89067453",NA,NA,NA,NA,1892, 2,18,"seq-4","ed-1",1,"https://articleextractor.org/pages/8259/mohi_flash_ver02/sn89067453/1892/02/18/ed-1/seq-4/1","Missouri","8259_0",2555,"NA, Missouri", 101.752385,  20.924080
"66",  66,307621, 8260,0,"sn89067453",NA,NA,NA,NA,1893, 2, 9,"seq-4","ed-1",1,"https://articleextractor.org/pages/8260/mohi_flash_ver02/sn89067453/1893/02/09/ed-1/seq-4/1","Missouri","8260_0",2556,"NA, Missouri", 101.752385,  20.924080
"67",  67,314800, 8262,0,"sn89066818",NA,NA,NA,NA,1892,10,22,"seq-1","ed-1",1,"https://articleextractor.org/pages/8262/mohi_jerome_ver01/sn89066818/1892/10/22/ed-1/seq-1/1","Missouri","8262_0",2557,"NA, Missouri", 101.752385,  20.924080
"68",  68,314803, 8262,1,"sn89066818",NA,NA,NA,NA,1892,10,22,"seq-1","ed-1",1,"https://articleextractor.org/pages/8262/mohi_jerome_ver01/sn89066818/1892/10/22/ed-1/seq-1/1","Missouri","8262_1",2558,"NA, Missouri", 101.752385,  20.924080
"69",  69,438901, 8263,0,"sn88076679",NA,NA,NA,NA,1892, 5,28,"seq-2","ed-1",1,"https://articleextractor.org/pages/8263/ndhi_lawrencium_ver01/sn88076679/1892/05/28/ed-1/seq-2/1","North Dakota","8263_0",2559,"NA, North Dakota",-101.002012,  47.551493
"70",  70, 48040, 8264,0,"sn84025891","The Washington bee ","Washington",NA," D.C...)",1887, 5, 7,"seq-1","ed-1",1,"https://articleextractor.org/pages/8264/dlc_grover_ver01/sn84025891/1887/05/07/ed-1/seq-1/1","District of Columbia","8264_0",2560,"Washington, District of Columbia", -77.036871,  38.907192
"71",  71, 48042, 8264,1,"sn84025891","The Washington bee ","Washington",NA," D.C...)",1887, 5, 7,"seq-1","ed-1",1,"https://articleextractor.org/pages/8264/dlc_grover_ver01/sn84025891/1887/05/07/ed-1/seq-1/1","District of Columbia","8264_1",2561,"Washington, District of Columbia", -77.036871,  38.907192
"72",  72, 48043, 8264,2,"sn84025891","The Washington bee ","Washington",NA," D.C...)",1887, 5, 7,"seq-1","ed-1",1,"https://articleextractor.org/pages/8264/dlc_grover_ver01/sn84025891/1887/05/07/ed-1/seq-1/1","District of Columbia","8264_2",2562,"Washington, District of Columbia", -77.036871,  38.907192
"73",  73,169002, 8268,0,"sn87082573",NA,NA,NA,NA,1884, 6,28,"seq-3","ed-1",1,"https://articleextractor.org/pages/8268/iune_archives_ver01/sn87082573/1884/06/28/ed-1/seq-3/1","Illinois","8268_0",2563,"NA, Illinois", -89.398528,  40.633125
"74",  74, 63102, 8269,0,"sn86063034","The morning news ","Savannah",NA," Ga.)",1890, 3,21,"seq-2","ed-1",1,"https://articleextractor.org/pages/8269/gu_columbo_ver02/sn86063034/1890/03/21/ed-1/seq-2/1","Georgia","8269_0",2564,"Savannah, Georgia", -81.091203,  32.080899
"75",  75, 63105, 8269,1,"sn86063034","The morning news ","Savannah",NA," Ga.)",1890, 3,21,"seq-2","ed-1",1,"https://articleextractor.org/pages/8269/gu_columbo_ver02/sn86063034/1890/03/21/ed-1/seq-2/1","Georgia","8269_1",2565,"Savannah, Georgia", -81.091203,  32.080899
"76",  76,228832, 8272,0,"sn85038292","The Democratic advocate ","Westminster",NA," Md...)",1886, 3,13,"seq-3","ed-1",1,"https://articleextractor.org/pages/8272/mdu_douglass_ver01/sn85038292/1886/03/13/ed-1/seq-3/1","Maryland","8272_0",2566,"Westminster, Maryland", -76.995815,  39.575379
"77",  77, 56719, 8273,0,"sn84024441","The evening times ","Washington",NA," D.C...)",1901, 2,18,"seq-6","ed-1",1,"https://articleextractor.org/pages/8273/dlc_november_ver01/sn84024441/1901/02/18/ed-1/seq-6/1","District of Columbia","8273_0",2567,"Washington, District of Columbia", -77.036871,  38.907192
"78",  78,659916, 8274,0,"sn84023253","St. Johnsbury Caledonian ","St. Johnsbury",NA," ...)",1901, 9, 4,"seq-5","ed-1",1,"https://articleextractor.org/pages/8274/vtu_enosburg_ver01/sn84023253/1901/09/04/ed-1/seq-5/1","Vermont","8274_0",2568,"St. Johnsbury, Vermont", -72.015118,  44.419263
"79",  79,524227, 8276,0,"sn96090259",NA,NA,NA,NA,1909, 8, 6,"seq-6","ed-1",1,"https://articleextractor.org/pages/8276/sdhi_dagger_ver01/sn96090259/1909/08/06/ed-1/seq-6/1","South Dakota","8276_0",2569,"NA, South Dakota", -99.901813,  43.969515
"80",  80, 62849, 8278,0,"sn86063034","The morning news ","Savannah",NA," Ga.)",1887,10,18,"seq-1","ed-1",1,"https://articleextractor.org/pages/8278/gu_bobbsey_ver02/sn86063034/1887/10/18/ed-1/seq-1/1","Georgia","8278_0",2570,"Savannah, Georgia", -81.091203,  32.080899
"81",  81,294720, 8280,0,"sn90059522","St. Paul daily globe ","Saint Paul",NA," Min...)",1887, 8,15,"seq-2","ed-1",1,"https://articleextractor.org/pages/8280/mnhi_sebeka_ver01/sn90059522/1887/08/15/ed-1/seq-2/1","Minnesota","8280_0",2571,"Saint Paul, Minnesota", -93.089958,  44.953703
"82",  82,234877, 8288,0,"sn98066406",NA,NA,NA,NA,1900, 1,26,"seq-11","ed-1",1,"https://articleextractor.org/pages/8288/mimtptc_baldwin_ver01/sn98066406/1900/01/26/ed-1/seq-11/1","Michigan","8288_0",2572,"NA, Michigan", -85.602364,  44.314844
"83",  83,330577, 8289,0,"sn89065008",NA,NA,NA,NA,1917, 8, 1,"seq-1","ed-1",1,"https://articleextractor.org/pages/8289/msar_damask_ver02/sn89065008/1917/08/01/ed-1/seq-1/1","Mississippi","8289_0",2573,"NA, Mississippi", -89.398528,  32.354668
"84",  84,374234, 8290,0,"sn85042104","The news & observer ","Raleigh",NA," N.C.)",1899, 4,19,"seq-2","ed-1",1,"https://articleextractor.org/pages/8290/ncu_ford_ver02/sn85042104/1899/04/19/ed-1/seq-2/1","North Carolina","8290_0",2574,"Raleigh, North Carolina", -78.638179,  35.779590
"85",  85,515555, 8292,0,"sn99063957",NA,NA,NA,NA,1914, 7,17,"seq-1","ed-1",1,"https://articleextractor.org/pages/8292/oru_bobolink_ver01/sn99063957/1914/07/17/ed-1/seq-1/1","Oregon","8292_0",2575,"NA, Oregon",-120.554201,  43.804133
"86",  86,232755, 8293,0,"sn82014248","Daily Kennebec journal ","Augusta",NA," Me.)",1886, 4,19,"seq-1","ed-1",1,"https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/1","Maine","8293_0",2576,"Augusta, Maine", -69.779490,  44.310624
"87",  87,232758, 8293,1,"sn82014248","Daily Kennebec journal ","Augusta",NA," Me.)",1886, 4,19,"seq-1","ed-1",1,"https://articleextractor.org/pages/8293/me_freeport_ver01/sn82014248/1886/04/19/ed-1/seq-1/1","Maine","8293_1",2577,"Augusta, Maine", -69.779490,  44.310624
"88",  88,459953, 8297,0,"sn83030193","The evening world ","New York",NA," N.Y.)",1893, 7,28,"seq-2","ed-1",1,"https://articleextractor.org/pages/8297/nn_stein_ver01/sn83030193/1893/07/28/ed-1/seq-2/1","New York","8297_0",2578,"New York, New York", -74.005973,  40.712775
"89",  89,152106, 8298,0,"sn83025167","The Iowa plain dealer ","New Oregon",NA," How...)",1891,10, 1,"seq-1","ed-1",1,"https://articleextractor.org/pages/8298/iahi_lapras_ver01/sn83025167/1891/10/01/ed-1/seq-1/1","Iowa","8298_0",2579,"New Oregon, Iowa", -92.125385,  43.290468
