...1,filename,sentence,file_id2,newspaper_name,newspaper_state,date,year,month,day,page,edition,mod_id,unnamed_0,file_id,article_id,sn,url,filepath
52416,16964_0.txt,***,16964_0,"The daily crescent ([New Orleans, L...)",Louisiana,1851-02-06,1851,2,6,seq-1,ed-1,1,5050,16964,0,sn82015378,https://articleextractor.org/pages/16964/lu_diglett_ver01/sn82015378/2/6/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16964_0.txt
52535,16965_0.txt,"The Mob at Peeria, Illinois.",16965_0,"The Texas Republican (Marshall, Tex.)",Texas,1851-02-08,1851,2,8,seq-2,ed-1,1,11409,16965,0,sn83025730,https://articleextractor.org/pages/16965/txdn_eastland_ver01/sn83025730/2/8/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16965_0.txt
52689,16966_0.txt,"BOSTON, Feb. 15.",16966_0,"Flag of the Union (Jackson, Miss.)",Mississippi,1851-02-28,1851,2,28,seq-2,ed-1,1,7163,16966,0,sn83016794,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/2/28/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16966_0.txt
52705,16966_1.txt,"BOSTON, Feb. 19.",16966_1,"Flag of the Union (Jackson, Miss.)",Mississippi,1851-02-28,1851,2,28,seq-2,ed-1,1,7164,16966,1,sn83016794,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/2/28/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16966_1.txt
52713,16966_2.txt,", Mr. Clay denounced the mob as a great out.",16966_2,"Flag of the Union (Jackson, Miss.)",Mississippi,1851-02-28,1851,2,28,seq-2,ed-1,1,7165,16966,2,sn83016794,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/2/28/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16966_2.txt
52718,16966_3.txt,The Boston Rescue.,16966_3,"Flag of the Union (Jackson, Miss.)",Mississippi,1851-02-28,1851,2,28,seq-2,ed-1,1,7166,16966,3,sn83016794,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/2/28/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16966_3.txt
151066,87558_0.txt,The information imparted by my shriv-,87558_0,"Portage sentinel (Ravenna, Ohio)",Ohio,1851-03-10,1851,3,10,seq-1,ed-1,2,9726,87558,0,sn83035101,https://articleextractor.org/pages/87558/ohi_gann_ver01/sn83035101/3/10/ed-1/seq-1/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87558_0.txt
151076,87559_0.txt,"Had he said"" WE'RE ROBBERS"" instead,",87559_0,"The spirit of democracy (Woodsfield, Ohi...)",Ohio,1851-03-12,1851,3,12,seq-1,ed-1,2,9454,87559,0,sn85038115,https://articleextractor.org/pages/87559/ohi_byrd_ver01/sn85038115/3/12/ed-1/seq-1/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87559_0.txt
151092,87559_1.txt,He had scarcely uttered these words.,87559_1,"The spirit of democracy (Woodsfield, Ohi...)",Ohio,1851-03-12,1851,3,12,seq-1,ed-1,2,9455,87559,1,sn85038115,https://articleextractor.org/pages/87559/ohi_byrd_ver01/sn85038115/3/12/ed-1/seq-1/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87559_1.txt
52756,16968_0.txt,SHOCKING MASSACRE- LYNCH LAW! -Major,16968_0,The southern press (Washington [D.C...),District of Columbia,1851-03-31,1851,3,31,seq-3,ed-1,1,2076,16968,0,sn82014764,https://articleextractor.org/pages/16968/dlc_elf_ver03/sn82014764/3/31/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16968_0.txt
52775,16969_0.txt,A gambler named Roe shot a person by the,16969_0,The southern press (Washington [D.C...),District of Columbia,1851-04-08,1851,4,8,seq-3,ed-1,1,2077,16969,0,sn82014764,https://articleextractor.org/pages/16969/dlc_elf_ver03/sn82014764/4/8/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16969_0.txt
52780,16973_0.txt,"tent. Mr. Coleman, however, made a few appro was shot- the other two were taken and hung by the",16973_0,The New York herald (New York [N.Y.]),New York,1851-04-10,1851,4,10,seq-4,ed-1,1,2290,16973,0,sn83030313,https://articleextractor.org/pages/16973/dlc_laceflower_ver01/sn83030313/4/10/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16973_0.txt
52812,16974_0.txt,The lyrch law has commenced its operations,16974_0,"The Evansville daily journal (Evansville, Ia....)",Indiana,1851-04-10,1851,4,10,seq-2,ed-1,1,3518,16974,0,sn82015672,https://articleextractor.org/pages/16974/in_harrison_ver01/sn82015672/4/10/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16974_0.txt
52816,16974_1.txt,Great excitement prevailed in Perth,16974_1,"The Evansville daily journal (Evansville, Ia....)",Indiana,1851-04-10,1851,4,10,seq-2,ed-1,1,3519,16974,1,sn82015672,https://articleextractor.org/pages/16974/in_harrison_ver01/sn82015672/4/10/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16974_1.txt
151035,87556_0.txt,ANOTHER LYNCHING AFFAIR.- The people of,87556_0,The southern press (Washington [D.C...),District of Columbia,1851-04-11,1851,4,11,seq-2,ed-1,2,2078,87556,0,sn82014764,https://articleextractor.org/pages/87556/dlc_elf_ver03/sn82014764/4/11/ed-1/seq-2/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87556_0.txt
150853,87545_0.txt,next year.,87545_0,Richmond daily times (Richmond [Va.]),Virginia,1851-04-12,1851,4,12,seq-1,ed-1,2,12003,87545,0,sn84024692,https://articleextractor.org/pages/87545/vi_icelandic_ver01/sn84024692/4/12/ed-1/seq-1/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87545_0.txt
52823,16976_0.txt,"Myers, from Ohio, dangerously and the second",16976_0,NA,Iowa,1851-04-18,1851,4,18,seq-2,ed-1,1,2953,16976,0,sn86081965,https://articleextractor.org/pages/16976/iahi_bellsprout_ver01/sn86081965/4/18/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16976_0.txt
52834,16976_1.txt,"BOSTON, April 8. Mr.",16976_1,NA,Iowa,1851-04-18,1851,4,18,seq-2,ed-1,1,2952,16976,1,sn86081965,https://articleextractor.org/pages/16976/iahi_bellsprout_ver01/sn86081965/4/18/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16976_1.txt
52845,16977_0.txt,"Monday wages on higher for struck present."" the for over cardinal, is",16977_0,"Alexandria gazette (Alexandria, D.C...)",District of Columbia,1851-04-21,1851,4,21,seq-2,ed-1,1,11865,16977,0,sn85025007,https://articleextractor.org/pages/16977/vi_crawdads_ver01/sn85025007/4/21/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16977_0.txt
52847,16978_0.txt,From the N. Y. Tribune.,16978_0,NA,Indiana,1851-04-23,1851,4,23,seq-2,ed-1,1,3489,16978,0,sn87056240,https://articleextractor.org/pages/16978/in_fairmount_ver02/sn87056240/4/23/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16978_0.txt
52899,16979_0.txt,LATEST INTELLIGENCE.,16979_0,"The spirit of democracy (Woodsfield, Ohi...)",Ohio,1851-04-23,1851,4,23,seq-3,ed-1,1,9457,16979,0,sn85038115,https://articleextractor.org/pages/16979/ohi_byrd_ver01/sn85038115/4/23/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16979_0.txt
51038,16929_0.txt,Lynch Law appears to prevail in California. Two,16929_0,Indiana State sentinel (Indianapolis),Indiana,1851-04-24,1851,4,24,seq-3,ed-1,1,3566,16929,0,sn82015677,https://articleextractor.org/pages/16929/in_hoosier_ver01/sn82015677/4/24/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16929_0.txt
34828,14219_0.txt,"NEW YORK,",14219_0,Des Moines courier. ([Ottumwa] Iowa),Iowa,1851-04-25,1851,4,25,seq-3,ed-1,1,2954,14219,0,sn86081965,https://articleextractor.org/pages/14219/iahi_bellsprout_ver01/sn86081965/4/25/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14219_0.txt
51043,16931_0.txt,to the have every thing so,16931_0,"Alexandria gazette (Alexandria, D.C...)",District of Columbia,1851-04-30,1851,4,30,seq-3,ed-1,1,11867,16931,0,sn85025007,https://articleextractor.org/pages/16931/vi_crawdads_ver01/sn85025007/4/30/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/16931_0.txt
150887,87547_0.txt,LYNCHING. It is stated that a fellow who has,87547_0,The southern press (Washington [D.C...),District of Columbia,1851-05-09,1851,5,9,seq-2,ed-1,2,2081,87547,0,sn82014764,https://articleextractor.org/pages/87547/dlc_elf_ver03/sn82014764/5/9/ed-1/seq-2/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87547_0.txt
54109,17045_0.txt,GENERAL CALIFORNIA NEWS.,17045_0,"The Caledonian (St. Johnsbury, ...)",Vermont,1851-05-10,1851,5,10,seq-2,ed-1,1,12599,17045,0,sn84023252,https://articleextractor.org/pages/17045/vtu_londonderry_ver01/sn84023252/5/10/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17045_0.txt
54086,17044_0.txt,Outrage! -- Jail Opened by a Mob.,17044_0,"The Portsmouth inquirer (Portsmouth, O. ...)",Ohio,1851-05-12,1851,5,12,seq-4,ed-1,1,9612,17044,0,sn85026203,https://articleextractor.org/pages/17044/ohi_drake_ver01/sn85026203/5/12/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17044_0.txt
54151,17047_0.txt,"James Lynch, Mayor of Galway, in 1498, built the",17047_0,Indiana State sentinel (Indianapolis),Indiana,1851-05-15,1851,5,15,seq-3,ed-1,1,3567,17047,0,sn82015677,https://articleextractor.org/pages/17047/in_hoosier_ver01/sn82015677/5/15/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17047_0.txt
64189,17462_0.txt,The Steamer Georgia arrived at,17462_0,"Gallipolis journal (Gallipolis, Ohi...)",Ohio,1851-05-15,1851,5,15,seq-2,ed-1,1,9668,17462,0,sn85038121,https://articleextractor.org/pages/17462/ohi_edgar_ver01/sn85038121/5/15/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17462_0.txt
150878,87546_0.txt,"7th ult., but no judge being present, it did not occur.",87546_0,Richmond daily times (Richmond [Va.]),Virginia,1851-05-20,1851,5,20,seq-2,ed-1,2,12004,87546,0,sn84024692,https://articleextractor.org/pages/87546/vi_icelandic_ver01/sn84024692/5/20/ed-1/seq-2/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87546_0.txt
54156,17052_0.txt,ORIGIN OF LYNCH LAW IN AMERICA.,17052_0,NA,Michigan,1851-06-03,1851,6,3,seq-2,ed-1,1,5412,17052,0,sn89080032,https://articleextractor.org/pages/17052/mimtptc_beulah_ver01/sn89080032/6/3/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17052_0.txt
7189,8409_0.txt,TELEGRAPHIC.,8409_0,"The daily crescent ([New Orleans, L...)",Louisiana,1851-06-05,1851,6,5,seq-2,ed-1,1,5051,8409,0,sn82015378,https://articleextractor.org/pages/8409/lu_diglett_ver01/sn82015378/6/5/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/8409_0.txt
54176,17054_0.txt,MORE LYNCH LAW.- We learn from our California,17054_0,Richmond daily times (Richmond [Va.]),Virginia,1851-06-06,1851,6,6,seq-2,ed-1,1,12005,17054,0,sn84024692,https://articleextractor.org/pages/17054/vi_icelandic_ver01/sn84024692/6/6/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17054_0.txt
54185,17056_0.txt,IMPORTANT DECISION IN REGARD TO THE,17056_0,"The daily crescent ([New Orleans, L...)",Louisiana,1851-06-10,1851,6,10,seq-1,ed-1,1,5052,17056,0,sn82015378,https://articleextractor.org/pages/17056/lu_diglett_ver01/sn82015378/6/10/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17056_0.txt
151063,87557_0.txt,"The Lynching in Florida of the murderer, John",87557_0,"The daily crescent ([New Orleans, L...)",Louisiana,1851-06-10,1851,6,10,seq-2,ed-1,2,5053,87557,0,sn82015378,https://articleextractor.org/pages/87557/lu_diglett_ver01/sn82015378/6/10/ed-1/seq-2/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87557_0.txt
61073,17372_0.txt,LATER FROM TEXAS.,17372_0,Richmond daily times (Richmond [Va.]),Virginia,1851-06-12,1851,6,12,seq-2,ed-1,1,12006,17372,0,sn84024692,https://articleextractor.org/pages/17372/vi_icelandic_ver01/sn84024692/6/12/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17372_0.txt
151008,87555_0.txt,! Majorities from 200 to 1700.,87555_0,"Vermont watchman and State journal (Montpelier, Vt.)",Vermont,1851-06-12,1851,6,12,seq-1,ed-1,2,12432,87555,0,sn84023200,https://articleextractor.org/pages/87555/vtu_foxville_ver01/sn84023200/6/12/ed-1/seq-1/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87555_0.txt
60984,17370_0.txt,Correspondence of the Public Ledger.,17370_0,"The daily crescent ([New Orleans, L...)",Louisiana,1851-06-13,1851,6,13,seq-2,ed-1,1,5054,17370,0,sn82015378,https://articleextractor.org/pages/17370/lu_diglett_ver01/sn82015378/6/13/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17370_0.txt
60974,17369_0.txt,San Francisco has been again visited by a tremendous,17369_0,Richmond daily times (Richmond [Va.]),Virginia,1851-06-18,1851,6,18,seq-3,ed-1,1,12007,17369,0,sn84024692,https://articleextractor.org/pages/17369/vi_icelandic_ver01/sn84024692/6/18/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17369_0.txt
60966,17367_0.txt,The news from the mines continues of a cheering,17367_0,Richmond daily times (Richmond [Va.]),Virginia,1851-06-19,1851,6,19,seq-3,ed-1,1,12008,17367,0,sn84024692,https://articleextractor.org/pages/17367/vi_icelandic_ver01/sn84024692/6/19/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17367_0.txt
150956,87551_0.txt,A GREAT VILLAIN.- The man John B.,87551_0,NA,Ohio,1851-06-19,1851,6,19,seq-1,ed-1,2,9632,87551,0,sn87070038,https://articleextractor.org/pages/87551/ohi_drake_ver01/sn87070038/6/19/ed-1/seq-1/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87551_0.txt
150908,87549_0.txt,At the time when the people were about,87549_0,"Mississippi palladium (Holly Springs, ...)",Mississippi,1851-06-20,1851,6,20,seq-2,ed-1,2,7034,87549,0,sn83016883,https://articleextractor.org/pages/87549/msar_goldenharvest_ver01/sn83016883/6/20/ed-1/seq-2/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87549_0.txt
60922,17365_0.txt,"Mossey Boren was in jail at Brenham, strong-",17365_0,"The Portsmouth inquirer (Portsmouth, O. ...)",Ohio,1851-06-23,1851,6,23,seq-3,ed-1,1,9614,17365,0,sn85026203,https://articleextractor.org/pages/17365/ohi_drake_ver01/sn85026203/6/23/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17365_0.txt
150896,87548_0.txt,Lynch law in Florida.- We learn,87548_0,"Fayetteville observer (Fayetteville, T...)",Tennessee,1851-06-24,1851,6,24,seq-2,ed-1,2,10989,87548,0,sn85033395,https://articleextractor.org/pages/87548/tu_homer_ver01/sn85033395/6/24/ed-1/seq-2/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87548_0.txt
34839,14220_0.txt,A Great Villain.- The man John B.,14220_0,"Lewisburg chronicle (Lewisburg, Pa.)",Pennsylvania,1851-06-25,1851,6,25,seq-4,ed-1,1,10275,14220,0,sn85055197,https://articleextractor.org/pages/14220/pst_fenske_ver02/sn85055197/6/25/ed-1/seq-4/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/14220_0.txt
60583,17348_0.txt,"and thousands were turned out of house and home,",17348_0,"Weekly North Carolina standard (Raleigh, N.C.)",North Carolina,1851-06-25,1851,6,25,seq-1,ed-1,1,7843,17348,0,sn84045030,https://articleextractor.org/pages/17348/ncu_alligator_ver01/sn84045030/6/25/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17348_0.txt
151485,87587_0.txt,A GREAT VILLIAN. The man John B. Har,87587_0,"Fremont weekly freeman (Fremont, Sandus...)",Ohio,1851-06-28,1851,6,28,seq-3,ed-1,2,9844,87587,0,sn85026051,https://articleextractor.org/pages/87587/ohi_ingstad_ver01/sn85026051/6/28/ed-1/seq-3/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87587_0.txt
150997,87554_0.txt,—— counties of Georgia. and although the,87554_0,NA,Indiana,1851-07-02,1851,7,2,seq-3,ed-1,2,3490,87554,0,sn87056240,https://articleextractor.org/pages/87554/in_fairmount_ver02/sn87056240/7/2/ed-1/seq-3/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87554_0.txt
60576,17344_0.txt,"LYNCH LAW IN ARKANSAS.- A man named Miller,",17344_0,Richmond daily times (Richmond [Va.]),Virginia,1851-07-08,1851,7,8,seq-3,ed-1,1,12009,17344,0,sn84024692,https://articleextractor.org/pages/17344/vi_icelandic_ver01/sn84024692/7/8/ed-1/seq-3/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17344_0.txt
60500,17342_0.txt,Law.om Lynch,17342_0,"The Minnesota pioneer (St. Paul, Minn....)",Minnesota,1851-07-10,1851,7,10,seq-1,ed-1,1,5955,17342,0,sn83025241,https://articleextractor.org/pages/17342/mnhi_foxtrot_ver01/sn83025241/7/10/ed-1/seq-1/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17342_0.txt
60567,17343_0.txt,A GREAT VILLAIN. The man John B. Harden,17343_0,"Eastern times (Bath, Me.)",Maine,1851-07-10,1851,7,10,seq-2,ed-1,1,5258,17343,0,sn82014356,https://articleextractor.org/pages/17343/me_calais_ver02/sn82014356/7/10/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17343_0.txt
54211,17057_0.txt,LYNCH LAW IN TEXAS.,17057_0,Richmond daily times (Richmond [Va.]),Virginia,1851-07-12,1851,7,12,seq-2,ed-1,1,12010,17057,0,sn84024692,https://articleextractor.org/pages/17057/vi_icelandic_ver01/sn84024692/7/12/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17057_0.txt
150962,87552_0.txt,A GREAT VILLAIN.- John B. Harden was,87552_0,"Southern sentinel (Plaquemine, Par...)",Louisiana,1851-07-12,1851,7,12,seq-1,ed-1,2,5016,87552,0,sn88064476,https://articleextractor.org/pages/87552/lu_blastoise_ver01/sn88064476/7/12/ed-1/seq-1/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87552_0.txt
54244,17058_0.txt,VILLAIN.- The man John B.,17058_0,"The Middlebury register (Middlebury, Vt.)",Vermont,1851-07-16,1851,7,16,seq-2,ed-1,1,12554,17058,0,sn83025667,https://articleextractor.org/pages/17058/vtu_irasburg_ver01/sn83025667/7/16/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17058_0.txt
54273,17059_0.txt,have so brave and numerous a band preamble,17059_0,NA,Iowa,1851-07-18,1851,7,18,seq-2,ed-1,1,3009,17059,0,sn86081965,https://articleextractor.org/pages/17059/iahi_bellsprout_ver01/sn86081965/7/18/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17059_0.txt
54299,17060_0.txt,A MAN SHOT BY A WOMAN!,17060_0,"The Athens post (Athens, Tenn.)",Tennessee,1851-07-18,1851,7,18,seq-2,ed-1,1,11149,17060,0,sn84024443,https://articleextractor.org/pages/17060/tu_nancy_ver01/sn84024443/7/18/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17060_0.txt
150918,87550_0.txt,ATTEMPT AT LYNCH LAW IN CINCINNATI.- The Cin,87550_0,Richmond daily times (Richmond [Va.]),Virginia,1851-07-21,1851,7,21,seq-1,ed-1,2,12011,87550,0,sn84024692,https://articleextractor.org/pages/87550/vi_icelandic_ver01/sn84024692/7/21/ed-1/seq-1/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87550_0.txt
151121,87560_0.txt,"[ From the San Francisco Herald, June 11.]",87560_0,Richmond daily times (Richmond [Va.]),Virginia,1851-07-22,1851,7,22,seq-2,ed-1,2,12012,87560,0,sn84024692,https://articleextractor.org/pages/87560/vi_icelandic_ver01/sn84024692/7/22/ed-1/seq-2/2,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/87560_0.txt
60456,17339_0.txt,"Catharine B. Creamer, who had been an in- to",17339_0,"Alexandria gazette (Alexandria, D.C...)",District of Columbia,1851-07-23,1851,7,23,seq-2,ed-1,1,11870,17339,0,sn85025007,https://articleextractor.org/pages/17339/vi_crawdads_ver01/sn85025007/7/23/ed-1/seq-2/1,~/Code/hcij_lynching_phase_two/narratives/code/articles_oct_19/17339_0.txt
