docname,from,to,pre,keyword,post,pattern,...1,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state,filepath
13831_1.txt,31,31,"a negro arrest ed early yesterday morning for beating a woman , is said to be a murderer and the",police,are holding him until the matter can be investigated . lindsay was arrested by patrolman farrell for beating lulla ceasar,police,887,13831,1,sn89053684,"The Savannah morning news. (Savannah, Ga.)",1904,8,22,seq-8,ed-1,1,http://localhost:62222/pages/13831/gu_inspector_ver01/sn89053684/1904/08/22/ed-1/seq-8/1,Georgia,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13831_1.txt
13831_1.txt,69,69,beating lulla ceasar at 4 o'clock in the morning . after the arrest was made it was reported to the,police,that lindsay was wanted for murder . no further in somewhere formation has yet been secured .,police,887,13831,1,sn89053684,"The Savannah morning news. (Savannah, Ga.)",1904,8,22,seq-8,ed-1,1,http://localhost:62222/pages/13831/gu_inspector_ver01/sn89053684/1904/08/22/ed-1/seq-8/1,Georgia,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13831_1.txt
13834_0.txt,105,105,"was the cause . a negro by the name of dixon , under very provoking circumstances , killed a popular",police,officer . the mob took dixon from jail and hung him and then ven its savageness in shooting into the,police,3405,13834,0,sn87093039,"The Leavenworth echo (Leavenworth, Wa...)",1904,3,18,seq-4,ed-1,1,http://localhost:62222/pages/13834/wa_cedar_ver01/sn87093039/1904/03/18/ed-1/seq-4/1,Washington,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13834_0.txt
13839_0.txt,45,45,lynched on the bank of the river a short distance from the town . earlier in the night goodman shot,sheriff,"stegall , who attempting to arrest him for the was murder of a colored woman .",sheriff,2598,13839,0,sn87076843,"Perrysburg journal. (Perrysburg, Woo...)",1905,11,3,seq-2,ed-1,1,http://localhost:62222/pages/13839/ohi_foxtrot_ver01/sn87076843/1905/11/03/ed-1/seq-2/1,Ohio,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13839_0.txt
13843_0.txt,52,52,race who had criminally assault ed a colored girl . the mob of colored men took the accused from the,sheriff,and strung him up to a tree and riddled him with bullets . the indignation of the blacks when one,sheriff,1473,13843,0,sn88065721,"Evening capital. (Annapolis, Md.)",1905,10,11,seq-2,ed-1,2,http://localhost:62222/pages/13843/mdu_kensington_ver02/sn88065721/1905/10/11/ed-1/seq-2/2,Maryland,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13843_0.txt
13844_0.txt,44,44,". c . , december 26- news of a double lynching at barnwell , friday has been receivd here .",sheriff,creech has wired governor heyward that the affair was brutal murder ; that helpless prisoners were butenered in open daylight,sheriff,2301,13844,0,sn91068367,"The semi-weekly messenger (Wilmington, N.C...)",1905,12,29,seq-5,ed-1,1,http://localhost:62222/pages/13844/ncu_green_ver01/sn91068367/1905/12/29/ed-1/seq-5/1,North Carolina,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13844_0.txt
13844_0.txt,134,134,out and shot to death with guns and pistols friday . the news of the lynching was sup pressed .,sheriff,creeck is preparing to make arrests and governor hey ward he will sustain the sheriff . announces,sheriff,2301,13844,0,sn91068367,"The semi-weekly messenger (Wilmington, N.C...)",1905,12,29,seq-5,ed-1,1,http://localhost:62222/pages/13844/ncu_green_ver01/sn91068367/1905/12/29/ed-1/seq-5/1,North Carolina,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13844_0.txt
13844_0.txt,149,149,lynching was sup pressed . sheriff creeck is preparing to make arrests and governor hey ward he will sustain the,sheriff,. announces,sheriff,2301,13844,0,sn91068367,"The semi-weekly messenger (Wilmington, N.C...)",1905,12,29,seq-5,ed-1,1,http://localhost:62222/pages/13844/ncu_green_ver01/sn91068367/1905/12/29/ed-1/seq-5/1,North Carolina,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13844_0.txt
13849_0.txt,24,24,"tree by a nebraska mob j . a . dowding , a jeweler at seward , is rescued by the",sheriff,. was guilty of assault he is seen in store with a neighbor's 10- year- old daughter- is 55 years,sheriff,2102,13849,0,2010270509,"The frontier. (O'Neill City, H...)",1905,9,7,seq-6,ed-1,1,http://localhost:62222/pages/13849/nbu_keithsbear_ver02/2010270509/1905/09/07/ed-1/seq-6/1,Nebraska,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13849_0.txt
13849_0.txt,160,160,mob took dowding out and hung him to a tree for a few seconds . he was rescued by the,sheriff,. he insisted that the girl had asked him to examine her clothing for a cricket . later he was,sheriff,2102,13849,0,2010270509,"The frontier. (O'Neill City, H...)",1905,9,7,seq-6,ed-1,1,http://localhost:62222/pages/13849/nbu_keithsbear_ver02/2010270509/1905/09/07/ed-1/seq-6/1,Nebraska,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13849_0.txt
13850_0.txt,63,63,"with the daughter of j . s . small , a white man . the elopement occurred yesterday , and",sheriff,james gould of pine bluff caught the couple at tamo on board a train . the girl was returned to,sheriff,3209,13850,0,sn85058130,The Salt Lake herald (Salt Lake City ...),1905,7,7,seq-3,ed-1,1,http://localhost:62222/pages/13850/uuml_four_ver01/sn85058130/1905/07/07/ed-1/seq-3/1,Utah,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13850_0.txt
13857_0.txt,74,74,"er . at the request of john young , head waiter at the hotel jefferson , fleming was released by",sheriff,phil pot long enough to make the visit . he was then returned to the county jail fleming is in,sheriff,64,13857,0,sn89051168,"Pine Bluff daily graphic. (Pine Bluff, Ark...)",1907,5,7,seq-8,ed-1,1,http://localhost:62222/pages/13857/arhi_huskerdu_ver01/sn89051168/1907/05/07/ed-1/seq-8/1,Arkansas,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13857_0.txt
13861_0.txt,109,109,"citizens who sought a one- eyed negro named bill smith , charged with inciting garden to commit the crime .",sheriff,w . f . robertson spirited the man away from the okmulgee . jim mob and took him to johnson,sheriff,2189,13861,0,sn99021999,Omaha daily bee. (Omaha [Neb.]),1907,12,27,seq-2,ed-1,1,http://localhost:62222/pages/13861/nbu_pound_ver01/sn99021999/1907/12/27/ed-1/seq-2/1,Nebraska,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13861_0.txt
13865_1.txt,188,188,wanted to lynch the up negro . a mob was at last formed and went to the jail . the,sheriff,", by the assistance and advice of judge pelham , drove the crowd away at the point of pistols ,",sheriff,806,13865,1,sn83045462,"Evening star (Washington, D.C...)",1907,2,27,seq-2,ed-1,1,http://localhost:62222/pages/13865/dlc_vizsla_ver02/sn83045462/1907/02/27/ed-1/seq-2/1,District of Columbia,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13865_1.txt
13866_0.txt,27,27,"a negro , was lynched at crisfield , md . , a few hours after he had crept up behind",policeman,john h . daugherty and shot dead . him,police,870,13866,0,sn90052331,"Watson's weekly Jeffersonian (Atlanta, Ga.)",1907,8,8,seq-5,ed-1,1,http://localhost:62222/pages/13866/gu_fornax_ver01/sn90052331/1907/08/08/ed-1/seq-5/1,Georgia,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13866_0.txt
13867_0.txt,57,57,". , because she interposed objections to the negro's attentions to her daughter . rudd was brought here wednesday by",sheriff,"grisson of white county to prevent a lynching . the negro was drunk , and called at the bolerjack home",sheriff,907,13867,0,sn83025186,"Iowa state bystander (Des Moines, Iow...)",1909,12,17,seq-2,ed-1,1,http://localhost:62222/pages/13867/iahi_ames_ver01/sn83025186/1909/12/17/ed-1/seq-2/1,Iowa,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13867_0.txt
13868_0.txt,40,40,"31 . -onex zime thomas and emile antoine , negroes , who were being brought to jail here by deputy",sheriffs,", were taken from the two officers late last night rie in this parish . and shot to death near",sheriff,1144,13868,0,sn92053934,"Rock Island Argus. (Rock Island, Il...)",1909,7,31,seq-9,ed-1,1,http://localhost:62222/pages/13868/iune_heraldry_ver01/sn92053934/1909/07/31/ed-1/seq-9/1,Illinois,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13868_0.txt
13870_0.txt,14,14,cited forcontempt united states supreme court to punish tennesseans for a lynching .,sheriff,and deputy involved hamilton county officials permitted a negro to be taken from the jail in chattanooga and lynched- first,sheriff,50,13870,0,sn89051213,"The Mena weekly star. (Mena, Ark.)",1909,5,27,seq-1,ed-1,1,http://localhost:62222/pages/13870/arhi_electabuzz_ver01/sn89051213/1909/05/27/ed-1/seq-1/1,Arkansas,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13870_0.txt
13870_0.txt,110,110,will be enhanced by the number of defendants . the proceeding will take place in connection with the cases of,sheriff,"shipp and deputy sheriff gibson of hamilton county , tennessee , and of four other residents of that county named",sheriff,50,13870,0,sn89051213,"The Mena weekly star. (Mena, Ark.)",1909,5,27,seq-1,ed-1,1,http://localhost:62222/pages/13870/arhi_electabuzz_ver01/sn89051213/1909/05/27/ed-1/seq-1/1,Arkansas,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13870_0.txt
13870_0.txt,114,114,the number of defendants . the proceeding will take place in connection with the cases of sheriff shipp and deputy,sheriff,"gibson of hamilton county , tennessee , and of four other residents of that county named respectively williams nolan ,",sheriff,50,13870,0,sn89051213,"The Mena weekly star. (Mena, Ark.)",1909,5,27,seq-1,ed-1,1,http://localhost:62222/pages/13870/arhi_electabuzz_ver01/sn89051213/1909/05/27/ed-1/seq-1/1,Arkansas,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13870_0.txt
13870_0.txt,430,430,case was so comparatively insignificant as to practically leave the ent proceeding stand ing alone . in the cases of,sheriff,"shipp and deputy gibson , the court in effect declares that there may be contempt in failure of officers of",sheriff,50,13870,0,sn89051213,"The Mena weekly star. (Mena, Ark.)",1909,5,27,seq-1,ed-1,1,http://localhost:62222/pages/13870/arhi_electabuzz_ver01/sn89051213/1909/05/27/ed-1/seq-1/1,Arkansas,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13870_0.txt
13871_0.txt,13,13,"sentence shipp ready for washington , nov . 13 . - former",sheriff,"j . p . shipp of chattanooga , tenn . , and his five co- lefendants are in washington ready",sheriff,3392,13871,0,sn86072041,"The Wenatchee daily world (Wenatchee, Wash...)",1909,11,13,seq-1,ed-1,1,http://localhost:62222/pages/13871/wa_american_ver02/sn86072041/1909/11/13/ed-1/seq-1/1,Washington,/Users/robwells/Code/hcij_lynching_phase_two/articles_cleaned_2023_03_08/13871_0.txt
